negatives
"frozenset({'P55316', 'P31276', 'TCR'})"
"frozenset({'O95872', 'O95678', 'TCR'})"
"frozenset({'Q9Y597', 'P46940', 'TCR'})"
"frozenset({'Q8N2R8', 'Q14738', 'TCR'})"
"frozenset({'P10827', 'Q9Y6Q9', 'TCR'})"
"frozenset({'P23443', 'P07900', 'TCR'})"
"frozenset({'P05455', 'Q13148', 'TCR'})"
"frozenset({'P62993', 'O75122', 'TCR'})"
"frozenset({'P28074', 'Q9UKV5', 'TCR'})"
"frozenset({'P48556', 'O00487', 'TCR'})"
"frozenset({'O75146', 'Q13573', 'TCR'})"
"frozenset({'O75525', 'Q5BKZ1', 'TCR'})"
"frozenset({'O76003', 'P41182', 'TCR'})"
"frozenset({'P01891', 'Q9NYU2', 'TCR'})"
"frozenset({'P15531', 'P50570', 'TCR'})"
"frozenset({'Q9HCE1', 'TCR', 'P53041'})"
"frozenset({'Q12952', 'Q9H583', 'TCR'})"
"frozenset({'P60709', 'Q9UI47', 'TCR'})"
"frozenset({'Q8NAN2', 'Q8N490', 'TCR'})"
"frozenset({'Q9BSD3', 'P60369', 'TCR'})"
"frozenset({'Q14680', 'Q00536', 'TCR'})"
"frozenset({'Q9C005', 'TCR', 'Q15291'})"
"frozenset({'Q15047', 'Q5U623', 'TCR'})"
"frozenset({'Q13094', 'P62993', 'TCR'})"
"frozenset({'TCR', 'Q13347', 'P48681'})"
"frozenset({'P49863', 'Q01105', 'TCR'})"
"frozenset({'P48729', 'Q15437', 'TCR'})"
"frozenset({'TCR', 'O75333', 'O14965'})"
"frozenset({'P08631', 'Q05397', 'TCR'})"
"frozenset({'Q9BRS2', 'Q8NBT0', 'TCR'})"
"frozenset({'TCR', 'Q8N8V2', 'Q96QZ7'})"
"frozenset({'Q96QR8', 'Q13315', 'TCR'})"
"frozenset({'Q8NEC5', 'P60412', 'TCR'})"
"frozenset({'Q9UBU9', 'P62807', 'TCR'})"
"frozenset({'Q96FW1', 'P60842', 'TCR'})"
"frozenset({'A8MQ03', 'Q86WX3', 'TCR'})"
"frozenset({'Q9HD47', 'Q8IUH5', 'TCR'})"
"frozenset({'Q5T5U3', 'Q66GS9', 'TCR'})"
"frozenset({'Q96FT9', 'Q9HBG6', 'TCR'})"
"frozenset({'P06899', 'Q9Y6J9', 'TCR'})"
"frozenset({'TCR', 'Q9H0W9', 'P52895'})"
"frozenset({'P61165', 'Q86Y82', 'TCR'})"
"frozenset({'P15924', 'Q8N6T7', 'TCR'})"
"frozenset({'Q14498', 'TCR', 'Q9H040'})"
"frozenset({'P60709', 'TCR', 'P15153'})"
"frozenset({'P00533', 'Q00535', 'TCR'})"
"frozenset({'O14744', 'Q9BT78', 'TCR'})"
"frozenset({'O60262', 'TCR', 'Q8NGB4'})"
"frozenset({'O14497', 'Q00987', 'TCR'})"
"frozenset({'TCR', 'O75935', 'P49841'})"
"frozenset({'Q07627', 'Q969P0', 'TCR'})"
"frozenset({'TCR', 'Q96G21', 'P04271'})"
"frozenset({'P15884', 'Q9H5Z6', 'TCR'})"
"frozenset({'Q13094', 'P61224', 'TCR'})"
"frozenset({'TCR', 'Q9BRR8', 'Q9BXB1'})"
"frozenset({'P05412', 'P40937', 'TCR'})"
"frozenset({'Q9UBW7', 'P49711', 'TCR'})"
"frozenset({'P37023', 'P17813', 'TCR'})"
"frozenset({'TCR', 'P35222', 'Q92597'})"
"frozenset({'Q8IWL3', 'Q92888', 'TCR'})"
"frozenset({'Q14738', 'Q92736', 'TCR'})"
"frozenset({'O14775', 'TCR', 'P40145'})"
"frozenset({'Q8WXG6', 'P19438', 'TCR'})"
"frozenset({'Q6IQ23', 'O00151', 'TCR'})"
"frozenset({'Q9BYX7', 'Q15717', 'TCR'})"
"frozenset({'Q9UBX2', 'P62899', 'TCR'})"
"frozenset({'P58012', 'P49675', 'TCR'})"
"frozenset({'P84022', 'P35243', 'TCR'})"
"frozenset({'P01344', 'P10721', 'TCR'})"
"frozenset({'P62854', 'P49411', 'TCR'})"
"frozenset({'Q99750', 'Q96RU7', 'TCR'})"
"frozenset({'O60825', 'P61201', 'TCR'})"
"frozenset({'TCR', 'P08729', 'O94905'})"
"frozenset({'Q9NVA2', 'Q9UH03', 'TCR'})"
"frozenset({'P19404', 'P22694', 'TCR'})"
"frozenset({'P19387', 'Q9H0H0', 'TCR'})"
"frozenset({'Q15717', 'Q969E2', 'TCR'})"
"frozenset({'P17612', 'Q8NH93', 'TCR'})"
"frozenset({'TCR', 'Q92879', 'Q96L14'})"
"frozenset({'P05388', 'P62987', 'TCR'})"
"frozenset({'O00410', 'Q13573', 'TCR'})"
"frozenset({'Q92575', 'TCR', 'O75674'})"
"frozenset({'TCR', 'P15927', 'Q02880'})"
"frozenset({'Q9BY11', 'Q01082', 'TCR'})"
"frozenset({'Q07954', 'P27824', 'TCR'})"
"frozenset({'Q9HAV4', 'Q9UBN6', 'TCR'})"
"frozenset({'P42336', 'P35568', 'TCR'})"
"frozenset({'Q13315', 'Q96EY1', 'TCR'})"
"frozenset({'Q9H0Y0', 'P30520', 'TCR'})"
"frozenset({'Q15075', 'P35968', 'TCR'})"
"frozenset({'Q8WWB3', 'O75604', 'TCR'})"
"frozenset({'O43303', 'Q8NHV4', 'TCR'})"
"frozenset({'Q5TFE4', 'Q8TBC4', 'TCR'})"
"frozenset({'O43524', 'Q15257', 'TCR'})"
"frozenset({'Q9NPJ6', 'P51665', 'TCR'})"
"frozenset({'O43765', 'Q13232', 'TCR'})"
"frozenset({'Q5JSP0', 'P60953', 'TCR'})"
"frozenset({'P33993', 'Q14999', 'TCR'})"
"frozenset({'Q9UKV3', 'Q9UQ35', 'TCR'})"
"frozenset({'Q01860', 'Q9UHI6', 'TCR'})"
"frozenset({'Q9H867', 'Q13509', 'TCR'})"
"frozenset({'Q9BQ04', 'Q9UHA3', 'TCR'})"
"frozenset({'O15239', 'Q9HAU4', 'TCR'})"
"frozenset({'Q9H0W5', 'P49792', 'TCR'})"
"frozenset({'P62857', 'O60925', 'TCR'})"
"frozenset({'TCR', 'Q5TDH0', 'Q9UJA5'})"
"frozenset({'TCR', 'Q13200', 'Q9H4L4'})"
"frozenset({'TCR', 'P84098', 'P26373'})"
"frozenset({'P22087', 'P84243', 'TCR'})"
"frozenset({'Q9BYD1', 'Q9NU23', 'TCR'})"
"frozenset({'Q09472', 'O75030', 'TCR'})"
"frozenset({'P49815', 'TCR', 'Q13164'})"
"frozenset({'O75787', 'Q8NBM4', 'TCR'})"
"frozenset({'Q8TDB6', 'Q9BPX3', 'TCR'})"
"frozenset({'TCR', 'Q9NR30', 'P01889'})"
"frozenset({'Q9BQE3', 'Q92616', 'TCR'})"
"frozenset({'TCR', 'O00182', 'P51790'})"
"frozenset({'O94906', 'O75478', 'TCR'})"
"frozenset({'O43513', 'Q9BUE0', 'TCR'})"
"frozenset({'O00754', 'Q401N2', 'TCR'})"
"frozenset({'P33316', 'Q9UFG5', 'TCR'})"
"frozenset({'Q8NCF5', 'Q9Y4K3', 'TCR'})"
"frozenset({'TCR', 'P78543', 'Q99873'})"
"frozenset({'Q99459', 'P26599', 'TCR'})"
"frozenset({'Q9UKB5', 'P01106', 'TCR'})"
"frozenset({'P53350', 'Q15022', 'TCR'})"
"frozenset({'TCR', 'O95757', 'P01889'})"
"frozenset({'TCR', 'Q13505', 'Q86TW2'})"
"frozenset({'P07204', 'P02776', 'TCR'})"
"frozenset({'P11142', 'P11274', 'TCR'})"
"frozenset({'TCR', 'Q14155', 'Q9P286'})"
"frozenset({'P06733', 'TCR', 'Q9UHV7'})"
"frozenset({'Q8IYT8', 'Q16543', 'TCR'})"
"frozenset({'P15531', 'TCR', 'O14965'})"
"frozenset({'Q16629', 'Q00839', 'TCR'})"
"frozenset({'P46934', 'P11362', 'TCR'})"
"frozenset({'Q9NXR8', 'Q99766', 'TCR'})"
"frozenset({'P33993', 'P06493', 'TCR'})"
"frozenset({'TCR', 'A5YKK6', 'P09237'})"
"frozenset({'P02751', 'P39019', 'TCR'})"
"frozenset({'P48729', 'P25963', 'TCR'})"
"frozenset({'Q9UBC3', 'TCR', 'O60264'})"
"frozenset({'Q92988', 'P19174', 'TCR'})"
"frozenset({'P05141', 'P38919', 'TCR'})"
"frozenset({'P06241', 'Q13291', 'TCR'})"
"frozenset({'Q96R08', 'TCR', 'P32121'})"
"frozenset({'P16234', 'P05230', 'TCR'})"
"frozenset({'Q3KNV8', 'Q99496', 'TCR'})"
"frozenset({'P20648', 'TCR', 'Q92520'})"
"frozenset({'Q9BW83', 'Q96SB8', 'TCR'})"
"frozenset({'TCR', 'P17931', 'Q6UVK1'})"
"frozenset({'TCR', 'O94927', 'Q96CS2'})"
"frozenset({'Q9P212', 'P41743', 'TCR'})"
"frozenset({'Q9P0W0', 'P15509', 'TCR'})"
"frozenset({'O60262', 'Q9H340', 'TCR'})"
"frozenset({'Q6ZN18', 'Q15022', 'TCR'})"
"frozenset({'Q7L1Q6', 'Q9H211', 'TCR'})"
"frozenset({'Q9BYQ4', 'O43609', 'TCR'})"
"frozenset({'Q9H0G5', 'Q15006', 'TCR'})"
"frozenset({'Q8N5A5', 'Q96MF2', 'TCR'})"
"frozenset({'Q13257', 'P61247', 'TCR'})"
"frozenset({'P61160', 'Q99558', 'TCR'})"
"frozenset({'Q14451', 'Q5SQ64', 'TCR'})"
"frozenset({'P46783', 'P08708', 'TCR'})"
"frozenset({'Q9Y6Y9', 'P42773', 'TCR'})"
"frozenset({'O60260', 'P54725', 'TCR'})"
"frozenset({'P01116', 'P62993', 'TCR'})"
"frozenset({'P51531', 'Q92785', 'TCR'})"
"frozenset({'Q05086', 'Q16186', 'TCR'})"
"frozenset({'P62837', 'Q9Y6H5', 'TCR'})"
"frozenset({'Q13151', 'P49137', 'TCR'})"
"frozenset({'P05412', 'Q6DKI1', 'TCR'})"
"frozenset({'Q8IZM9', 'Q9Y6C9', 'TCR'})"
"frozenset({'Q9H814', 'TCR', 'O14980'})"
"frozenset({'P40425', 'P16220', 'TCR'})"
"frozenset({'P23508', 'P05783', 'TCR'})"
"frozenset({'O15530', 'Q9UIA9', 'TCR'})"
"frozenset({'Q99575', 'Q96HE9', 'TCR'})"
"frozenset({'Q9H3G5', 'TCR', 'Q9BPX6'})"
"frozenset({'Q7Z6K5', 'Q96NR8', 'TCR'})"
"frozenset({'Q07890', 'P59998', 'TCR'})"
"frozenset({'P24941', 'P40926', 'TCR'})"
"frozenset({'TCR', 'P83881', 'P46779'})"
"frozenset({'P42566', 'TCR', 'P19013'})"
"frozenset({'TCR', 'P41235', 'P36956'})"
"frozenset({'Q14190', 'Q8IVD9', 'TCR'})"
"frozenset({'P13637', 'P21796', 'TCR'})"
"frozenset({'TCR', 'Q01581', 'P62714'})"
"frozenset({'P60520', 'Q9GZZ9', 'TCR'})"
"frozenset({'Q14164', 'Q99471', 'TCR'})"
"frozenset({'P46939', 'Q92858', 'TCR'})"
"frozenset({'TCR', 'O96008', 'O14907'})"
"frozenset({'P06753', 'TCR', 'O60216'})"
"frozenset({'TCR', 'P00533', 'Q9Y2T2'})"
"frozenset({'TCR', 'P08069', 'P32121'})"
"frozenset({'TCR', 'P62714', 'P05109'})"
"frozenset({'O75360', 'Q8N7C3', 'TCR'})"
"frozenset({'P03372', 'P15941', 'TCR'})"
"frozenset({'TCR', 'Q9H1J5', 'O75581'})"
"frozenset({'Q96MT8', 'Q03001', 'TCR'})"
"frozenset({'TCR', 'P38398', 'P49189'})"
"frozenset({'TCR', 'Q16656', 'P61073'})"
"frozenset({'P25100', 'Q9HD26', 'TCR'})"
"frozenset({'P14373', 'Q96A72', 'TCR'})"
"frozenset({'Q8NHC7', 'P49407', 'TCR'})"
"frozenset({'Q8TBB1', 'TCR', 'P09012'})"
"frozenset({'P83731', 'P62269', 'TCR'})"
"frozenset({'P07550', 'TCR', 'Q92947'})"
"frozenset({'Q6P158', 'Q14781', 'TCR'})"
"frozenset({'Q8IZU0', 'Q9H0T7', 'TCR'})"
"frozenset({'O00255', 'Q00653', 'TCR'})"
"frozenset({'Q9NY65', 'Q9BQ04', 'TCR'})"
"frozenset({'P25942', 'O95817', 'TCR'})"
"frozenset({'P49590', 'P41250', 'TCR'})"
"frozenset({'P83731', 'P46778', 'TCR'})"
"frozenset({'TCR', 'Q53GL0', 'P47755'})"
"frozenset({'P62304', 'P62310', 'TCR'})"
"frozenset({'P68104', 'TCR', 'P60033'})"
"frozenset({'Q8IUH5', 'Q5T447', 'TCR'})"
"frozenset({'Q969G3', 'Q7Z3S9', 'TCR'})"
"frozenset({'Q96K80', 'TCR', 'P62166'})"
"frozenset({'P03897', 'O75438', 'TCR'})"
"frozenset({'Q9UQE7', 'TCR', 'P33991'})"
"frozenset({'Q9NZI8', 'Q9NRD1', 'TCR'})"
"frozenset({'P27348', 'Q9NZL9', 'TCR'})"
"frozenset({'Q6IQ23', 'P14625', 'TCR'})"
"frozenset({'TCR', 'Q676U5', 'Q9BSB4'})"
"frozenset({'Q96GX1', 'Q9HCU5', 'TCR'})"
"frozenset({'Q8TEW0', 'Q02833', 'TCR'})"
"frozenset({'P62316', 'P08621', 'TCR'})"
"frozenset({'O95817', 'Q15653', 'TCR'})"
"frozenset({'Q96H55', 'P63261', 'TCR'})"
"frozenset({'P28749', 'Q02818', 'TCR'})"
"frozenset({'TCR', 'Q15003', 'O75695'})"
"frozenset({'Q8NA61', 'Q8NE01', 'TCR'})"
"frozenset({'O60232', 'O95235', 'TCR'})"
"frozenset({'P26371', 'P28799', 'TCR'})"
"frozenset({'Q8NG92', 'TCR', 'P32121'})"
"frozenset({'Q92804', 'Q9UHR5', 'TCR'})"
"frozenset({'O95721', 'Q96A65', 'TCR'})"
"frozenset({'O00139', 'P17252', 'TCR'})"
"frozenset({'Q8TBN0', 'Q8IY63', 'TCR'})"
"frozenset({'TCR', 'Q00987', 'P11474'})"
"frozenset({'Q9UQL6', 'P0C0S8', 'TCR'})"
"frozenset({'Q8NFF5', 'Q14197', 'TCR'})"
"frozenset({'Q5VZ89', 'O95544', 'TCR'})"
"frozenset({'TCR', 'Q15024', 'Q9Y580'})"
"frozenset({'P04150', 'Q9HD15', 'TCR'})"
"frozenset({'P60410', 'P17482', 'TCR'})"
"frozenset({'P30153', 'Q14738', 'TCR'})"
"frozenset({'P0C0S5', 'Q86T82', 'TCR'})"
"frozenset({'Q06546', 'Q9UBK2', 'TCR'})"
"frozenset({'Q13905', 'TCR', 'Q13191'})"
"frozenset({'TCR', 'Q15293', 'Q5JVL4'})"
"frozenset({'P61160', 'Q96C19', 'TCR'})"
"frozenset({'Q9UKX5', 'TCR', 'P05556'})"
"frozenset({'Q9H0W5', 'Q9UIG0', 'TCR'})"
"frozenset({'Q04637', 'P32189', 'TCR'})"
"frozenset({'Q9H0R8', 'P84103', 'TCR'})"
"frozenset({'P02452', 'Q96FW1', 'TCR'})"
"frozenset({'P26368', 'Q15554', 'TCR'})"
"frozenset({'Q13286', 'P16615', 'TCR'})"
"frozenset({'TCR', 'O14949', 'P31689'})"
"frozenset({'TCR', 'Q92830', 'Q96AE4'})"
"frozenset({'Q5SXM2', 'Q92966', 'TCR'})"
"frozenset({'TCR', 'P52735', 'P15153'})"
"frozenset({'P36507', 'P31946', 'TCR'})"
"frozenset({'O14757', 'Q92547', 'TCR'})"
"frozenset({'P15260', 'P13725', 'TCR'})"
"frozenset({'O95989', 'P33992', 'TCR'})"
"frozenset({'TCR', 'Q96GE6', 'P40145'})"
"frozenset({'Q15370', 'TCR', 'Q93034'})"
"frozenset({'TCR', 'Q12797', 'P42858'})"
"frozenset({'P53350', 'O60447', 'TCR'})"
"frozenset({'P20936', 'P52803', 'TCR'})"
"frozenset({'P62070', 'Q12933', 'TCR'})"
"frozenset({'P33552', 'Q8IV20', 'TCR'})"
"frozenset({'Q8IUD2', 'P12830', 'TCR'})"
"frozenset({'Q13617', 'P62244', 'TCR'})"
"frozenset({'P50914', 'Q9NQ55', 'TCR'})"
"frozenset({'TCR', 'Q8NBZ0', 'Q9H9F9'})"
"frozenset({'Q2KHM9', 'TCR', 'Q9C0F1'})"
"frozenset({'P60900', 'P04222', 'TCR'})"
"frozenset({'Q96GD4', 'O60343', 'TCR'})"
"frozenset({'Q92804', 'Q92993', 'TCR'})"
"frozenset({'Q13387', 'P45983', 'TCR'})"
"frozenset({'Q9H244', 'Q8N0U8', 'TCR'})"
"frozenset({'Q8WUI4', 'TCR', 'P25101'})"
"frozenset({'Q01813', 'P61970', 'TCR'})"
"frozenset({'Q16891', 'Q99689', 'TCR'})"
"frozenset({'P23193', 'P30876', 'TCR'})"
"frozenset({'Q9GZT8', 'Q8N8W4', 'TCR'})"
"frozenset({'Q13574', 'P04637', 'TCR'})"
"frozenset({'P25440', 'Q9H2F5', 'TCR'})"
"frozenset({'Q15717', 'O14733', 'TCR'})"
"frozenset({'Q16555', 'Q9Y3A4', 'TCR'})"
"frozenset({'TCR', 'P00533', 'Q14257'})"
"frozenset({'Q9Y3Y2', 'Q9NR22', 'TCR'})"
"frozenset({'Q9UBX2', 'TCR', 'P39023'})"
"frozenset({'Q12904', 'O14818', 'TCR'})"
"frozenset({'Q6L8Q7', 'Q96EQ0', 'TCR'})"
"frozenset({'Q9BTT0', 'P43354', 'TCR'})"
"frozenset({'TCR', 'P08047', 'P19525'})"
"frozenset({'TCR', 'Q969H0', 'P46531'})"
"frozenset({'Q15831', 'P22736', 'TCR'})"
"frozenset({'Q13617', 'Q7L5L3', 'TCR'})"
"frozenset({'Q15796', 'Q96GG9', 'TCR'})"
"frozenset({'TCR', 'P05556', 'Q9C0B0'})"
"frozenset({'Q7Z4H3', 'P80188', 'TCR'})"
"frozenset({'P49407', 'Q6IF82', 'TCR'})"
"frozenset({'P55318', 'P06400', 'TCR'})"
"frozenset({'Q12905', 'Q7Z2W9', 'TCR'})"
"frozenset({'P21281', 'P36542', 'TCR'})"
"frozenset({'Q9HCU8', 'P35249', 'TCR'})"
"frozenset({'Q9UL03', 'Q6AZY7', 'TCR'})"
"frozenset({'TCR', 'Q01105', 'P01889'})"
"frozenset({'TCR', 'P20618', 'Q9C0B0'})"
"frozenset({'O60716', 'P60763', 'TCR'})"
"frozenset({'TCR', 'P61764', 'Q16623'})"
"frozenset({'Q9UI26', 'Q9NRD1', 'TCR'})"
"frozenset({'Q6ZRS2', 'P50750', 'TCR'})"
"frozenset({'P42224', 'Q14247', 'TCR'})"
"frozenset({'P60604', 'Q2TAA5', 'TCR'})"
"frozenset({'Q9H3P2', 'Q8NHH9', 'TCR'})"
"frozenset({'P22612', 'Q6IFH4', 'TCR'})"
"frozenset({'TCR', 'P04839', 'Q9UQM7'})"
"frozenset({'Q5JU00', 'P53367', 'TCR'})"
"frozenset({'O95817', 'Q9BRP0', 'TCR'})"
"frozenset({'P06744', 'TCR', 'Q7KZF4'})"
"frozenset({'Q9UDY2', 'Q7Z7A1', 'TCR'})"
"frozenset({'P01160', 'P20594', 'TCR'})"
"frozenset({'Q8N715', 'Q86X02', 'TCR'})"
"frozenset({'O75746', 'P63092', 'TCR'})"
"frozenset({'Q9Y3E5', 'Q9Y6H1', 'TCR'})"
"frozenset({'Q9C0C7', 'P11021', 'TCR'})"
"frozenset({'Q9Y446', 'Q02413', 'TCR'})"
"frozenset({'P21283', 'Q13243', 'TCR'})"
"frozenset({'Q6K0P9', 'TCR', 'Q15424'})"
"frozenset({'O43617', 'Q9Y2L5', 'TCR'})"
"frozenset({'Q9Y6H3', 'Q96I34', 'TCR'})"
"frozenset({'TCR', 'P22061', 'P01889'})"
"frozenset({'P38398', 'P23258', 'TCR'})"
"frozenset({'TCR', 'Q02447', 'P23246'})"
"frozenset({'TCR', 'Q63HR2', 'Q13610'})"
"frozenset({'P30450', 'O15533', 'TCR'})"
"frozenset({'P05455', 'P24941', 'TCR'})"
"frozenset({'TCR', 'Q96PM5', 'Q9UQM7'})"
"frozenset({'P60709', 'TCR', 'P68104'})"
"frozenset({'P00441', 'Q99538', 'TCR'})"
"frozenset({'P55809', 'P0C7P4', 'TCR'})"
"frozenset({'Q9H0W5', 'P17252', 'TCR'})"
"frozenset({'P22314', 'Q9UNA4', 'TCR'})"
"frozenset({'O60262', 'Q9H339', 'TCR'})"
"frozenset({'P51665', 'Q5VIR6', 'TCR'})"
"frozenset({'O14641', 'Q96B18', 'TCR'})"
"frozenset({'TCR', 'P63279', 'Q9UK32'})"
"frozenset({'Q9BZR8', 'Q66LE6', 'TCR'})"
"frozenset({'Q9H2D6', 'Q9Y6K9', 'TCR'})"
"frozenset({'P14780', 'TCR', 'Q99075'})"
"frozenset({'TCR', 'O75369', 'P24941'})"
"frozenset({'Q12882', 'P08047', 'TCR'})"
"frozenset({'Q8WUW1', 'O15143', 'TCR'})"
"frozenset({'P45973', 'Q8ND82', 'TCR'})"
"frozenset({'Q9NSC2', 'TCR', 'Q6W2J9'})"
"frozenset({'Q13177', 'Q9UNM6', 'TCR'})"
"frozenset({'O00308', 'Q8IXW5', 'TCR'})"
"frozenset({'Q9UHF7', 'P63167', 'TCR'})"
"frozenset({'P19320', 'P52292', 'TCR'})"
"frozenset({'P49736', 'O14880', 'TCR'})"
"frozenset({'TCR', 'O75815', 'P36952'})"
"frozenset({'Q02930', 'Q5JR59', 'TCR'})"
"frozenset({'TCR', 'P47869', 'Q9UMX0'})"
"frozenset({'Q92569', 'Q8TAK6', 'TCR'})"
"frozenset({'Q9H3Q1', 'Q16181', 'TCR'})"
"frozenset({'Q13617', 'TCR', 'P48668'})"
"frozenset({'TCR', 'Q96KR6', 'Q53R12'})"
"frozenset({'TCR', 'Q9UL18', 'P14866'})"
"frozenset({'TCR', 'P42025', 'Q96KG9'})"
"frozenset({'P37837', 'Q05086', 'TCR'})"
"frozenset({'O95178', 'TCR', 'O95298'})"
"frozenset({'Q8IVS2', 'O00400', 'TCR'})"
"frozenset({'Q96B96', 'Q17RD7', 'TCR'})"
"frozenset({'TCR', 'Q01094', 'O43504'})"
"frozenset({'Q99999', 'TCR', 'Q6UXM1'})"
"frozenset({'Q96P16', 'TCR', 'Q9BVS4'})"
"frozenset({'P36406', 'Q9BRU9', 'TCR'})"
"frozenset({'TCR', 'P52732', 'P62318'})"
"frozenset({'Q9UGF7', 'Q9P2W3', 'TCR'})"
"frozenset({'Q14669', 'Q13573', 'TCR'})"
"frozenset({'P01566', 'P16471', 'TCR'})"
"frozenset({'P55196', 'P62834', 'TCR'})"
"frozenset({'P63167', 'O60493', 'TCR'})"
"frozenset({'P21333', 'Q96H55', 'TCR'})"
"frozenset({'O43474', 'Q92793', 'TCR'})"
"frozenset({'Q99933', 'Q16186', 'TCR'})"
"frozenset({'TCR', 'Q01860', 'Q7L8L6'})"
"frozenset({'O43395', 'Q99547', 'TCR'})"
"frozenset({'Q9HAS0', 'P25445', 'TCR'})"
"frozenset({'TCR', 'Q969X6', 'P04156'})"
"frozenset({'P41252', 'O43776', 'TCR'})"
"frozenset({'P51681', 'O43889', 'TCR'})"
"frozenset({'Q8N3V7', 'O15143', 'TCR'})"
"frozenset({'P35226', 'Q7Z7K6', 'TCR'})"
"frozenset({'Q01860', 'O15397', 'TCR'})"
"frozenset({'Q8TAQ2', 'P35244', 'TCR'})"
"frozenset({'P61952', 'P62070', 'TCR'})"
"frozenset({'TCR', 'P07954', 'P50995'})"
"frozenset({'Q92636', 'P50991', 'TCR'})"
"frozenset({'Q5T3J3', 'TCR', 'Q9Y675'})"
"frozenset({'Q9UBY0', 'P02549', 'TCR'})"
"frozenset({'TCR', 'P13639', 'Q9BZG8'})"
"frozenset({'TCR', 'Q02363', 'P28324'})"
"frozenset({'Q14766', 'P10600', 'TCR'})"
"frozenset({'O95544', 'Q08AD1', 'TCR'})"
"frozenset({'Q9Y6I7', 'Q99062', 'TCR'})"
"frozenset({'Q12834', 'P25054', 'TCR'})"
"frozenset({'Q16082', 'TCR', 'O43294'})"
"frozenset({'P43351', 'Q9H4B4', 'TCR'})"
"frozenset({'P33993', 'Q9Y5S9', 'TCR'})"
"frozenset({'Q4J6C6', 'Q9H9P5', 'TCR'})"
"frozenset({'P49407', 'O43172', 'TCR'})"
"frozenset({'TCR', 'Q09666', 'P60903'})"
"frozenset({'TCR', 'A0JLT2', 'P17480'})"
"frozenset({'P84090', 'P38919', 'TCR'})"
"frozenset({'Q8N5N7', 'Q9H9J2', 'TCR'})"
"frozenset({'TCR', 'Q14676', 'P51532'})"
"frozenset({'O95140', 'P62979', 'TCR'})"
"frozenset({'Q13794', 'Q96IK5', 'TCR'})"
"frozenset({'Q8WTW3', 'TCR', 'P48039'})"
"frozenset({'TCR', 'P55157', 'Q92918'})"
"frozenset({'Q9BRJ2', 'Q13283', 'TCR'})"
"frozenset({'Q9UI09', 'P08574', 'TCR'})"
"frozenset({'Q8IY92', 'O75663', 'TCR'})"
"frozenset({'P62330', 'Q8TDY4', 'TCR'})"
"frozenset({'TCR', 'Q9Y4B6', 'O94888'})"
"frozenset({'O95273', 'Q6ZW49', 'TCR'})"
"frozenset({'Q9P2W9', 'Q6NUQ1', 'TCR'})"
"frozenset({'Q08170', 'Q13243', 'TCR'})"
"frozenset({'P49716', 'P00441', 'TCR'})"
"frozenset({'Q9NRA1', 'P29317', 'TCR'})"
"frozenset({'O14640', 'Q7Z628', 'TCR'})"
"frozenset({'P10276', 'P55211', 'TCR'})"
"frozenset({'TCR', 'Q9UQ16', 'Q96AT9'})"
"frozenset({'P07942', 'P11047', 'TCR'})"
"frozenset({'O60763', 'P04629', 'TCR'})"
"frozenset({'TCR', 'Q13243', 'P0DP23'})"
"frozenset({'Q9Y3C0', 'P26367', 'TCR'})"
"frozenset({'TCR', 'Q99962', 'Q5VWQ8'})"
"frozenset({'TCR', 'P62993', 'Q8TDZ2'})"
"frozenset({'Q8WUE5', 'P14136', 'TCR'})"
"frozenset({'P16860', 'TCR', 'P17342'})"
"frozenset({'O95373', 'Q8IZT6', 'TCR'})"
"frozenset({'P27348', 'TCR', 'P62906'})"
"frozenset({'P35579', 'Q9NQW6', 'TCR'})"
"frozenset({'P00338', 'TCR', 'Q9BSI4'})"
"frozenset({'Q9UKX2', 'P27348', 'TCR'})"
"frozenset({'P10644', 'P12956', 'TCR'})"
"frozenset({'Q92576', 'O00267', 'TCR'})"
"frozenset({'O15294', 'P68402', 'TCR'})"
"frozenset({'Q96CW5', 'Q9UBL6', 'TCR'})"
"frozenset({'Q9H8Y8', 'TCR', 'P14174'})"
"frozenset({'P53992', 'Q9Y5K6', 'TCR'})"
"frozenset({'P30038', 'P05089', 'TCR'})"
"frozenset({'Q13177', 'Q03001', 'TCR'})"
"frozenset({'TCR', 'Q8TCG1', 'Q92597'})"
"frozenset({'TCR', 'O75787', 'Q16659'})"
"frozenset({'P02768', 'P00734', 'TCR'})"
"frozenset({'TCR', 'Q9BZW8', 'P27986'})"
"frozenset({'TCR', 'P46087', 'P62906'})"
"frozenset({'P30304', 'Q9NSA1', 'TCR'})"
"frozenset({'O00303', 'O75822', 'TCR'})"
"frozenset({'P54840', 'O15294', 'TCR'})"
"frozenset({'Q13398', 'Q15773', 'TCR'})"
"frozenset({'O43324', 'P41252', 'TCR'})"
"frozenset({'P49006', 'O60260', 'TCR'})"
"frozenset({'Q6PD62', 'Q9UNA1', 'TCR'})"
"frozenset({'P62081', 'Q01081', 'TCR'})"
"frozenset({'Q8TF76', 'P43243', 'TCR'})"
"frozenset({'Q9H0R8', 'P12694', 'TCR'})"
"frozenset({'Q96B97', 'Q5R3I4', 'TCR'})"
"frozenset({'O00264', 'TCR', 'P51572'})"
"frozenset({'Q8ND04', 'P49746', 'TCR'})"
"frozenset({'P62993', 'Q02543', 'TCR'})"
"frozenset({'A6NNY8', 'TCR', 'Q9UPT9'})"
