negatives
"frozenset({'O43390', 'Q6PJ61', 'Leptin'})"
"frozenset({'O95166', 'Leptin', 'P56182'})"
"frozenset({'Q9BXN6', 'Leptin', 'Q9Y6X0'})"
"frozenset({'Leptin', 'Q9BQ90', 'P49674'})"
"frozenset({'Leptin', 'Q15404', 'Q9HBI1'})"
"frozenset({'Leptin', 'P07195', 'O14562'})"
"frozenset({'Leptin', 'P63279', 'P20591'})"
"frozenset({'Leptin', 'Q9BXM0', 'P55157'})"
"frozenset({'O60667', 'Leptin', 'Q9GZV1'})"
"frozenset({'Leptin', 'P01106', 'P10276'})"
"frozenset({'Leptin', 'Q13155', 'Q9BXU0'})"
"frozenset({'Q9BT40', 'Leptin', 'P30519'})"
"frozenset({'P51114', 'Leptin', 'Q13416'})"
"frozenset({'Q13616', 'Leptin', 'P28072'})"
"frozenset({'Leptin', 'Q2M1P5', 'P53814'})"
"frozenset({'P28065', 'Leptin', 'P62487'})"
"frozenset({'P08603', 'Leptin', 'P84022'})"
"frozenset({'O94782', 'Leptin', 'Q9NVI1'})"
"frozenset({'Q9H0R8', 'Leptin', 'Q04837'})"
"frozenset({'Q6P1W5', 'Leptin', 'O15496'})"
"frozenset({'Leptin', 'Q8IVD9', 'Q8N4N3'})"
"frozenset({'O15091', 'Leptin', 'Q14197'})"
"frozenset({'O95817', 'Leptin', 'P61981'})"
"frozenset({'Leptin', 'P62937', 'A5PLL7'})"
"frozenset({'Leptin', 'P05387', 'P62851'})"
"frozenset({'P62805', 'Leptin', 'Q12888'})"
"frozenset({'Q13635', 'Leptin', 'Q86SF2'})"
"frozenset({'Q13698', 'Leptin', 'P50151'})"
"frozenset({'Leptin', 'Q96RR4', 'Q9UGJ0'})"
"frozenset({'Leptin', 'Q13509', 'Q96GY3'})"
"frozenset({'Leptin', 'P17096', 'Q9HAU5'})"
"frozenset({'P09234', 'Leptin', 'Q9BUR4'})"
"frozenset({'Leptin', 'Q3V6T2', 'P08754'})"
"frozenset({'Leptin', 'Q15554', 'O14874'})"
"frozenset({'Leptin', 'Q12905', 'Q9UPY3'})"
"frozenset({'Leptin', 'P48426', 'P67870'})"
"frozenset({'Leptin', 'Q04917', 'P26232'})"
"frozenset({'Q08379', 'Q24JP5', 'Leptin'})"
"frozenset({'P52292', 'Leptin', 'P54274'})"
"frozenset({'Leptin', 'P18850', 'Q8NHY2'})"
"frozenset({'Leptin', 'Q15185', 'Q9GZT9'})"
"frozenset({'Leptin', 'Q14966', 'P10451'})"
"frozenset({'Leptin', 'P26599', 'P01106'})"
"frozenset({'Q13137', 'Leptin', 'Q86TG7'})"
"frozenset({'Leptin', 'O95425', 'P35611'})"
"frozenset({'Leptin', 'Q9NU53', 'Q01814'})"
"frozenset({'Leptin', 'Q9NWN3', 'P63208'})"
"frozenset({'Q9BR76', 'Leptin', 'P31146'})"
"frozenset({'Leptin', 'Q9HCG1', 'Q96PM5'})"
"frozenset({'Leptin', 'P63279', 'Q99497'})"
"frozenset({'Leptin', 'Q7L5N1', 'Q14061'})"
"frozenset({'Leptin', 'P04629', 'Q13164'})"
"frozenset({'Leptin', 'P62079', 'Q9Y397'})"
"frozenset({'P00533', 'Leptin', 'P62805'})"
"frozenset({'Leptin', 'Q96HA8', 'Q7Z3Y8'})"
"frozenset({'Leptin', 'Q8TCJ0', 'P42704'})"
"frozenset({'P22314', 'Leptin', 'P19474'})"
"frozenset({'Leptin', 'P78362', 'O75920'})"
"frozenset({'O60260', 'Leptin', 'P78396'})"
"frozenset({'Leptin', 'Q15717', 'P11169'})"
"frozenset({'Q09019', 'Leptin', 'O14980'})"
"frozenset({'Leptin', 'O15350', 'Q9HDC5'})"
"frozenset({'Q13107', 'Leptin', 'P12004'})"
"frozenset({'Leptin', 'O75716', 'O43186'})"
"frozenset({'P61964', 'Q9Y5Z7', 'Leptin'})"
"frozenset({'O14802', 'Leptin', 'Q9H063'})"
"frozenset({'Leptin', 'Q8IY31', 'Q9UG01'})"
"frozenset({'Leptin', 'P07900', 'Q6UWE0'})"
"frozenset({'Leptin', 'Q92804', 'Q14999'})"
"frozenset({'Q92828', 'Leptin', 'Q8WY91'})"
"frozenset({'Q96RK4', 'Leptin', 'P06881'})"
"frozenset({'Leptin', 'P55157', 'Q92874'})"
"frozenset({'Leptin', 'P52434', 'O15514'})"
"frozenset({'Leptin', 'Q8IVT2', 'Q9UJY1'})"
"frozenset({'Q86SS6', 'Leptin', 'P60880'})"
"frozenset({'O00159', 'Leptin', 'P24941'})"
"frozenset({'Q12959', 'Q15311', 'Leptin'})"
"frozenset({'Leptin', 'P10828', 'O15379'})"
"frozenset({'Leptin', 'P48431', 'Q8IWT3'})"
"frozenset({'Leptin', 'Q9ULU4', 'P54259'})"
"frozenset({'Leptin', 'Q13573', 'Q15788'})"
"frozenset({'Q5K4L6', 'Leptin', 'Q03431'})"
"frozenset({'Leptin', 'Q8N5S1', 'Q13153'})"
"frozenset({'Leptin', 'Q7L5N1', 'O15061'})"
"frozenset({'Leptin', 'P29350', 'Q14790'})"
"frozenset({'Leptin', 'Q504Q3', 'Q8IUF1'})"
"frozenset({'Q8NGI2', 'Leptin', 'P25098'})"
"frozenset({'Q86VQ0', 'Leptin', 'Q96LB3'})"
"frozenset({'P38919', 'Leptin', 'Q92841'})"
"frozenset({'Leptin', 'P49458', 'Q9Y3B2'})"
"frozenset({'Leptin', 'P62826', 'P18583'})"
"frozenset({'Leptin', 'Q05655', 'P49840'})"
"frozenset({'P55210', 'Leptin', 'P02511'})"
"frozenset({'P58876', 'Leptin', 'P27348'})"
"frozenset({'P58107', 'P55072', 'Leptin'})"
"frozenset({'Q9H0R8', 'Leptin', 'Q86UA1'})"
"frozenset({'Leptin', 'P10721', 'O15524'})"
"frozenset({'Leptin', 'Q13424', 'P25100'})"
"frozenset({'Leptin', 'P06746', 'P12004'})"
"frozenset({'Q9UMX0', 'Leptin', 'Q9Y5U4'})"
"frozenset({'P40121', 'Leptin', 'P55263'})"
"frozenset({'Leptin', 'P15374', 'P30086'})"
"frozenset({'Leptin', 'Q9Y4J8', 'Q96ES7'})"
"frozenset({'Leptin', 'Q16643', 'Q4KMQ1'})"
"frozenset({'Leptin', 'Q75T13', 'Q8WXA8'})"
"frozenset({'Leptin', 'Q86Y82', 'Q86X19'})"
"frozenset({'O95777', 'Leptin', 'O43172'})"
"frozenset({'Q96AP4', 'Leptin', 'Q8NEM2'})"
"frozenset({'Q9HCE1', 'Leptin', 'Q9C091'})"
"frozenset({'Leptin', 'Q8TE77', 'P12830'})"
"frozenset({'Leptin', 'O94760', 'P25705'})"
"frozenset({'Leptin', 'Q13490', 'Q9H6Z9'})"
"frozenset({'Leptin', 'P62304', 'Q13617'})"
"frozenset({'Q53R41', 'O95238', 'Leptin'})"
"frozenset({'Leptin', 'Q9P2W3', 'Q96KK4'})"
"frozenset({'Leptin', 'O95714', 'Q9Y2D8'})"
"frozenset({'Leptin', 'P07858', 'Q16082'})"
"frozenset({'O15047', 'Leptin', 'O60814'})"
"frozenset({'Leptin', 'Q9BU76', 'Q96MF2'})"
"frozenset({'Leptin', 'Q9UHJ3', 'Q14807'})"
"frozenset({'Leptin', 'Q5TCM9', 'Q9BYQ6'})"
"frozenset({'Leptin', 'Q9NZJ5', 'Q9H1C3'})"
"frozenset({'P41236', 'Leptin', 'Q01844'})"
"frozenset({'Leptin', 'Q14247', 'P34897'})"
"frozenset({'P62854', 'P35544', 'Leptin'})"
"frozenset({'Q12872', 'Leptin', 'Q86VP6'})"
"frozenset({'Leptin', 'Q15022', 'P52756'})"
"frozenset({'Q99643', 'Q16740', 'Leptin'})"
"frozenset({'Leptin', 'Q14296', 'Q8IWX8'})"
"frozenset({'Leptin', 'Q96FJ2', 'Q9NVP4'})"
"frozenset({'Leptin', 'P29084', 'P05067'})"
"frozenset({'P52735', 'Leptin', 'Q03135'})"
"frozenset({'P16402', 'Leptin', 'Q01860'})"
"frozenset({'Q8IXM2', 'Q01167', 'Leptin'})"
"frozenset({'O60260', 'Leptin', 'P02768'})"
"frozenset({'Q86VI4', 'Leptin', 'Q9H6L2'})"
"frozenset({'O95166', 'Leptin', 'Q9Y2G5'})"
"frozenset({'Leptin', 'P04899', 'P08631'})"
"frozenset({'Leptin', 'P62993', 'P16144'})"
"frozenset({'Leptin', 'Q8WWB5', 'Q9BYU1'})"
"frozenset({'Q8IYH5', 'Leptin', 'P15976'})"
"frozenset({'Leptin', 'P52565', 'P04792'})"
"frozenset({'P52735', 'Leptin', 'Q9UJM3'})"
"frozenset({'Q99459', 'Leptin', 'P49327'})"
"frozenset({'Leptin', 'Q9Y5Y2', 'P06865'})"
"frozenset({'P32248', 'Leptin', 'O15467'})"
"frozenset({'Leptin', 'O75665', 'Q96A65'})"
"frozenset({'Leptin', 'P10721', 'Q13257'})"
"frozenset({'Q14241', 'Leptin', 'P24928'})"
"frozenset({'Q9BWT7', 'Leptin', 'Q9Y6K9'})"
"frozenset({'Leptin', 'Q9BXS5', 'Q8IZU0'})"
"frozenset({'Q13286', 'Leptin', 'Q7KZN9'})"
"frozenset({'Leptin', 'P63027', 'Q86X19'})"
"frozenset({'Leptin', 'Q99816', 'Q13561'})"
"frozenset({'Leptin', 'Q9Y4K3', 'Q9UNA4'})"
"frozenset({'Leptin', 'Q15323', 'P32242'})"
"frozenset({'Leptin', 'Q16543', 'P16220'})"
"frozenset({'P22612', 'Q9UNY4', 'Leptin'})"
"frozenset({'Leptin', 'Q12770', 'P19320'})"
"frozenset({'Leptin', 'Q13618', 'Q9Y2M5'})"
"frozenset({'Leptin', 'Q9BQG0', 'Q13535'})"
"frozenset({'Leptin', 'P51003', 'Q14011'})"
"frozenset({'P62714', 'Leptin', 'P62955'})"
"frozenset({'Leptin', 'Q08752', 'P14618'})"
"frozenset({'Q01105', 'Leptin', 'Q9BT49'})"
"frozenset({'Leptin', 'O43318', 'Q13557'})"
"frozenset({'Leptin', 'P05556', 'P06733'})"
"frozenset({'Q9Y2D8', 'Leptin', 'O95684'})"
"frozenset({'Q7Z6Z7', 'Leptin', 'P14618'})"
"frozenset({'P30153', 'Leptin', 'P63167'})"
"frozenset({'Q9UBW7', 'Leptin', 'Q12772'})"
"frozenset({'O00461', 'Leptin', 'Q9Y587'})"
"frozenset({'Q15904', 'Leptin', 'Q86X19'})"
"frozenset({'Leptin', 'Q8TC29', 'Q5S007'})"
"frozenset({'Q92985', 'Leptin', 'Q8IZI9'})"
"frozenset({'Q9BT67', 'P37173', 'Leptin'})"
"frozenset({'Leptin', 'Q8WUE5', 'Q9UKZ1'})"
"frozenset({'Leptin', 'Q9UBU9', 'Q14103'})"
"frozenset({'P61009', 'Leptin', 'Q8IWL3'})"
"frozenset({'Leptin', 'P09923', 'Q13568'})"
"frozenset({'P20671', 'Leptin', 'P16403'})"
"frozenset({'Leptin', 'Q9H4A9', 'Q12891'})"
"frozenset({'Leptin', 'Q10567', 'Q8N490'})"
"frozenset({'Q9HD34', 'O75439', 'Leptin'})"
"frozenset({'Leptin', 'Q16548', 'Q5HYN5'})"
"frozenset({'Leptin', 'P26992', 'P60568'})"
"frozenset({'Q96T60', 'Leptin', 'P27348'})"
"frozenset({'Leptin', 'Q9BVV6', 'P63172'})"
"frozenset({'Leptin', 'Q9NUJ3', 'Q9Y6K9'})"
"frozenset({'Q9UJ70', 'Leptin', 'O00148'})"
"frozenset({'P16333', 'Leptin', 'Q9H222'})"
"frozenset({'Q96PZ0', 'Leptin', 'P55769'})"
"frozenset({'Q9UQC2', 'Leptin', 'P06241'})"
"frozenset({'Leptin', 'P20336', 'P05067'})"
"frozenset({'Leptin', 'Q14676', 'Q9NYB0'})"
"frozenset({'Q14832', 'Leptin', 'P35813'})"
"frozenset({'Leptin', 'Q13151', 'P08865'})"
"frozenset({'Leptin', 'Q96EZ8', 'Q96S65'})"
"frozenset({'O43149', 'Leptin', 'O14905'})"
"frozenset({'Leptin', 'Q99816', 'P25685'})"
"frozenset({'P49736', 'Leptin', 'P07384'})"
"frozenset({'Q96A54', 'Q9UBC1', 'Leptin'})"
"frozenset({'Q9BZD4', 'Leptin', 'Q5GLZ8'})"
"frozenset({'Leptin', 'P35354', 'P17275'})"
"frozenset({'Q9Y3C5', 'Leptin', 'Q9HAU4'})"
"frozenset({'Leptin', 'Q86U42', 'Q9BU64'})"
"frozenset({'Q86WV6', 'Leptin', 'Q8NE01'})"
"frozenset({'Q9UNE7', 'Leptin', 'P30518'})"
"frozenset({'Leptin', 'P25963', 'O75116'})"
"frozenset({'Leptin', 'P08865', 'Q14999'})"
"frozenset({'Leptin', 'Q9BV73', 'O00444'})"
"frozenset({'Leptin', 'O95983', 'Q03112'})"
"frozenset({'P49736', 'Leptin', 'Q96L21'})"
"frozenset({'Q9Y2Z0', 'Leptin', 'Q96KV7'})"
"frozenset({'Q9P0T4', 'Leptin', 'A1L4K1'})"
"frozenset({'Leptin', 'P60411', 'Q96I27'})"
"frozenset({'Leptin', 'Q2NL98', 'P25786'})"
"frozenset({'O75448', 'Leptin', 'Q8IXW5'})"
"frozenset({'Leptin', 'Q6P1J9', 'P00519'})"
"frozenset({'Leptin', 'P20849', 'Q9NRF8'})"
"frozenset({'Leptin', 'P11717', 'Q01844'})"
"frozenset({'Q6PIL6', 'Leptin', 'Q13505'})"
"frozenset({'P41220', 'Leptin', 'Q15942'})"
"frozenset({'Leptin', 'Q8TBB1', 'Q6EMK4'})"
"frozenset({'O95777', 'Leptin', 'Q92900'})"
"frozenset({'Leptin', 'Q9BRX9', 'Q9BQ65'})"
"frozenset({'Leptin', 'Q9UBB9', 'P48047'})"
"frozenset({'P52294', 'Leptin', 'O00358'})"
"frozenset({'Leptin', 'P38159', 'Q9GZU5'})"
"frozenset({'P54257', 'Leptin', 'Q13562'})"
"frozenset({'O15519', 'P58107', 'Leptin'})"
"frozenset({'Q9UQ90', 'Leptin', 'P26371'})"
"frozenset({'Q9Y297', 'Leptin', 'P48634'})"
"frozenset({'P19838', 'Leptin', 'P35613'})"
"frozenset({'O14775', 'Leptin', 'Q16539'})"
"frozenset({'Q16526', 'Leptin', 'P21333'})"
"frozenset({'P05112', 'Leptin', 'Q9HC73'})"
"frozenset({'Leptin', 'Q8NCP5', 'Q13564'})"
"frozenset({'Q29RF7', 'Leptin', 'O75530'})"
"frozenset({'Q9BXB1', 'Leptin', 'O00571'})"
"frozenset({'Leptin', 'P25800', 'Q86T90'})"
"frozenset({'Q9ULF5', 'Q96G27', 'Leptin'})"
"frozenset({'Leptin', 'P82650', 'Q12849'})"
"frozenset({'P49761', 'Leptin', 'Q13595'})"
"frozenset({'Leptin', 'P10599', 'P11171'})"
"frozenset({'P42892', 'Leptin', 'Q96AY3'})"
"frozenset({'P78537', 'Leptin', 'Q96NL6'})"
"frozenset({'P38405', 'Leptin', 'Q8NGS3'})"
"frozenset({'Leptin', 'Q08334', 'Q13191'})"
"frozenset({'Q9NYL2', 'Leptin', 'O14980'})"
"frozenset({'P51398', 'Leptin', 'Q9BYC9'})"
"frozenset({'P46776', 'Leptin', 'P46781'})"
"frozenset({'Leptin', 'Q96MH2', 'P54274'})"
"frozenset({'Leptin', 'Q5S007', 'Q8N6T3'})"
"frozenset({'Q9Y5B8', 'Q08379', 'Leptin'})"
"frozenset({'Leptin', 'Q8N653', 'P42224'})"
"frozenset({'Q6NUN9', 'Leptin', 'P48047'})"
"frozenset({'Leptin', 'P25098', 'A6NCV1'})"
"frozenset({'P84022', 'Leptin', 'P41235'})"
"frozenset({'Leptin', 'Q13131', 'Q07820'})"
"frozenset({'Q9P2P5', 'Leptin', 'Q9P2I0'})"
"frozenset({'O95707', 'Leptin', 'P01106'})"
"frozenset({'Leptin', 'P13805', 'Q9UGU5'})"
"frozenset({'Leptin', 'P51157', 'Q9Y6Q9'})"
"frozenset({'Q13227', 'Leptin', 'P62699'})"
"frozenset({'Leptin', 'P25098', 'Q8TCB6'})"
"frozenset({'Leptin', 'Q9C0B0', 'P30101'})"
"frozenset({'Q9NQR1', 'Leptin', 'Q6ZN18'})"
"frozenset({'Leptin', 'Q66LE6', 'Q9UJU5'})"
"frozenset({'Q9BZD4', 'Leptin', 'Q6P5Z2'})"
"frozenset({'Leptin', 'Q86XP3', 'Q14999'})"
"frozenset({'Q9UK80', 'Leptin', 'O75420'})"
"frozenset({'Leptin', 'P41229', 'Q92610'})"
"frozenset({'Leptin', 'P40337', 'Q9Y6W3'})"
"frozenset({'Leptin', 'Q9BYR0', 'P49639'})"
"frozenset({'Leptin', 'Q2TBE0', 'P05067'})"
"frozenset({'Q8NE35', 'Leptin', 'O14965'})"
"frozenset({'Leptin', 'Q13242', 'P05067'})"
"frozenset({'Leptin', 'Q9NW38', 'Q5T4B2'})"
"frozenset({'Leptin', 'P42226', 'O95486'})"
"frozenset({'Leptin', 'O95793', 'P61077'})"
"frozenset({'P49419', 'P62937', 'Leptin'})"
"frozenset({'Q9UBC3', 'Leptin', 'P54762'})"
"frozenset({'Leptin', 'O00257', 'P05161'})"
"frozenset({'Leptin', 'P63208', 'P38936'})"
"frozenset({'Q6IAA8', 'Q9Y2Q5', 'Leptin'})"
"frozenset({'Leptin', 'Q9Y5B9', 'O00422'})"
"frozenset({'Q8N443', 'Leptin', 'P14373'})"
"frozenset({'Leptin', 'P49590', 'Q6RW13'})"
"frozenset({'Q6L8G8', 'Leptin', 'Q14162'})"
"frozenset({'Leptin', 'Q8IXK0', 'P67870'})"
"frozenset({'Q8NGK9', 'Leptin', 'P49407'})"
"frozenset({'Leptin', 'O00144', 'Q9H1J7'})"
"frozenset({'Leptin', 'Q16526', 'O75592'})"
"frozenset({'O95822', 'Leptin', 'P54619'})"
"frozenset({'P78537', 'Leptin', 'Q6QNY1'})"
"frozenset({'Q9NX52', 'Leptin', 'Q15768'})"
"frozenset({'Leptin', 'Q6ICL3', 'Q9UIC8'})"
"frozenset({'Leptin', 'Q13573', 'P22626'})"
"frozenset({'Leptin', 'Q8IZU1', 'P42568'})"
"frozenset({'Leptin', 'Q9HC36', 'Q9UHX1'})"
"frozenset({'Q92922', 'Q8IWZ5', 'Leptin'})"
"frozenset({'Leptin', 'O95394', 'Q16222'})"
"frozenset({'Q8N960', 'Q86V48', 'Leptin'})"
"frozenset({'P50222', 'Leptin', 'Q719I0'})"
"frozenset({'Leptin', 'P07900', 'O75460'})"
"frozenset({'Q9H5I1', 'Leptin', 'P50990'})"
"frozenset({'Q96CS3', 'Q13233', 'Leptin'})"
"frozenset({'P20936', 'Leptin', 'Q96BD6'})"
"frozenset({'Leptin', 'Q9UNM6', 'P61221'})"
"frozenset({'Leptin', 'Q8N137', 'Q99550'})"
"frozenset({'Q16656', 'Leptin', 'Q12933'})"
"frozenset({'P56537', 'Leptin', 'P62847'})"
"frozenset({'Leptin', 'Q15014', 'Q6PIV2'})"
"frozenset({'P62861', 'Leptin', 'Q99558'})"
"frozenset({'Q8WXA9', 'O60812', 'Leptin'})"
"frozenset({'Leptin', 'Q8TBB1', 'O14744'})"
"frozenset({'Q9BY41', 'Leptin', 'Q99880'})"
"frozenset({'Leptin', 'Q9BRJ6', 'Q9NVV9'})"
"frozenset({'Leptin', 'P11245', 'Q8N726'})"
"frozenset({'Leptin', 'P60520', 'P42696'})"
"frozenset({'Leptin', 'O43395', 'Q92997'})"
"frozenset({'P58304', 'Leptin', 'O75030'})"
"frozenset({'Leptin', 'P36578', 'P02649'})"
"frozenset({'P23229', 'Leptin', 'P16671'})"
"frozenset({'Leptin', 'Q8IXZ2', 'Q8IY81'})"
"frozenset({'P22612', 'Leptin', 'Q9H205'})"
"frozenset({'Leptin', 'Q8N2R8', 'Q9BRT8'})"
"frozenset({'Leptin', 'P48431', 'Q6PIY7'})"
"frozenset({'P56181', 'Leptin', 'Q00325'})"
"frozenset({'Leptin', 'Q9UBB9', 'Q4LEZ3'})"
"frozenset({'Q8TAD2', 'P16234', 'Leptin'})"
"frozenset({'Leptin', 'Q8N726', 'P61956'})"
"frozenset({'Leptin', 'Q5T5X7', 'Q9UIF9'})"
"frozenset({'Q13635', 'Leptin', 'Q9NX62'})"
"frozenset({'Q96HN2', 'Leptin', 'Q14562'})"
"frozenset({'Leptin', 'Q8N6L0', 'Q70Z53'})"
"frozenset({'Leptin', 'P08238', 'Q8TF76'})"
"frozenset({'Q9HBE4', 'Leptin', 'P48357'})"
"frozenset({'Leptin', 'P62424', 'Q15843'})"
"frozenset({'O75084', 'Leptin', 'Q9BXK5'})"
"frozenset({'Q9BX84', 'Leptin', 'P35580'})"
"frozenset({'Q15691', 'Leptin', 'Q86V48'})"
"frozenset({'Leptin', 'P62805', 'Q9Y6Q9'})"
"frozenset({'Leptin', 'P04156', 'Q9C019'})"
"frozenset({'Q14738', 'Leptin', 'Q9Y698'})"
"frozenset({'Leptin', 'Q7Z4H3', 'Q9Y6K9'})"
"frozenset({'Leptin', 'Q9BY77', 'Q96FV9'})"
"frozenset({'Leptin', 'Q9NYK5', 'O75127'})"
"frozenset({'P55795', 'Leptin', 'Q9NPH2'})"
"frozenset({'Leptin', 'P27348', 'Q9UJM3'})"
"frozenset({'Leptin', 'P18887', 'Q13136'})"
"frozenset({'Q3B7T1', 'Leptin', 'Q14004'})"
"frozenset({'Leptin', 'Q9ULM2', 'P60410'})"
"frozenset({'P10644', 'Leptin', 'Q9GZQ8'})"
"frozenset({'Q8IWL3', 'Leptin', 'Q9NUU7'})"
"frozenset({'Leptin', 'Q96H20', 'O14929'})"
"frozenset({'Leptin', 'Q8IXH7', 'P07814'})"
"frozenset({'Leptin', 'Q13573', 'P42285'})"
"frozenset({'P61968', 'Leptin', 'Q8IWB6'})"
"frozenset({'P55809', 'Leptin', 'P15531'})"
"frozenset({'Leptin', 'Q99816', 'Q9BRB3'})"
"frozenset({'P31749', 'Leptin', 'P62979'})"
"frozenset({'Leptin', 'P49841', 'Q9Y6Q9'})"
"frozenset({'Leptin', 'P68431', 'Q8TEK3'})"
"frozenset({'Leptin', 'P30291', 'O60271'})"
"frozenset({'P0C1H6', 'Leptin', 'Q96QV6'})"
"frozenset({'Q8N3V7', 'Leptin', 'Q9NR12'})"
"frozenset({'Leptin', 'P60763', 'P15498'})"
"frozenset({'Leptin', 'Q9C0F3', 'O60341'})"
"frozenset({'P62841', 'Leptin', 'P61254'})"
"frozenset({'Leptin', 'P15884', 'Q01804'})"
"frozenset({'Leptin', 'Q08211', 'P55265'})"
"frozenset({'Leptin', 'Q8TEM1', 'Q9GZQ8'})"
"frozenset({'P98164', 'Leptin', 'P54259'})"
"frozenset({'P14868', 'Leptin', 'P26368'})"
"frozenset({'Leptin', 'P04406', 'P10809'})"
"frozenset({'Leptin', 'P0CAP1', 'P05090'})"
"frozenset({'Leptin', 'Q96BA8', 'P17612'})"
"frozenset({'Leptin', 'Q9Y6E0', 'Q9UJA5'})"
"frozenset({'O43829', 'Leptin', 'P26196'})"
"frozenset({'P28290', 'Leptin', 'O15265'})"
"frozenset({'Leptin', 'Q7L190', 'Q8IUR5'})"
"frozenset({'P61586', 'Leptin', 'Q15819'})"
"frozenset({'Leptin', 'Q6EMK4', 'P49639'})"
"frozenset({'P98177', 'Leptin', 'Q8IZQ8'})"
"frozenset({'Leptin', 'P07202', 'P40189'})"
"frozenset({'Leptin', 'P24394', 'P29597'})"
"frozenset({'Q96SB4', 'Leptin', 'Q13618'})"
"frozenset({'Leptin', 'Q6PJG2', 'P24941'})"
"frozenset({'Q9NS69', 'Leptin', 'Q8NDF8'})"
"frozenset({'Leptin', 'P63172', 'Q15555'})"
"frozenset({'Leptin', 'Q96RU3', 'P0DMV8'})"
"frozenset({'Leptin', 'Q9HB75', 'Q99750'})"
"frozenset({'Leptin', 'P48431', 'Q9H0H0'})"
"frozenset({'Leptin', 'P46934', 'P22455'})"
"frozenset({'Leptin', 'O75475', 'P04792'})"
"frozenset({'Leptin', 'P14678', 'P17931'})"
"frozenset({'Q9P0Z9', 'Leptin', 'Q99747'})"
"frozenset({'Leptin', 'P13796', 'P54727'})"
"frozenset({'O75489', 'P35232', 'Leptin'})"
"frozenset({'Leptin', 'Q9NYL9', 'Q9H0W5'})"
"frozenset({'Leptin', 'Q9UQK1', 'Q16643'})"
"frozenset({'Leptin', 'P50148', 'P54646'})"
"frozenset({'P01375', 'P63244', 'Leptin'})"
"frozenset({'Leptin', 'O75436', 'Q5T1M5'})"
"frozenset({'Leptin', 'Q15599', 'P35221'})"
"frozenset({'P83881', 'Leptin', 'P05386'})"
"frozenset({'Leptin', 'Q86X55', 'Q9UNN5'})"
"frozenset({'O43602', 'Leptin', 'Q9UJV3'})"
"frozenset({'Leptin', 'Q00839', 'Q9UBX2'})"
"frozenset({'Leptin', 'P35225', 'P23771'})"
"frozenset({'Leptin', 'Q13224', 'Q9UPT5'})"
"frozenset({'P19838', 'Leptin', 'P42229'})"
"frozenset({'Q14694', 'Leptin', 'Q9P2D0'})"
"frozenset({'Q5RKV6', 'Leptin', 'Q15717'})"
"frozenset({'Leptin', 'Q9UJM3', 'Q86YC2'})"
"frozenset({'Leptin', 'P09651', 'P04908'})"
"frozenset({'Leptin', 'P19388', 'Q9Y250'})"
"frozenset({'Leptin', 'Q9BVV2', 'Q86WP2'})"
"frozenset({'Leptin', 'P05412', 'Q92598'})"
"frozenset({'O76031', 'Leptin', 'Q8WYQ3'})"
"frozenset({'Leptin', 'Q9P2R6', 'Q5JSZ5'})"
"frozenset({'P46736', 'Leptin', 'Q9Y5K6'})"
"frozenset({'Leptin', 'P61978', 'Q12906'})"
"frozenset({'Q9UKL3', 'Q12772', 'Leptin'})"
"frozenset({'O00308', 'Leptin', 'Q4VCS5'})"
"frozenset({'Q92835', 'Leptin', 'P19438'})"
"frozenset({'Q9H0R8', 'Leptin', 'Q9UPU7'})"
"frozenset({'Q6A162', 'Leptin', 'O60941'})"
"frozenset({'Leptin', 'Q02878', 'Q9Y6Y0'})"
"frozenset({'Leptin', 'P53350', 'P16278'})"
"frozenset({'Leptin', 'P34897', 'P17098'})"
"frozenset({'Leptin', 'P62241', 'Q9BYN8'})"
"frozenset({'O96013', 'Leptin', 'Q96L33'})"
"frozenset({'Leptin', 'P18146', 'P26651'})"
"frozenset({'P61586', 'Leptin', 'P54105'})"
"frozenset({'Leptin', 'Q9UBQ0', 'Q4G0N4'})"
"frozenset({'Leptin', 'P10721', 'Q9NRA1'})"
"frozenset({'Q96BR9', 'Leptin', 'P48730'})"
"frozenset({'Leptin', 'P19404', 'P49821'})"
"frozenset({'Leptin', 'P01700', 'P01857'})"
"frozenset({'Leptin', 'Q92945', 'Q14999'})"
"frozenset({'Leptin', 'Q14669', 'Q9NQ25'})"
"frozenset({'P49746', 'Leptin', 'O14939'})"
"frozenset({'P61247', 'Leptin', 'P46779'})"
"frozenset({'Q8N146', 'Leptin', 'P49407'})"
"frozenset({'P22087', 'Q9Y5Q9', 'Leptin'})"
