negatives
"frozenset({'Q9UKB1', 'Q14671', 'Wnt'})"
"frozenset({'Q9Y2X7', 'Wnt', 'O60925'})"
"frozenset({'P55072', 'Wnt', 'P11387'})"
"frozenset({'Q96MT4', 'Wnt', 'Q2WGJ6'})"
"frozenset({'P07510', 'Wnt', 'P60369'})"
"frozenset({'Q04917', 'Wnt', 'Q9BYG5'})"
"frozenset({'P50570', 'Wnt', 'P08631'})"
"frozenset({'O60216', 'Q9BZZ5', 'Wnt'})"
"frozenset({'P46736', 'Wnt', 'O43390'})"
"frozenset({'Wnt', 'Q9BWT7', 'Q14145'})"
"frozenset({'P35637', 'Wnt', 'Q9NSA0'})"
"frozenset({'Q9HBG6', 'Q8IVD9', 'Wnt'})"
"frozenset({'P62266', 'Wnt', 'P50914'})"
"frozenset({'Q8WUD4', 'Wnt', 'Q96CF2'})"
"frozenset({'P40337', 'Wnt', 'P61247'})"
"frozenset({'O43491', 'Wnt', 'O95865'})"
"frozenset({'Q9NY93', 'O00410', 'Wnt'})"
"frozenset({'Wnt', 'Q96JN8', 'P06744'})"
"frozenset({'Q8N3U4', 'Wnt', 'O43521'})"
"frozenset({'P54652', 'Q13200', 'Wnt'})"
"frozenset({'Wnt', 'Q9UKT9', 'Q8IYR0'})"
"frozenset({'Q96KM6', 'Wnt', 'Q9H2K2'})"
"frozenset({'Wnt', 'P03915', 'Q16795'})"
"frozenset({'Q13201', 'P15309', 'Wnt'})"
"frozenset({'Q8IUQ4', 'Q16633', 'Wnt'})"
"frozenset({'P13010', 'Wnt', 'Q8N7H5'})"
"frozenset({'Q96BJ3', 'Wnt', 'P05067'})"
"frozenset({'Q01085', 'O43819', 'Wnt'})"
"frozenset({'Wnt', 'P17544', 'P25490'})"
"frozenset({'Q53GT1', 'Wnt', 'Q92905'})"
"frozenset({'P09543', 'Wnt', 'Q8IUH5'})"
"frozenset({'Wnt', 'Q9UJX6', 'O00762'})"
"frozenset({'Wnt', 'Q02543', 'Q9H492'})"
"frozenset({'Q9Y265', 'Wnt', 'Q6AWC2'})"
"frozenset({'Wnt', 'Q8N653', 'Q9P2R6'})"
"frozenset({'Wnt', 'P83876', 'Q9Y333'})"
"frozenset({'Wnt', 'P27708', 'P35228'})"
"frozenset({'Q9GZL7', 'Wnt', 'Q9Y3U8'})"
"frozenset({'Wnt', 'Q8N5C8', 'P03372'})"
"frozenset({'P08514', 'P16671', 'Wnt'})"
"frozenset({'P11441', 'Wnt', 'P62318'})"
"frozenset({'P33076', 'Wnt', 'Q96L91'})"
"frozenset({'O95218', 'Q9NWT6', 'Wnt'})"
"frozenset({'Q13485', 'Wnt', 'Q15915'})"
"frozenset({'Wnt', 'P34932', 'Q9H467'})"
"frozenset({'Q14573', 'Wnt', 'Q9Y6F6'})"
"frozenset({'Q9NQ11', 'Q9NRP0', 'Wnt'})"
"frozenset({'Q5JY77', 'O75665', 'Wnt'})"
"frozenset({'Q9BQ67', 'Wnt', 'Q9BZE4'})"
"frozenset({'O75083', 'P62140', 'Wnt'})"
"frozenset({'P62140', 'Wnt', 'Q96E39'})"
"frozenset({'Wnt', 'Q96EK4', 'O15294'})"
"frozenset({'Wnt', 'Q9BUZ4', 'O43559'})"
"frozenset({'P55040', 'Q8NBZ0', 'Wnt'})"
"frozenset({'O60934', 'O75665', 'Wnt'})"
"frozenset({'P43631', 'Wnt', 'P04083'})"
"frozenset({'Wnt', 'Q14344', 'Q5S007'})"
"frozenset({'Q00839', 'Wnt', 'O14979'})"
"frozenset({'O75153', 'Wnt', 'Q68CZ1'})"
"frozenset({'P25942', 'Wnt', 'Q13077'})"
"frozenset({'Wnt', 'Q9NZK7', 'P50148'})"
"frozenset({'P27361', 'Wnt', 'P62070'})"
"frozenset({'Wnt', 'P48023', 'P14598'})"
"frozenset({'Wnt', 'P48730', 'Q49AN0'})"
"frozenset({'Q5T5B0', 'P05187', 'Wnt'})"
"frozenset({'Wnt', 'Q9Y230', 'O94763'})"
"frozenset({'Wnt', 'Q13227', 'O75935'})"
"frozenset({'P62136', 'Q71U36', 'Wnt'})"
"frozenset({'P27105', 'Q16515', 'Wnt'})"
"frozenset({'Q9BRX9', 'Wnt', 'Q9NV06'})"
"frozenset({'P35626', 'Wnt', 'Q6IFN5'})"
"frozenset({'P20823', 'O60641', 'Wnt'})"
"frozenset({'P62258', 'Wnt', 'Q9NPF2'})"
"frozenset({'Q9H2P0', 'Q9P0K8', 'Wnt'})"
"frozenset({'Wnt', 'Q969G3', 'Q01844'})"
"frozenset({'Wnt', 'P22304', 'Q14554'})"
"frozenset({'Wnt', 'Q9NWS0', 'Q96MX6'})"
"frozenset({'Wnt', 'Q16531', 'Q86XR8'})"
"frozenset({'P08254', 'Q8IZA0', 'Wnt'})"
"frozenset({'Q9BQ89', 'Q9GZU7', 'Wnt'})"
"frozenset({'O60674', 'Wnt', 'Q8WYR1'})"
"frozenset({'Wnt', 'Q9UBL3', 'Q9Y5Z7'})"
"frozenset({'P04626', 'Wnt', 'Q3ZCQ8'})"
"frozenset({'Q9UBC1', 'Wnt', 'Q08211'})"
"frozenset({'O75558', 'Wnt', 'Q96BZ8'})"
"frozenset({'Wnt', 'P23229', 'P10451'})"
"frozenset({'Q9Y5K6', 'Q2M389', 'Wnt'})"
"frozenset({'Q9NS75', 'Wnt', 'P29992'})"
"frozenset({'Q16401', 'Q969Y2', 'Wnt'})"
"frozenset({'Q99459', 'Wnt', 'Q9NV70'})"
"frozenset({'P21917', 'Wnt', 'P63096'})"
"frozenset({'O75925', 'Wnt', 'Q14765'})"
"frozenset({'Wnt', 'P43364', 'Q8NDB6'})"
"frozenset({'Q16236', 'Wnt', 'O00505'})"
"frozenset({'P84095', 'Wnt', 'Q53QZ3'})"
"frozenset({'O43143', 'Wnt', 'Q96AT1'})"
"frozenset({'Wnt', 'P32246', 'P34947'})"
"frozenset({'Q15717', 'Wnt', 'O00767'})"
"frozenset({'Wnt', 'Q15717', 'Q16875'})"
"frozenset({'Wnt', 'O60641', 'Q13233'})"
"frozenset({'Wnt', 'Q8IY92', 'Q9NYB0'})"
"frozenset({'Q9NT62', 'Wnt', 'O95379'})"
"frozenset({'O94776', 'Wnt', 'Q9P2Y4'})"
"frozenset({'Wnt', 'Q9NRD5', 'Q96GN5'})"
"frozenset({'Q71U36', 'Wnt', 'Q8IWJ2'})"
"frozenset({'Wnt', 'Q9Y2A7', 'Q9NRC8'})"
"frozenset({'Q9NXR1', 'P24941', 'Wnt'})"
"frozenset({'Q6P4D5', 'Wnt', 'Q8IUH5'})"
"frozenset({'Q7L1I2', 'Q6UXA7', 'Wnt'})"
"frozenset({'P31947', 'P61254', 'Wnt'})"
"frozenset({'Wnt', 'P37173', 'P22681'})"
"frozenset({'Q8NHU6', 'Wnt', 'Q8N726'})"
"frozenset({'P10809', 'Wnt', 'Q5TC82'})"
"frozenset({'Q92974', 'Wnt', 'Q9BRX9'})"
"frozenset({'P28482', 'P61978', 'Wnt'})"
"frozenset({'P38398', 'Q8N2W9', 'Wnt'})"
"frozenset({'P28482', 'Wnt', 'Q08752'})"
"frozenset({'O15400', 'Q16659', 'Wnt'})"
"frozenset({'P63272', 'Q9Y328', 'Wnt'})"
"frozenset({'Q6NXE6', 'Wnt', 'Q9NRP7'})"
"frozenset({'Wnt', 'Q13618', 'Q6IQ16'})"
"frozenset({'P26358', 'P12004', 'Wnt'})"
"frozenset({'Q13885', 'P78371', 'Wnt'})"
"frozenset({'Wnt', 'P05067', 'P15918'})"
"frozenset({'O00560', 'Wnt', 'O15084'})"
"frozenset({'Q9H9Z2', 'O95625', 'Wnt'})"
"frozenset({'Wnt', 'Q5T2N8', 'P15735'})"
"frozenset({'Wnt', 'Q14566', 'P49736'})"
"frozenset({'P0DMV9', 'O14776', 'Wnt'})"
"frozenset({'Q9UJW9', 'Q96JI7', 'Wnt'})"
"frozenset({'Q13011', 'Q8IZU0', 'Wnt'})"
"frozenset({'P51671', 'P32302', 'Wnt'})"
"frozenset({'P13747', 'Wnt', 'P61769'})"
"frozenset({'Q8NDC0', 'Wnt', 'Q15038'})"
"frozenset({'O15160', 'Wnt', 'Q86U38'})"
"frozenset({'Q96P09', 'Wnt', 'P60604'})"
"frozenset({'Q15323', 'Q15345', 'Wnt'})"
"frozenset({'P45974', 'Wnt', 'O00488'})"
"frozenset({'Q9UKV5', 'P51668', 'Wnt'})"
"frozenset({'Q9Y3B7', 'Wnt', 'Q6A162'})"
"frozenset({'Wnt', 'O75915', 'P18887'})"
"frozenset({'Wnt', 'Q8NC51', 'P62263'})"
"frozenset({'Q9NYZ3', 'Wnt', 'P53992'})"
"frozenset({'Wnt', 'Q86X19', 'Q9H1N7'})"
"frozenset({'Wnt', 'P06865', 'Q96L14'})"
"frozenset({'Wnt', 'Q15560', 'P50222'})"
"frozenset({'O14964', 'Wnt', 'Q96PU5'})"
"frozenset({'P18847', 'Wnt', 'Q969S8'})"
"frozenset({'Q5VIR6', 'Wnt', 'O95619'})"
"frozenset({'Q8NGF9', 'Wnt', 'O60262'})"
"frozenset({'Wnt', 'P23297', 'Q00994'})"
"frozenset({'Q92560', 'Wnt', 'P25490'})"
"frozenset({'Q9NWZ8', 'Wnt', 'Q9UHI6'})"
"frozenset({'P22413', 'P25786', 'Wnt'})"
"frozenset({'Wnt', 'Q8IUC2', 'Q7Z3K3'})"
"frozenset({'Q15418', 'Wnt', 'P01116'})"
"frozenset({'Wnt', 'P68871', 'P69905'})"
"frozenset({'Wnt', 'P35626', 'P51679'})"
"frozenset({'Q15637', 'Wnt', 'P04629'})"
"frozenset({'Q9H9Z2', 'Wnt', 'Q71RC2'})"
"frozenset({'Q6P1J9', 'P48643', 'Wnt'})"
"frozenset({'Q96EZ8', 'Q96KN3', 'Wnt'})"
"frozenset({'Q13625', 'Wnt', 'O43741'})"
"frozenset({'Q13618', 'Wnt', 'Q6ZS81'})"
"frozenset({'Wnt', 'O94903', 'P49736'})"
"frozenset({'Wnt', 'O95201', 'Q9BZW7'})"
"frozenset({'O95758', 'Wnt', 'P62820'})"
"frozenset({'Wnt', 'P31749', 'O15519'})"
"frozenset({'O15160', 'Wnt', 'Q9UHW5'})"
"frozenset({'Wnt', 'P11802', 'Q14814'})"
"frozenset({'Q9UPY8', 'Wnt', 'Q96GY0'})"
"frozenset({'P27635', 'Wnt', 'E9PAV3'})"
"frozenset({'Q9Y3D7', 'Wnt', 'Q9C002'})"
"frozenset({'O00560', 'P53365', 'Wnt'})"
"frozenset({'Q9NRX2', 'Q9NP92', 'Wnt'})"
"frozenset({'Wnt', 'O15379', 'P06400'})"
"frozenset({'Q9Y6C9', 'Wnt', 'O75208'})"
"frozenset({'Q8N163', 'Wnt', 'Q9BZS1'})"
"frozenset({'P35626', 'Wnt', 'Q8NHC5'})"
"frozenset({'P01106', 'Wnt', 'Q5T5M9'})"
"frozenset({'P16389', 'Wnt', 'Q14289'})"
"frozenset({'P0DP25', 'Wnt', 'P01106'})"
"frozenset({'Wnt', 'P21802', 'Q00722'})"
"frozenset({'P01106', 'Wnt', 'Q9NQH7'})"
"frozenset({'Q9UPY8', 'P0CI01', 'Wnt'})"
"frozenset({'Wnt', 'P62899', 'P62081'})"
"frozenset({'Wnt', 'Q9H944', 'P54727'})"
"frozenset({'Q9BZG1', 'Wnt', 'Q9UBU9'})"
"frozenset({'Q9UHB6', 'Wnt', 'P12830'})"
"frozenset({'Wnt', 'Q9NPJ6', 'Q8WXW3'})"
"frozenset({'P08138', 'Wnt', 'Q13077'})"
"frozenset({'Q16555', 'Wnt', 'O75822'})"
"frozenset({'P20674', 'P42858', 'Wnt'})"
"frozenset({'Wnt', 'Q8TEM1', 'Q01844'})"
"frozenset({'Q9BSJ8', 'Q7KYR7', 'Wnt'})"
"frozenset({'Wnt', 'Q6NUS6', 'P49281'})"
"frozenset({'P0C7P0', 'Wnt', 'Q3ZCQ8'})"
"frozenset({'P06730', 'Wnt', 'P04629'})"
"frozenset({'Q9Y6E7', 'Q86UY8', 'Wnt'})"
"frozenset({'O94826', 'Wnt', 'P62820'})"
"frozenset({'P20700', 'Wnt', 'P78362'})"
"frozenset({'O00459', 'Wnt', 'P61952'})"
"frozenset({'P15927', 'Wnt', 'Q9NS91'})"
"frozenset({'Wnt', 'Q5U5Q3', 'O95831'})"
"frozenset({'Wnt', 'P13612', 'Q6UX41'})"
"frozenset({'P62258', 'O43524', 'Wnt'})"
"frozenset({'Wnt', 'P56539', 'P05106'})"
"frozenset({'Wnt', 'Q6F5E8', 'Q6ZW49'})"
"frozenset({'Q15796', 'Q70Z35', 'Wnt'})"
"frozenset({'P53803', 'Wnt', 'Q9NW08'})"
"frozenset({'P04843', 'Q9Y5U4', 'Wnt'})"
"frozenset({'P08047', 'Wnt', 'P04156'})"
"frozenset({'P67775', 'Wnt', 'P62955'})"
"frozenset({'Wnt', 'O96028', 'Q9BQG0'})"
"frozenset({'Q9UJV9', 'O43143', 'Wnt'})"
"frozenset({'Q86YS7', 'Wnt', 'Q99523'})"
"frozenset({'P08246', 'Wnt', 'P14780'})"
"frozenset({'P42566', 'Wnt', 'O75886'})"
"frozenset({'Wnt', 'Q9H596', 'O43482'})"
"frozenset({'P14598', 'Wnt', 'P10253'})"
"frozenset({'Q96GE6', 'Wnt', 'P29973'})"
"frozenset({'Wnt', 'O94903', 'O95433'})"
"frozenset({'Wnt', 'Q15361', 'Q96HE9'})"
"frozenset({'Wnt', 'O60437', 'Q8NEY8'})"
"frozenset({'Q9H4L7', 'Wnt', 'Q14592'})"
"frozenset({'O95573', 'O75147', 'Wnt'})"
"frozenset({'P04843', 'Q6NUN9', 'Wnt'})"
"frozenset({'Wnt', 'P63241', 'Q16829'})"
"frozenset({'P01106', 'O43819', 'Wnt'})"
"frozenset({'Q8IZ07', 'Wnt', 'O15165'})"
"frozenset({'P01112', 'Wnt', 'P15498'})"
"frozenset({'P01036', 'Wnt', 'Q8IU85'})"
"frozenset({'P26441', 'Wnt', 'Q99665'})"
"frozenset({'Wnt', 'O14512', 'P51692'})"
"frozenset({'P49368', 'Wnt', 'P22695'})"
"frozenset({'O00471', 'Wnt', 'Q9P1U1'})"
"frozenset({'Wnt', 'Q9NQ86', 'Q14203'})"
"frozenset({'Wnt', 'P00540', 'Q02750'})"
"frozenset({'Wnt', 'Q00325', 'Q53GQ0'})"
"frozenset({'Wnt', 'Q8NC67', 'Q8N4S0'})"
"frozenset({'Q99623', 'Wnt', 'Q16566'})"
"frozenset({'P05161', 'Wnt', 'P12956'})"
"frozenset({'Wnt', 'Q15139', 'O14558'})"
"frozenset({'Q15796', 'Wnt', 'O43684'})"
"frozenset({'Q96R06', 'Wnt', 'O76041'})"
"frozenset({'P78345', 'Wnt', 'Q9HBV2'})"
"frozenset({'P08151', 'P51114', 'Wnt'})"
"frozenset({'Wnt', 'P60763', 'O14639'})"
"frozenset({'Q9NR12', 'Wnt', 'Q15628'})"
"frozenset({'Wnt', 'Q9NYY3', 'Q05639'})"
"frozenset({'P29558', 'Q02539', 'Wnt'})"
"frozenset({'P11441', 'Q7Z4S6', 'Wnt'})"
"frozenset({'P27816', 'P05198', 'Wnt'})"
"frozenset({'P56381', 'Wnt', 'P61088'})"
"frozenset({'P62877', 'Wnt', 'P34947'})"
"frozenset({'Wnt', 'Q13619', 'P16403'})"
"frozenset({'Wnt', 'Q8N5K1', 'P49638'})"
"frozenset({'P13569', 'Wnt', 'Q9H9S3'})"
"frozenset({'Wnt', 'P01106', 'Q8IXU6'})"
"frozenset({'Q9NWB7', 'Wnt', 'O60826'})"
"frozenset({'Q04917', 'Q6PJT7', 'Wnt'})"
"frozenset({'O43147', 'Wnt', 'Q12873'})"
"frozenset({'Q99549', 'Wnt', 'Q9Y6K1'})"
"frozenset({'Q15366', 'Wnt', 'P19838'})"
"frozenset({'Wnt', 'Q9H0W5', 'P40429'})"
"frozenset({'Q52WX2', 'Wnt', 'Q86WN1'})"
"frozenset({'P35749', 'Q14152', 'Wnt'})"
"frozenset({'P62269', 'Wnt', 'Q07020'})"
"frozenset({'Q04917', 'Wnt', 'P62304'})"
"frozenset({'Q8WZ42', 'Wnt', 'P02751'})"
"frozenset({'Q15276', 'Q56NI9', 'Wnt'})"
"frozenset({'O75923', 'Wnt', 'Q8WZ42'})"
"frozenset({'P26951', 'Wnt', 'Q13007'})"
"frozenset({'Q99496', 'Wnt', 'P07305'})"
"frozenset({'Q9NXW9', 'Wnt', 'Q09472'})"
"frozenset({'O14818', 'Wnt', 'P42684'})"
"frozenset({'Wnt', 'Q13867', 'O75886'})"
"frozenset({'O96019', 'Q68CP9', 'Wnt'})"
"frozenset({'Wnt', 'Q8IWL3', 'Q5JTV8'})"
"frozenset({'Q99496', 'Wnt', 'Q01844'})"
"frozenset({'Q9UHC1', 'Q8IYR6', 'Wnt'})"
"frozenset({'Wnt', 'Q15025', 'Q13489'})"
"frozenset({'Q16659', 'Wnt', 'P28562'})"
"frozenset({'Q15070', 'Wnt', 'Q70UQ0'})"
"frozenset({'Q9UK08', 'P14416', 'Wnt'})"
"frozenset({'Q01814', 'Wnt', 'Q9BXB1'})"
"frozenset({'Q9UER7', 'Wnt', 'P63279'})"
"frozenset({'Q16576', 'Wnt', 'O60341'})"
"frozenset({'P05362', 'P67809', 'Wnt'})"
"frozenset({'P20839', 'Q92743', 'Wnt'})"
"frozenset({'Wnt', 'P37840', 'P21796'})"
"frozenset({'Q96JW4', 'Wnt', 'Q8N6L0'})"
"frozenset({'Q12891', 'Wnt', 'Q9BYR7'})"
"frozenset({'P40200', 'Q9NX00', 'Wnt'})"
"frozenset({'Q9UHB6', 'Wnt', 'Q03135'})"
"frozenset({'Q9NPI1', 'Wnt', 'Q9H8W4'})"
"frozenset({'Q9NWA0', 'Wnt', 'P61218'})"
"frozenset({'P35222', 'Q9UBN7', 'Wnt'})"
"frozenset({'Wnt', 'O00232', 'Q53HC0'})"
"frozenset({'P46781', 'Wnt', 'Q9P2D0'})"
"frozenset({'Wnt', 'O15530', 'P23467'})"
"frozenset({'Wnt', 'O00231', 'Q9Y5U4'})"
"frozenset({'Q13303', 'Wnt', 'Q9UJM8'})"
"frozenset({'O75147', 'Wnt', 'Q9BWF3'})"
"frozenset({'Wnt', 'P61224', 'P11215'})"
"frozenset({'Q9UBS5', 'Wnt', 'O14610'})"
"frozenset({'Q9HBH7', 'Wnt', 'P12830'})"
"frozenset({'P01106', 'Wnt', 'O75962'})"
"frozenset({'Wnt', 'Q9Y6X8', 'Q12805'})"
"frozenset({'Wnt', 'P43115', 'P60369'})"
"frozenset({'Q9NRC8', 'Wnt', 'Q6PL18'})"
"frozenset({'P43631', 'Wnt', 'Q9NV70'})"
"frozenset({'Q9BUB7', 'Wnt', 'Q9BQ95'})"
"frozenset({'Wnt', 'Q96JG6', 'Q06730'})"
"frozenset({'Q8WZ60', 'Wnt', 'P08238'})"
"frozenset({'Q13596', 'P48357', 'Wnt'})"
"frozenset({'Q06547', 'Wnt', 'Q14005'})"
"frozenset({'Q9NRB3', 'Wnt', 'Q9Y287'})"
"frozenset({'P08708', 'Wnt', 'P02751'})"
"frozenset({'Q9HAR2', 'P17028', 'Wnt'})"
"frozenset({'P36873', 'Wnt', 'Q9UQ13'})"
"frozenset({'Q9Y6M7', 'Wnt', 'Q96D21'})"
"frozenset({'Wnt', 'Q9H257', 'Q7L273'})"
"frozenset({'Wnt', 'P52198', 'Q96N67'})"
"frozenset({'Wnt', 'Q9HAU4', 'Q6ZNA4'})"
"frozenset({'Q9NP97', 'Wnt', 'Q9BYN8'})"
"frozenset({'Q07812', 'Wnt', 'P31946'})"
"frozenset({'P62306', 'P83369', 'Wnt'})"
"frozenset({'Wnt', 'Q09161', 'Q9Y6Y0'})"
"frozenset({'O76027', 'Q9HCE6', 'Wnt'})"
"frozenset({'P52597', 'Q8IYB3', 'Wnt'})"
"frozenset({'Wnt', 'Q96LR2', 'Q8N3L3'})"
"frozenset({'P08151', 'Q96LB3', 'Wnt'})"
"frozenset({'Wnt', 'Q00005', 'P08779'})"
"frozenset({'O43707', 'Wnt', 'Q9UM73'})"
"frozenset({'Wnt', 'P17066', 'Q8WW22'})"
"frozenset({'Wnt', 'P62993', 'P19013'})"
"frozenset({'Wnt', 'P68104', 'P60033'})"
"frozenset({'Q16254', 'P11362', 'Wnt'})"
"frozenset({'P41182', 'Wnt', 'Q9Y6H3'})"
"frozenset({'Wnt', 'Q5VZM2', 'O00214'})"
"frozenset({'Q93070', 'P18146', 'Wnt'})"
"frozenset({'Wnt', 'Q00005', 'P83731'})"
"frozenset({'Q01344', 'P01568', 'Wnt'})"
"frozenset({'Wnt', 'Q9BZL4', 'P84022'})"
"frozenset({'Q9NQG5', 'Wnt', 'Q6EEV4'})"
"frozenset({'Q7KZ85', 'Wnt', 'P04637'})"
"frozenset({'Wnt', 'Q96PV4', 'Q9UGI0'})"
"frozenset({'Wnt', 'O43395', 'Q9Y250'})"
"frozenset({'Q9P2W3', 'Wnt', 'Q8NH74'})"
"frozenset({'Q9HCE7', 'Wnt', 'Q9UHD9'})"
"frozenset({'Q99816', 'Wnt', 'P19012'})"
"frozenset({'Q01453', 'Q96BA8', 'Wnt'})"
"frozenset({'Wnt', 'Q14999', 'Q16778'})"
"frozenset({'Wnt', 'Q86WV1', 'Q8NEY8'})"
"frozenset({'Q96SI9', 'Wnt', 'P35244'})"
"frozenset({'Wnt', 'Q9BV73', 'P07437'})"
"frozenset({'P06239', 'Wnt', 'Q9NWQ8'})"
"frozenset({'P33316', 'Wnt', 'Q9Y2U8'})"
"frozenset({'Q8IWL3', 'P19388', 'Wnt'})"
"frozenset({'Q8TAT6', 'Wnt', 'Q96T55'})"
"frozenset({'Wnt', 'P05412', 'P63000'})"
"frozenset({'Q95460', 'Q9NV96', 'Wnt'})"
"frozenset({'Q9Y3E0', 'Wnt', 'O60245'})"
"frozenset({'Q9H6D7', 'Wnt', 'O94927'})"
"frozenset({'P12277', 'Wnt', 'Q7Z7A1'})"
"frozenset({'Wnt', 'Q9BV99', 'Q15645'})"
"frozenset({'P01106', 'Wnt', 'P16070'})"
"frozenset({'P54652', 'Wnt', 'O95817'})"
"frozenset({'P09467', 'Q9BVH7', 'Wnt'})"
"frozenset({'Wnt', 'Q16363', 'O00182'})"
"frozenset({'Q96B26', 'Wnt', 'Q13901'})"
"frozenset({'Q13111', 'Wnt', 'P23396'})"
"frozenset({'Q86W92', 'Wnt', 'P04637'})"
"frozenset({'P53350', 'Wnt', 'Q155Q3'})"
"frozenset({'Q5QJE6', 'Wnt', 'Q92993'})"
"frozenset({'Q15759', 'P26640', 'Wnt'})"
"frozenset({'Q969V5', 'Wnt', 'P60604'})"
"frozenset({'O00206', 'Wnt', 'O43353'})"
"frozenset({'Q02952', 'Wnt', 'Q13535'})"
"frozenset({'Wnt', 'P13612', 'P61224'})"
"frozenset({'P25205', 'Wnt', 'Q9NVP2'})"
"frozenset({'Q9ULA0', 'Q92625', 'Wnt'})"
"frozenset({'Wnt', 'Q16891', 'P43360'})"
"frozenset({'Q15797', 'Q9UJU2', 'Wnt'})"
"frozenset({'Wnt', 'Q8N335', 'O14498'})"
"frozenset({'Wnt', 'O60784', 'Q9H0E2'})"
"frozenset({'Wnt', 'P48382', 'Q9UK45'})"
"frozenset({'Q99972', 'Wnt', 'Q13683'})"
"frozenset({'P61764', 'Wnt', 'Q12972'})"
"frozenset({'Wnt', 'Q9Y5A9', 'Q9NRD1'})"
"frozenset({'Q86WC6', 'O76011', 'Wnt'})"
"frozenset({'Wnt', 'Q9H211', 'Q13415'})"
"frozenset({'Wnt', 'Q9P0K7', 'Q96H55'})"
"frozenset({'Wnt', 'Q9H4L4', 'Q8N4Q1'})"
"frozenset({'Q7Z2X4', 'Q9NVV9', 'Wnt'})"
"frozenset({'Q13546', 'O14798', 'Wnt'})"
"frozenset({'Wnt', 'O15160', 'P05423'})"
"frozenset({'O15259', 'Wnt', 'Q9NRR5'})"
"frozenset({'Wnt', 'Q9P2S5', 'Q5W0B1'})"
"frozenset({'P38435', 'Wnt', 'P98174'})"
"frozenset({'Q9Y244', 'P25786', 'Wnt'})"
"frozenset({'Q8TAA9', 'Wnt', 'Q9H0W5'})"
"frozenset({'Wnt', 'A8MQ03', 'Q8WVR3'})"
"frozenset({'Wnt', 'Q9BSJ2', 'Q96SN8'})"
"frozenset({'Q6P1J9', 'P07477', 'Wnt'})"
"frozenset({'Q15910', 'Wnt', 'Q6PKG0'})"
"frozenset({'Wnt', 'Q96PV4', 'Q96T60'})"
"frozenset({'P98177', 'Wnt', 'P84022'})"
"frozenset({'Wnt', 'P08172', 'O60262'})"
"frozenset({'Q9UJA5', 'Wnt', 'P55769'})"
"frozenset({'Wnt', 'Q7Z4G4', 'P04637'})"
"frozenset({'O15534', 'Wnt', 'Q9Y6I9'})"
"frozenset({'Wnt', 'P30101', 'Q13951'})"
"frozenset({'Wnt', 'P25098', 'Q8NH54'})"
"frozenset({'P58180', 'P35626', 'Wnt'})"
"frozenset({'P0DMV9', 'Q86VP6', 'Wnt'})"
"frozenset({'P01106', 'Wnt', 'O60566'})"
"frozenset({'A1A580', 'Wnt', 'Q63HR2'})"
"frozenset({'P43405', 'Wnt', 'Q8N6F7'})"
"frozenset({'Wnt', 'P51449', 'Q9P2X7'})"
"frozenset({'P26358', 'P15923', 'Wnt'})"
"frozenset({'Q969P0', 'Wnt', 'P84243'})"
"frozenset({'Wnt', 'Q00978', 'P09913'})"
"frozenset({'Q96BR9', 'Wnt', 'Q8N554'})"
"frozenset({'Wnt', 'Q6VMQ6', 'P19447'})"
"frozenset({'Q12933', 'Wnt', 'Q96IX9'})"
"frozenset({'Q96B26', 'Wnt', 'P04637'})"
"frozenset({'Wnt', 'Q13402', 'Q9P202'})"
"frozenset({'O15143', 'Q9HCE1', 'Wnt'})"
"frozenset({'P78385', 'Q7Z3S9', 'Wnt'})"
"frozenset({'Q8IWL3', 'Q9NR09', 'Wnt'})"
"frozenset({'Wnt', 'Q04917', 'Q9P0L2'})"
"frozenset({'Wnt', 'P05412', 'Q7L5N1'})"
"frozenset({'P61960', 'Wnt', 'Q7Z6E9'})"
"frozenset({'Q6ZSY5', 'Q8TD86', 'Wnt'})"
"frozenset({'P35225', 'Wnt', 'Q13283'})"
"frozenset({'O75558', 'Wnt', 'O14777'})"
"frozenset({'Wnt', 'Q10567', 'Q9Y478'})"
"frozenset({'Q15111', 'Wnt', 'Q9UN88'})"
"frozenset({'Wnt', 'Q15047', 'Q6VMQ6'})"
"frozenset({'Wnt', 'Q9BW85', 'P51788'})"
"frozenset({'Wnt', 'O43566', 'P09471'})"
"frozenset({'O00567', 'Wnt', 'O95478'})"
"frozenset({'Q96EP5', 'Wnt', 'P55263'})"
"frozenset({'Q8IYT4', 'Wnt', 'Q8IZT6'})"
"frozenset({'Wnt', 'Q9Y585', 'O60262'})"
"frozenset({'Q5JU00', 'Wnt', 'Q6P4R8'})"
"frozenset({'Wnt', 'P50238', 'Q13951'})"
"frozenset({'P06400', 'Wnt', 'O75150'})"
"frozenset({'P62070', 'Wnt', 'Q96IZ0'})"
"frozenset({'O60832', 'Wnt', 'Q9NR30'})"
"frozenset({'Wnt', 'Q8IUH5', 'P43657'})"
"frozenset({'Q8WUK0', 'Wnt', 'P22695'})"
"frozenset({'O43242', 'P33076', 'Wnt'})"
"frozenset({'P55036', 'Wnt', 'P05067'})"
"frozenset({'Wnt', 'Q16718', 'Q9P032'})"
"frozenset({'Q9Y4I1', 'Wnt', 'Q9NRC8'})"
"frozenset({'Q9UM11', 'Wnt', 'P78396'})"
"frozenset({'Wnt', 'P15918', 'P26583'})"
"frozenset({'P08727', 'Wnt', 'P13612'})"
"frozenset({'A2RUB6', 'Q5TB80', 'Wnt'})"
