negatives
"frozenset({'Q9Y624', 'TNFalpha', 'P12830'})"
"frozenset({'Q06190', 'TNFalpha', 'P31749'})"
"frozenset({'P42338', 'TNFalpha', 'P21802'})"
"frozenset({'Q16659', 'P48740', 'TNFalpha'})"
"frozenset({'O00571', 'P05412', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9UK61', 'Q92902'})"
"frozenset({'P10398', 'Q15569', 'TNFalpha'})"
"frozenset({'Q8N5M4', 'TNFalpha', 'O95155'})"
"frozenset({'Q9BYR6', 'P15151', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q16637', 'Q13432'})"
"frozenset({'Q6P1J9', 'Q14344', 'TNFalpha'})"
"frozenset({'Q9GZY0', 'Q9UBU9', 'TNFalpha'})"
"frozenset({'Q6FHJ7', 'O75084', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P12004', 'O43765'})"
"frozenset({'Q9NZN1', 'Q9NZH6', 'TNFalpha'})"
"frozenset({'P01344', 'TNFalpha', 'P02787'})"
"frozenset({'Q9HC56', 'TNFalpha', 'P58658'})"
"frozenset({'Q8TBA6', 'TNFalpha', 'P12830'})"
"frozenset({'Q8NGI7', 'TNFalpha', 'P49407'})"
"frozenset({'TNFalpha', 'Q9Y4K3', 'Q96SW2'})"
"frozenset({'Q8IY67', 'Q15717', 'TNFalpha'})"
"frozenset({'P68133', 'O00159', 'TNFalpha'})"
"frozenset({'P78362', 'Q8WXA9', 'TNFalpha'})"
"frozenset({'Q9UQ35', 'Q6ZUT1', 'TNFalpha'})"
"frozenset({'P28562', 'Q15759', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P02458', 'P01137'})"
"frozenset({'P35527', 'P07550', 'TNFalpha'})"
"frozenset({'P20827', 'P61956', 'TNFalpha'})"
"frozenset({'Q8TCB6', 'Q8N5Z5', 'TNFalpha'})"
"frozenset({'O43524', 'TNFalpha', 'P30260'})"
"frozenset({'Q96A33', 'O94905', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9HB40', 'Q9Y5K6'})"
"frozenset({'Q71SY5', 'P00519', 'TNFalpha'})"
"frozenset({'Q6P9G9', 'TNFalpha', 'P17040'})"
"frozenset({'P17612', 'Q8NGF9', 'TNFalpha'})"
"frozenset({'Q8IY81', 'TNFalpha', 'Q86VP6'})"
"frozenset({'TNFalpha', 'P08559', 'P21912'})"
"frozenset({'TNFalpha', 'Q3B820', 'P47755'})"
"frozenset({'P61081', 'TNFalpha', 'Q13617'})"
"frozenset({'P08779', 'P52272', 'TNFalpha'})"
"frozenset({'P10275', 'TNFalpha', 'Q15233'})"
"frozenset({'Q9NQ29', 'P49761', 'TNFalpha'})"
"frozenset({'Q92831', 'TNFalpha', 'Q00987'})"
"frozenset({'TNFalpha', 'Q5UIP0', 'P25445'})"
"frozenset({'Q6UX71', 'Q8IZU1', 'TNFalpha'})"
"frozenset({'P13569', 'P22061', 'TNFalpha'})"
"frozenset({'Q9BPZ3', 'P78318', 'TNFalpha'})"
"frozenset({'P32121', 'P30954', 'TNFalpha'})"
"frozenset({'O00560', 'Q53G59', 'TNFalpha'})"
"frozenset({'Q9UKY1', 'TNFalpha', 'P55957'})"
"frozenset({'Q3B726', 'TNFalpha', 'Q9NYV6'})"
"frozenset({'O75385', 'Q969V5', 'TNFalpha'})"
"frozenset({'Q6PL24', 'TNFalpha', 'Q8N8Q1'})"
"frozenset({'Q14919', 'Q00403', 'TNFalpha'})"
"frozenset({'Q14847', 'Q9BRK4', 'TNFalpha'})"
"frozenset({'Q9NX40', 'P14406', 'TNFalpha'})"
"frozenset({'P01135', 'TNFalpha', 'P21802'})"
"frozenset({'Q14197', 'Q9NVI7', 'TNFalpha'})"
"frozenset({'O60262', 'TNFalpha', 'Q8NGA6'})"
"frozenset({'TNFalpha', 'Q7Z6E9', 'Q00987'})"
"frozenset({'TNFalpha', 'Q13573', 'Q96EB6'})"
"frozenset({'Q09472', 'TNFalpha', 'Q99814'})"
"frozenset({'Q14576', 'Q01844', 'TNFalpha'})"
"frozenset({'P05412', 'TNFalpha', 'Q9Y4L1'})"
"frozenset({'P20226', 'P63279', 'TNFalpha'})"
"frozenset({'P18146', 'Q9Y4R7', 'TNFalpha'})"
"frozenset({'O14929', 'P05412', 'TNFalpha'})"
"frozenset({'O95373', 'Q68CZ1', 'TNFalpha'})"
"frozenset({'Q96P20', 'P16989', 'TNFalpha'})"
"frozenset({'P06865', 'TNFalpha', 'Q14103'})"
"frozenset({'P17174', 'P08133', 'TNFalpha'})"
"frozenset({'Q9NZT2', 'Q16543', 'TNFalpha'})"
"frozenset({'P49747', 'P05556', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9NVI1', 'Q8IYD8'})"
"frozenset({'Q13405', 'Q9HD33', 'TNFalpha'})"
"frozenset({'O43318', 'P00338', 'TNFalpha'})"
"frozenset({'Q9UJZ1', 'TNFalpha', 'Q8WWC4'})"
"frozenset({'Q9HCE1', 'TNFalpha', 'P49137'})"
"frozenset({'Q9NSC5', 'Q16512', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q13683', 'A6NMZ7'})"
"frozenset({'Q8TAA5', 'Q5TEU4', 'TNFalpha'})"
"frozenset({'O75031', 'Q96A72', 'TNFalpha'})"
"frozenset({'P61236', 'TNFalpha', 'P25788'})"
"frozenset({'TNFalpha', 'Q13126', 'Q13952'})"
"frozenset({'TNFalpha', 'P08238', 'P14616'})"
"frozenset({'Q9Y261', 'P56915', 'TNFalpha'})"
"frozenset({'P09619', 'TNFalpha', 'O43639'})"
"frozenset({'Q676U5', 'Q9Y239', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O14733', 'O14980'})"
"frozenset({'Q9NRR5', 'P17302', 'TNFalpha'})"
"frozenset({'Q7KZI7', 'P30153', 'TNFalpha'})"
"frozenset({'P00533', 'TNFalpha', 'O95750'})"
"frozenset({'P49841', 'P23258', 'TNFalpha'})"
"frozenset({'P30154', 'TNFalpha', 'P62955'})"
"frozenset({'Q9UPW8', 'TNFalpha', 'Q9Y2J2'})"
"frozenset({'P41252', 'TNFalpha', 'Q00653'})"
"frozenset({'Q969D9', 'TNFalpha', 'Q04206'})"
"frozenset({'Q15428', 'Q15274', 'TNFalpha'})"
"frozenset({'O94822', 'Q86WV6', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9UBU8', 'Q9P0L0'})"
"frozenset({'O00165', 'Q08116', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P09493', 'P05412'})"
"frozenset({'Q8N720', 'O95817', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P06239', 'P10275'})"
"frozenset({'Q16659', 'P46379', 'TNFalpha'})"
"frozenset({'P29401', 'Q04760', 'TNFalpha'})"
"frozenset({'P16234', 'TNFalpha', 'P05106'})"
"frozenset({'TNFalpha', 'P78396', 'Q9HAV4'})"
"frozenset({'Q15125', 'TNFalpha', 'P06733'})"
"frozenset({'P05198', 'TNFalpha', 'O14980'})"
"frozenset({'Q9UMS4', 'P62314', 'TNFalpha'})"
"frozenset({'O14818', 'Q8TAA3', 'TNFalpha'})"
"frozenset({'P17612', 'Q9UNY4', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P62241', 'P61326'})"
"frozenset({'P62851', 'P27635', 'TNFalpha'})"
"frozenset({'P09012', 'P23246', 'TNFalpha'})"
"frozenset({'Q03001', 'TNFalpha', 'Q15554'})"
"frozenset({'TNFalpha', 'Q15046', 'P04629'})"
"frozenset({'O43175', 'TNFalpha', 'Q9Y2W1'})"
"frozenset({'P05067', 'TNFalpha', 'Q9BT56'})"
"frozenset({'P46108', 'Q96JN0', 'TNFalpha'})"
"frozenset({'Q08380', 'TNFalpha', 'Q9H0D6'})"
"frozenset({'Q13464', 'Q96A32', 'TNFalpha'})"
"frozenset({'P12931', 'TNFalpha', 'Q13349'})"
"frozenset({'Q68CQ4', 'TNFalpha', 'Q9UJV3'})"
"frozenset({'TNFalpha', 'P60520', 'Q9H492'})"
"frozenset({'P56747', 'C9JDP6', 'TNFalpha'})"
"frozenset({'Q9NPI6', 'TNFalpha', 'Q14192'})"
"frozenset({'Q9NXV2', 'TNFalpha', 'P34947'})"
"frozenset({'P06753', 'TNFalpha', 'Q15428'})"
"frozenset({'TNFalpha', 'Q8IZP2', 'Q99759'})"
"frozenset({'TNFalpha', 'P46781', 'P62269'})"
"frozenset({'TNFalpha', 'P53674', 'O00471'})"
"frozenset({'TNFalpha', 'P10619', 'Q9P0L0'})"
"frozenset({'Q9Y6K9', 'P47813', 'TNFalpha'})"
"frozenset({'Q9NRI5', 'Q07343', 'TNFalpha'})"
"frozenset({'P28221', 'TNFalpha', 'Q9P2W3'})"
"frozenset({'TNFalpha', 'O00141', 'P49411'})"
"frozenset({'P10720', 'P61073', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P04150', 'Q9HC78'})"
"frozenset({'TNFalpha', 'Q9UKV8', 'P07900'})"
"frozenset({'O00273', 'TNFalpha', 'Q96NT1'})"
"frozenset({'TNFalpha', 'P37235', 'P60411'})"
"frozenset({'Q8IYD1', 'Q96Q15', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q86SG6', 'Q8TDS5'})"
"frozenset({'O14965', 'Q9Y5X1', 'TNFalpha'})"
"frozenset({'Q96MG7', 'Q8NG27', 'TNFalpha'})"
"frozenset({'A8MQ03', 'TNFalpha', 'Q3SY46'})"
"frozenset({'O75364', 'TNFalpha', 'P01780'})"
"frozenset({'Q15319', 'TNFalpha', 'P0CG21'})"
"frozenset({'Q99460', 'TNFalpha', 'P61289'})"
"frozenset({'Q92925', 'Q92782', 'TNFalpha'})"
"frozenset({'P41240', 'Q92874', 'TNFalpha'})"
"frozenset({'P19320', 'P62805', 'TNFalpha'})"
"frozenset({'P54105', 'TNFalpha', 'O14893'})"
"frozenset({'O94817', 'Q07820', 'TNFalpha'})"
"frozenset({'P15153', 'Q969S8', 'TNFalpha'})"
"frozenset({'P57075', 'O43597', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q13309', 'P24864'})"
"frozenset({'Q00765', 'O95989', 'TNFalpha'})"
"frozenset({'P35813', 'O14757', 'TNFalpha'})"
"frozenset({'P67809', 'TNFalpha', 'P55795'})"
"frozenset({'P35232', 'Q02779', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P49406', 'Q9NQ50'})"
"frozenset({'Q04206', 'TNFalpha', 'Q92831'})"
"frozenset({'P45880', 'A1L0T0', 'TNFalpha'})"
"frozenset({'P62424', 'TNFalpha', 'Q00005'})"
"frozenset({'TNFalpha', 'P23528', 'Q9NQW6'})"
"frozenset({'O00560', 'TNFalpha', 'P49427'})"
"frozenset({'P30740', 'TNFalpha', 'Q9BY32'})"
"frozenset({'Q9H583', 'Q01968', 'TNFalpha'})"
"frozenset({'Q8N163', 'TNFalpha', 'A5YKK6'})"
"frozenset({'Q9BX79', 'Q13286', 'TNFalpha'})"
"frozenset({'P60409', 'Q96IX9', 'TNFalpha'})"
"frozenset({'P28482', 'Q12888', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P35749', 'P29353'})"
"frozenset({'Q15653', 'TNFalpha', 'Q99759'})"
"frozenset({'TNFalpha', 'P04629', 'Q9H0D6'})"
"frozenset({'TNFalpha', 'P53778', 'P04637'})"
"frozenset({'Q12906', 'P62829', 'TNFalpha'})"
"frozenset({'O75147', 'P37802', 'TNFalpha'})"
"frozenset({'P17661', 'P19012', 'TNFalpha'})"
"frozenset({'Q8IVT5', 'Q96QZ7', 'TNFalpha'})"
"frozenset({'P19387', 'TNFalpha', 'Q8TAQ2'})"
"frozenset({'TNFalpha', 'Q9NRR6', 'O43166'})"
"frozenset({'Q9H4X1', 'Q9HA77', 'TNFalpha'})"
"frozenset({'Q00597', 'P01116', 'TNFalpha'})"
"frozenset({'Q9NPI5', 'TNFalpha', 'P21673'})"
"frozenset({'Q9P2P5', 'TNFalpha', 'Q9BY12'})"
"frozenset({'Q99496', 'TNFalpha', 'P55072'})"
"frozenset({'P63000', 'P00519', 'TNFalpha'})"
"frozenset({'P22392', 'Q8IVU3', 'TNFalpha'})"
"frozenset({'Q13501', 'TNFalpha', 'Q13131'})"
"frozenset({'P33176', 'Q9UBH6', 'TNFalpha'})"
"frozenset({'Q7Z6Z7', 'TNFalpha', 'P36915'})"
"frozenset({'P54198', 'TNFalpha', 'Q9UMS0'})"
"frozenset({'P55081', 'TNFalpha', 'Q9BQI3'})"
"frozenset({'Q02878', 'TNFalpha', 'P61313'})"
"frozenset({'P01106', 'P40337', 'TNFalpha'})"
"frozenset({'Q92851', 'TNFalpha', 'Q9UKL3'})"
"frozenset({'Q5SSJ5', 'Q93034', 'TNFalpha'})"
"frozenset({'Q9UHD9', 'P10147', 'TNFalpha'})"
"frozenset({'P01106', 'P02751', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P05556', 'O43566'})"
"frozenset({'TNFalpha', 'P62913', 'P62241'})"
"frozenset({'Q9NX24', 'TNFalpha', 'Q8TAF3'})"
"frozenset({'TNFalpha', 'P07741', 'P11172'})"
"frozenset({'TNFalpha', 'Q15843', 'Q9Y3D2'})"
"frozenset({'TNFalpha', 'P67809', 'O75127'})"
"frozenset({'O94868', 'Q5M9N0', 'TNFalpha'})"
"frozenset({'P0DP24', 'Q13576', 'TNFalpha'})"
"frozenset({'Q9Y2K1', 'Q01844', 'TNFalpha'})"
"frozenset({'O75955', 'Q9H0W5', 'TNFalpha'})"
"frozenset({'P15311', 'Q9Y6Q1', 'TNFalpha'})"
"frozenset({'Q6ZW49', 'TNFalpha', 'Q96KE9'})"
"frozenset({'O43808', 'Q9UBU9', 'TNFalpha'})"
"frozenset({'P22607', 'TNFalpha', 'Q9H201'})"
"frozenset({'P18124', 'TNFalpha', 'P46781'})"
"frozenset({'P04637', 'TNFalpha', 'Q03518'})"
"frozenset({'Q8IVT5', 'Q16537', 'TNFalpha'})"
"frozenset({'P46776', 'TNFalpha', 'P46778'})"
"frozenset({'O14641', 'TNFalpha', 'O95166'})"
"frozenset({'TNFalpha', 'P29350', 'P40189'})"
"frozenset({'O96008', 'TNFalpha', 'Q9BUF5'})"
"frozenset({'TNFalpha', 'Q9UK61', 'Q8NEY8'})"
"frozenset({'Q15797', 'TNFalpha', 'Q01831'})"
"frozenset({'Q9BV90', 'Q969G2', 'TNFalpha'})"
"frozenset({'Q12888', 'Q01094', 'TNFalpha'})"
"frozenset({'P04839', 'TNFalpha', 'P46940'})"
"frozenset({'Q9UP52', 'Q9NRD1', 'TNFalpha'})"
"frozenset({'P82933', 'TNFalpha', 'Q9NQ50'})"
"frozenset({'Q96JH7', 'Q9Y2D8', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q53FT3', 'O95758'})"
"frozenset({'O96001', 'Q13237', 'TNFalpha'})"
"frozenset({'P62258', 'Q96AP0', 'TNFalpha'})"
"frozenset({'P00338', 'TNFalpha', 'Q9NUX5'})"
"frozenset({'Q8IVS2', 'P22415', 'TNFalpha'})"
"frozenset({'Q5TA76', 'TNFalpha', 'O95967'})"
"frozenset({'P02751', 'P20700', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P04216', 'P06239'})"
"frozenset({'Q9H0F7', 'TNFalpha', 'Q96RK4'})"
"frozenset({'P62807', 'Q15059', 'TNFalpha'})"
"frozenset({'Q9H8V3', 'TNFalpha', 'P60866'})"
"frozenset({'Q96SB4', 'TNFalpha', 'Q96LT7'})"
"frozenset({'TNFalpha', 'P05386', 'P51681'})"
"frozenset({'P16234', 'Q8TCJ0', 'TNFalpha'})"
"frozenset({'P49720', 'TNFalpha', 'P49721'})"
"frozenset({'P42768', 'TNFalpha', 'P27986'})"
"frozenset({'TNFalpha', 'Q9HCH0', 'Q96JG6'})"
"frozenset({'TNFalpha', 'Q8NHC5', 'P32121'})"
"frozenset({'P07948', 'TNFalpha', 'Q9BXB4'})"
"frozenset({'P53350', 'A4QPB2', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P01584', 'P07911'})"
"frozenset({'Q92953', 'Q8TAE7', 'TNFalpha'})"
"frozenset({'O95985', 'Q96E14', 'TNFalpha'})"
"frozenset({'P13645', 'TNFalpha', 'P13647'})"
"frozenset({'P34897', 'P05412', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9H7D7', 'Q15287'})"
"frozenset({'Q8IWZ3', 'Q9NRI5', 'TNFalpha'})"
"frozenset({'Q96K80', 'P86478', 'TNFalpha'})"
"frozenset({'Q92900', 'TNFalpha', 'O14980'})"
"frozenset({'TNFalpha', 'Q00535', 'Q14195'})"
"frozenset({'P20823', 'Q09472', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9HCE7', 'P42167'})"
"frozenset({'P42566', 'P21579', 'TNFalpha'})"
"frozenset({'Q12933', 'Q8NBP7', 'TNFalpha'})"
"frozenset({'Q14416', 'TNFalpha', 'O95467'})"
"frozenset({'P0C853', 'O14964', 'TNFalpha'})"
"frozenset({'Q8NEU8', 'Q9NYB9', 'TNFalpha'})"
"frozenset({'Q14669', 'TNFalpha', 'A5YM72'})"
"frozenset({'Q96RL1', 'TNFalpha', 'P61201'})"
"frozenset({'P29034', 'TNFalpha', 'P15514'})"
"frozenset({'Q9HBT8', 'TNFalpha', 'Q8WV44'})"
"frozenset({'Q8NEA9', 'Q13077', 'TNFalpha'})"
"frozenset({'Q9HBE1', 'Q401N2', 'TNFalpha'})"
"frozenset({'Q8N684', 'Q13573', 'TNFalpha'})"
"frozenset({'Q9NZH5', 'TNFalpha', 'Q9H1A4'})"
"frozenset({'Q13895', 'Q5VU43', 'TNFalpha'})"
"frozenset({'P19012', 'TNFalpha', 'Q6PKC3'})"
"frozenset({'Q8N448', 'Q8NFP4', 'TNFalpha'})"
"frozenset({'P62979', 'Q92793', 'TNFalpha'})"
"frozenset({'Q7L190', 'Q15369', 'TNFalpha'})"
"frozenset({'P10074', 'Q09472', 'TNFalpha'})"
"frozenset({'P84022', 'Q9Y2K7', 'TNFalpha'})"
"frozenset({'P10809', 'Q9Y3B8', 'TNFalpha'})"
"frozenset({'Q5VZ89', 'TNFalpha', 'P21359'})"
"frozenset({'Q15717', 'TNFalpha', 'O15533'})"
"frozenset({'P78371', 'O60216', 'TNFalpha'})"
"frozenset({'P17936', 'P01116', 'TNFalpha'})"
"frozenset({'O60343', 'P27348', 'TNFalpha'})"
"frozenset({'Q92905', 'Q8WUK0', 'TNFalpha'})"
"frozenset({'P0DMV8', 'Q13043', 'TNFalpha'})"
"frozenset({'Q14999', 'TNFalpha', 'P55072'})"
"frozenset({'Q6ZMJ4', 'TNFalpha', 'P07333'})"
"frozenset({'Q92754', 'TNFalpha', 'Q9UBX5'})"
"frozenset({'TNFalpha', 'P41279', 'O14980'})"
"frozenset({'P35658', 'P02545', 'TNFalpha'})"
"frozenset({'O14936', 'TNFalpha', 'Q8NHV4'})"
"frozenset({'P60520', 'P11940', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9UJX2', 'P40937'})"
"frozenset({'O43809', 'Q9ULV5', 'TNFalpha'})"
"frozenset({'Q8NBB4', 'TNFalpha', 'Q9BPY8'})"
"frozenset({'Q9GZQ8', 'Q96EY4', 'TNFalpha'})"
"frozenset({'P40939', 'P50402', 'TNFalpha'})"
"frozenset({'Q07954', 'TNFalpha', 'P11226'})"
"frozenset({'P10415', 'P31153', 'TNFalpha'})"
"frozenset({'P09086', 'TNFalpha', 'P17096'})"
"frozenset({'Q9BYD6', 'TNFalpha', 'Q92870'})"
"frozenset({'Q6NYC8', 'P14373', 'TNFalpha'})"
"frozenset({'Q86YZ3', 'TNFalpha', 'P09651'})"
"frozenset({'Q9UBF8', 'TNFalpha', 'P46939'})"
"frozenset({'P84022', 'Q15118', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9BUN8', 'A6NHR9'})"
"frozenset({'Q9UBU9', 'TNFalpha', 'Q13617'})"
"frozenset({'Q9H2D1', 'P23193', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P61254', 'P61326'})"
"frozenset({'TNFalpha', 'Q8IVT5', 'Q9BV20'})"
"frozenset({'O15355', 'Q9BQ67', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9Y6Y0', 'Q9UQE7'})"
"frozenset({'Q8NE71', 'TNFalpha', 'P62195'})"
"frozenset({'P60409', 'Q13875', 'TNFalpha'})"
"frozenset({'Q02543', 'P30050', 'TNFalpha'})"
"frozenset({'P0DMV8', 'TNFalpha', 'Q9UJM3'})"
"frozenset({'Q9H7S9', 'Q9Y4X0', 'TNFalpha'})"
"frozenset({'Q9UGI0', 'Q3SY00', 'TNFalpha'})"
"frozenset({'Q9BXW4', 'TNFalpha', 'Q15154'})"
"frozenset({'O60260', 'P20700', 'TNFalpha'})"
"frozenset({'P63000', 'Q12967', 'TNFalpha'})"
"frozenset({'Q99797', 'TNFalpha', 'O43638'})"
"frozenset({'P61619', 'Q14676', 'TNFalpha'})"
"frozenset({'Q15436', 'Q15843', 'TNFalpha'})"
"frozenset({'P21589', 'Q96SQ9', 'TNFalpha'})"
"frozenset({'P17931', 'TNFalpha', 'Q08379'})"
"frozenset({'O95751', 'TNFalpha', 'Q8N5A5'})"
"frozenset({'Q14315', 'TNFalpha', 'P08514'})"
"frozenset({'Q2KHR3', 'Q8WUU5', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q6L8G9', 'Q96D03'})"
"frozenset({'O75934', 'Q02548', 'TNFalpha'})"
"frozenset({'Q9HCE1', 'Q9NRG4', 'TNFalpha'})"
"frozenset({'P11215', 'P17947', 'TNFalpha'})"
"frozenset({'Q99665', 'P04141', 'TNFalpha'})"
"frozenset({'Q99728', 'Q0VDF9', 'TNFalpha'})"
"frozenset({'Q9UBN6', 'TNFalpha', 'P99999'})"
"frozenset({'Q99848', 'TNFalpha', 'Q9BT49'})"
"frozenset({'TNFalpha', 'P41182', 'Q9UKI9'})"
"frozenset({'Q66LE6', 'P10415', 'TNFalpha'})"
"frozenset({'P46734', 'O15105', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P40189', 'O00329'})"
"frozenset({'P81408', 'TNFalpha', 'Q9NZC7'})"
"frozenset({'Q16531', 'P62805', 'TNFalpha'})"
"frozenset({'P26038', 'TNFalpha', 'P11021'})"
"frozenset({'Q9NRX1', 'P00533', 'TNFalpha'})"
"frozenset({'Q8WYQ3', 'TNFalpha', 'Q8N4Q1'})"
"frozenset({'Q9BPY3', 'Q5RL73', 'TNFalpha'})"
"frozenset({'Q01113', 'TNFalpha', 'P0DML3'})"
"frozenset({'TNFalpha', 'Q8IYX7', 'Q86V42'})"
"frozenset({'O75147', 'TNFalpha', 'Q14807'})"
"frozenset({'Q58EX7', 'TNFalpha', 'Q7Z6J4'})"
"frozenset({'P0CG04', 'TNFalpha', 'P01709'})"
"frozenset({'Q9NXF7', 'Q13619', 'TNFalpha'})"
"frozenset({'P09012', 'P31947', 'TNFalpha'})"
"frozenset({'Q12824', 'Q92785', 'TNFalpha'})"
"frozenset({'P62191', 'Q96BD8', 'TNFalpha'})"
"frozenset({'O14965', 'O95997', 'TNFalpha'})"
"frozenset({'Q92783', 'Q86X19', 'TNFalpha'})"
"frozenset({'P13994', 'Q5JVL4', 'TNFalpha'})"
"frozenset({'Q9Y4G8', 'Q12923', 'TNFalpha'})"
"frozenset({'Q13554', 'TNFalpha', 'Q9NVR5'})"
"frozenset({'Q13535', 'Q92667', 'TNFalpha'})"
"frozenset({'Q13002', 'Q16478', 'TNFalpha'})"
"frozenset({'P82664', 'P0C7P0', 'TNFalpha'})"
"frozenset({'P62906', 'TNFalpha', 'Q9NRC8'})"
"frozenset({'Q9Y2I6', 'Q8IWC1', 'TNFalpha'})"
"frozenset({'Q7Z417', 'P60328', 'TNFalpha'})"
"frozenset({'P54253', 'Q8WVV9', 'TNFalpha'})"
"frozenset({'P01111', 'Q5TBB1', 'TNFalpha'})"
"frozenset({'P05813', 'Q9Y6H1', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P04629', 'P42765'})"
"frozenset({'P49720', 'TNFalpha', 'P20618'})"
"frozenset({'Q15418', 'Q53EL6', 'TNFalpha'})"
"frozenset({'P15036', 'TNFalpha', 'Q15788'})"
"frozenset({'Q14974', 'Q86VQ0', 'TNFalpha'})"
"frozenset({'P63279', 'TNFalpha', 'Q9Y692'})"
"frozenset({'P28340', 'Q9UBT6', 'TNFalpha'})"
"frozenset({'Q9BQD3', 'Q9NZM3', 'TNFalpha'})"
"frozenset({'O14965', 'Q9Y337', 'TNFalpha'})"
"frozenset({'O43175', 'TNFalpha', 'P61604'})"
"frozenset({'Q9Y297', 'TNFalpha', 'Q00987'})"
"frozenset({'P35998', 'O75643', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O60921', 'P06746'})"
"frozenset({'Q9C040', 'Q9UKE5', 'TNFalpha'})"
"frozenset({'P19838', 'TNFalpha', 'P01566'})"
"frozenset({'Q9Y383', 'P62424', 'TNFalpha'})"
"frozenset({'P24863', 'P15170', 'TNFalpha'})"
"frozenset({'O15127', 'Q96G97', 'TNFalpha'})"
"frozenset({'O94822', 'O60524', 'TNFalpha'})"
"frozenset({'Q13033', 'Q9P289', 'TNFalpha'})"
"frozenset({'P08559', 'O00330', 'TNFalpha'})"
"frozenset({'Q9BRK5', 'Q9Y2Z2', 'TNFalpha'})"
"frozenset({'O94907', 'P27487', 'TNFalpha'})"
"frozenset({'Q12933', 'TNFalpha', 'Q8WWZ3'})"
"frozenset({'Q9HBA0', 'P08631', 'TNFalpha'})"
"frozenset({'Q96BZ8', 'Q15323', 'TNFalpha'})"
"frozenset({'Q8NH50', 'TNFalpha', 'P49407'})"
"frozenset({'Q6ZU80', 'O14641', 'TNFalpha'})"
"frozenset({'O14625', 'TNFalpha', 'P46092'})"
"frozenset({'P62136', 'TNFalpha', 'Q12972'})"
"frozenset({'P15559', 'Q9UBU9', 'TNFalpha'})"
"frozenset({'Q16478', 'P58340', 'TNFalpha'})"
"frozenset({'Q8IX01', 'Q9UJV9', 'TNFalpha'})"
"frozenset({'Q9HC24', 'TNFalpha', 'O15260'})"
"frozenset({'Q04864', 'Q96A72', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9UHY1', 'Q5UIP0'})"
"frozenset({'P35442', 'P53708', 'TNFalpha'})"
"frozenset({'Q8N6Y0', 'Q8WXK1', 'TNFalpha'})"
"frozenset({'Q5XG87', 'TNFalpha', 'O95758'})"
"frozenset({'P02768', 'TNFalpha', 'Q9NY12'})"
"frozenset({'O00264', 'TNFalpha', 'P16035'})"
"frozenset({'Q04206', 'TNFalpha', 'P50750'})"
"frozenset({'Q96LY2', 'P51665', 'TNFalpha'})"
"frozenset({'Q9Y383', 'P78362', 'TNFalpha'})"
"frozenset({'Q8WXA8', 'O95870', 'TNFalpha'})"
"frozenset({'Q16363', 'O00182', 'TNFalpha'})"
"frozenset({'Q12815', 'Q13627', 'TNFalpha'})"
"frozenset({'Q12913', 'P35968', 'TNFalpha'})"
"frozenset({'Q8N556', 'P68032', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q8IVT5', 'Q9Y5Q8'})"
"frozenset({'Q16627', 'P51686', 'TNFalpha'})"
"frozenset({'Q13155', 'Q9GZM8', 'TNFalpha'})"
"frozenset({'P25054', 'TNFalpha', 'O75943'})"
"frozenset({'Q9H9E1', 'TNFalpha', 'Q5T0W9'})"
"frozenset({'P01876', 'TNFalpha', 'P12830'})"
"frozenset({'Q6A162', 'TNFalpha', 'A0PJY2'})"
"frozenset({'TNFalpha', 'Q96B26', 'Q06250'})"
"frozenset({'Q96ER9', 'P05089', 'TNFalpha'})"
"frozenset({'P49915', 'Q15170', 'TNFalpha'})"
"frozenset({'P46937', 'O75970', 'TNFalpha'})"
