negatives
"frozenset({'P61960', 'Q96EK5', 'IL4'})"
"frozenset({'IL4', 'Q9NVD7', 'Q9UMX0'})"
"frozenset({'O60583', 'O60563', 'IL4'})"
"frozenset({'P63010', 'Q7Z3B4', 'IL4'})"
"frozenset({'Q5THK1', 'IL4', 'P07900'})"
"frozenset({'O43765', 'IL4', 'P59046'})"
"frozenset({'Q15084', 'IL4', 'P04629'})"
"frozenset({'B5ME19', 'Q13347', 'IL4'})"
"frozenset({'Q04637', 'IL4', 'Q14694'})"
"frozenset({'P48200', 'Q96S94', 'IL4'})"
"frozenset({'O96017', 'Q13263', 'IL4'})"
"frozenset({'P27694', 'IL4', 'P38398'})"
"frozenset({'IL4', 'P40189', 'P05013'})"
"frozenset({'Q49A88', 'IL4', 'Q96NB1'})"
"frozenset({'Q9BWF2', 'P05067', 'IL4'})"
"frozenset({'P50851', 'P16410', 'IL4'})"
"frozenset({'P22392', 'P60981', 'IL4'})"
"frozenset({'O95168', 'Q68CZ1', 'IL4'})"
"frozenset({'P05109', 'IL4', 'Q14690'})"
"frozenset({'IL4', 'Q15042', 'O15259'})"
"frozenset({'Q04637', 'Q15393', 'IL4'})"
"frozenset({'Q66LE6', 'IL4', 'P13807'})"
"frozenset({'Q9P0K1', 'P15153', 'IL4'})"
"frozenset({'Q12948', 'P31276', 'IL4'})"
"frozenset({'IL4', 'P63162', 'Q5T3J3'})"
"frozenset({'Q13191', 'Q9UHF4', 'IL4'})"
"frozenset({'P35609', 'O75396', 'IL4'})"
"frozenset({'Q09472', 'Q9UQR1', 'IL4'})"
"frozenset({'Q08209', 'P30260', 'IL4'})"
"frozenset({'Q96BD8', 'P01106', 'IL4'})"
"frozenset({'Q13489', 'IL4', 'O95999'})"
"frozenset({'IL4', 'Q53GT1', 'P08238'})"
"frozenset({'Q9C0B0', 'P61604', 'IL4'})"
"frozenset({'Q15717', 'O14880', 'IL4'})"
"frozenset({'P38919', 'IL4', 'P08727'})"
"frozenset({'Q7Z7A1', 'Q9Y2D8', 'IL4'})"
"frozenset({'Q9NQW7', 'P30837', 'IL4'})"
"frozenset({'Q99469', 'IL4', 'Q9NZQ3'})"
"frozenset({'Q92793', 'P01570', 'IL4'})"
"frozenset({'Q8NHQ8', 'Q96KQ4', 'IL4'})"
"frozenset({'P41218', 'Q13601', 'IL4'})"
"frozenset({'Q9H2D6', 'IL4', 'Q99523'})"
"frozenset({'Q9UM73', 'IL4', 'P62633'})"
"frozenset({'Q5TKA1', 'IL4', 'P10244'})"
"frozenset({'Q9NVI1', 'IL4', 'P62979'})"
"frozenset({'Q9UKV3', 'Q9BYC5', 'IL4'})"
"frozenset({'P42858', 'P50570', 'IL4'})"
"frozenset({'Q9NZ08', 'IL4', 'P05538'})"
"frozenset({'Q6IAN0', 'O75208', 'IL4'})"
"frozenset({'O60285', 'O60237', 'IL4'})"
"frozenset({'O95793', 'P23396', 'IL4'})"
"frozenset({'Q8N5P1', 'Q13315', 'IL4'})"
"frozenset({'P02741', 'P28482', 'IL4'})"
"frozenset({'IL4', 'Q9UK80', 'Q5VVQ6'})"
"frozenset({'IL4', 'P49792', 'Q00610'})"
"frozenset({'P60369', 'Q8NEC5', 'IL4'})"
"frozenset({'O95897', 'IL4', 'P41567'})"
"frozenset({'Q9NX58', 'P78386', 'IL4'})"
"frozenset({'Q8N9N8', 'Q8IVT5', 'IL4'})"
"frozenset({'P27105', 'Q16515', 'IL4'})"
"frozenset({'O95166', 'IL4', 'Q9HCE1'})"
"frozenset({'P62891', 'IL4', 'Q14669'})"
"frozenset({'Q16643', 'IL4', 'P09497'})"
"frozenset({'Q8NBS9', 'IL4', 'Q9BYR5'})"
"frozenset({'P51531', 'P05412', 'IL4'})"
"frozenset({'Q9UBN7', 'IL4', 'Q8N9N5'})"
"frozenset({'P30154', 'IL4', 'P67775'})"
"frozenset({'Q9Y2Q5', 'IL4', 'Q9Y5K8'})"
"frozenset({'Q9BQE9', 'Q9NWD8', 'IL4'})"
"frozenset({'P09661', 'Q9H875', 'IL4'})"
"frozenset({'P50613', 'IL4', 'P14921'})"
"frozenset({'Q14676', 'IL4', 'P52907'})"
"frozenset({'P35626', 'IL4', 'Q8NGA1'})"
"frozenset({'P04049', 'IL4', 'Q9Y243'})"
"frozenset({'P12757', 'IL4', 'O43482'})"
"frozenset({'Q9NSE2', 'IL4', 'P00533'})"
"frozenset({'P13646', 'Q9NX04', 'IL4'})"
"frozenset({'Q01968', 'IL4', 'Q96K37'})"
"frozenset({'Q07817', 'P13693', 'IL4'})"
"frozenset({'P60604', 'IL4', 'Q9C026'})"
"frozenset({'P05067', 'IL4', 'O94888'})"
"frozenset({'Q14204', 'Q7Z7A1', 'IL4'})"
"frozenset({'P26368', 'Q96SB4', 'IL4'})"
"frozenset({'Q9GZR1', 'Q99759', 'IL4'})"
"frozenset({'Q13310', 'P78543', 'IL4'})"
"frozenset({'Q9Y5J5', 'Q9NTJ3', 'IL4'})"
"frozenset({'Q8IWL3', 'Q9UJV9', 'IL4'})"
"frozenset({'P29558', 'Q9P2E9', 'IL4'})"
"frozenset({'P10114', 'P40227', 'IL4'})"
"frozenset({'Q9UDY4', 'Q14166', 'IL4'})"
"frozenset({'P25786', 'IL4', 'P35520'})"
"frozenset({'P19784', 'Q9Y2W1', 'IL4'})"
"frozenset({'P26368', 'P32456', 'IL4'})"
"frozenset({'Q96NL6', 'IL4', 'P29353'})"
"frozenset({'Q10570', 'Q7L5N1', 'IL4'})"
"frozenset({'P52798', 'IL4', 'P04629'})"
"frozenset({'P00533', 'P23229', 'IL4'})"
"frozenset({'P62140', 'P47756', 'IL4'})"
"frozenset({'P31350', 'P12830', 'IL4'})"
"frozenset({'O14980', 'IL4', 'Q3YEC7'})"
"frozenset({'Q9Y2J4', 'P46439', 'IL4'})"
"frozenset({'O95433', 'Q15078', 'IL4'})"
"frozenset({'P55036', 'Q9Y297', 'IL4'})"
"frozenset({'Q6NXE6', 'P01106', 'IL4'})"
"frozenset({'O75153', 'IL4', 'O15442'})"
"frozenset({'O75367', 'P61244', 'IL4'})"
"frozenset({'P45984', 'IL4', 'Q9P2H0'})"
"frozenset({'P56192', 'IL4', 'O14908'})"
"frozenset({'Q96HA1', 'IL4', 'P80370'})"
"frozenset({'P48431', 'Q8IWT3', 'IL4'})"
"frozenset({'O75676', 'Q13573', 'IL4'})"
"frozenset({'P22694', 'IL4', 'Q08289'})"
"frozenset({'O96019', 'IL4', 'Q96L91'})"
"frozenset({'P25445', 'P48023', 'IL4'})"
"frozenset({'Q6MZM0', 'IL4', 'Q15907'})"
"frozenset({'O00541', 'Q9Y3T9', 'IL4'})"
"frozenset({'P12956', 'Q15011', 'IL4'})"
"frozenset({'Q03701', 'IL4', 'O15350'})"
"frozenset({'IL4', 'Q9P0P0', 'Q9BYM8'})"
"frozenset({'IL4', 'P62910', 'P27635'})"
"frozenset({'O95999', 'O15117', 'IL4'})"
"frozenset({'Q96GS4', 'Q9BXY8', 'IL4'})"
"frozenset({'Q9H6R7', 'Q14807', 'IL4'})"
"frozenset({'O94880', 'Q92794', 'IL4'})"
"frozenset({'Q9H944', 'IL4', 'Q8NI27'})"
"frozenset({'Q07627', 'Q8WWY3', 'IL4'})"
"frozenset({'Q13526', 'IL4', 'Q13432'})"
"frozenset({'P55851', 'P31946', 'IL4'})"
"frozenset({'Q9Y277', 'IL4', 'Q16891'})"
"frozenset({'Q13492', 'P09651', 'IL4'})"
"frozenset({'P27348', 'O43896', 'IL4'})"
"frozenset({'Q9C035', 'IL4', 'O14980'})"
"frozenset({'P15018', 'Q969J5', 'IL4'})"
"frozenset({'Q9NYK1', 'IL4', 'Q13200'})"
"frozenset({'Q96KG7', 'A3KMH1', 'IL4'})"
"frozenset({'Q969P0', 'P09651', 'IL4'})"
"frozenset({'O00311', 'Q9UKD1', 'IL4'})"
"frozenset({'P68366', 'IL4', 'O75147'})"
"frozenset({'Q4U2R6', 'IL4', 'P62269'})"
"frozenset({'Q01094', 'Q99612', 'IL4'})"
"frozenset({'P34932', 'IL4', 'P00441'})"
"frozenset({'Q5VWX1', 'Q13882', 'IL4'})"
"frozenset({'Q8NBJ7', 'IL4', 'Q6AI12'})"
"frozenset({'P58340', 'IL4', 'Q13200'})"
"frozenset({'Q9H4P4', 'IL4', 'O94964'})"
"frozenset({'Q8WZ79', 'Q9UBS9', 'IL4'})"
"frozenset({'P78424', 'Q99469', 'IL4'})"
"frozenset({'Q5BJF6', 'Q9BR77', 'IL4'})"
"frozenset({'O43143', 'IL4', 'Q6P3X3'})"
"frozenset({'Q9Y6I3', 'IL4', 'Q86X19'})"
"frozenset({'P19320', 'P05388', 'IL4'})"
"frozenset({'Q13263', 'O15164', 'IL4'})"
"frozenset({'P56537', 'P05771', 'IL4'})"
"frozenset({'Q6UXN9', 'P55072', 'IL4'})"
"frozenset({'P62333', 'P04792', 'IL4'})"
"frozenset({'Q13131', 'IL4', 'P11021'})"
"frozenset({'P42338', 'P50151', 'IL4'})"
"frozenset({'P49716', 'IL4', 'O94991'})"
"frozenset({'P62847', 'P62851', 'IL4'})"
"frozenset({'Q9UKV8', 'Q13618', 'IL4'})"
"frozenset({'IL4', 'P47755', 'Q4KMQ1'})"
"frozenset({'P43405', 'IL4', 'P29353'})"
"frozenset({'Q8IY92', 'Q8IXM3', 'IL4'})"
"frozenset({'P11142', 'Q13287', 'IL4'})"
"frozenset({'Q86VP6', 'IL4', 'Q9NR11'})"
"frozenset({'Q9NPA0', 'IL4', 'Q701N4'})"
"frozenset({'P30050', 'P62266', 'IL4'})"
"frozenset({'Q9UKV8', 'IL4', 'Q96EY7'})"
"frozenset({'P62841', 'P35268', 'IL4'})"
"frozenset({'Q9UM00', 'Q00610', 'IL4'})"
"frozenset({'P27348', 'P23528', 'IL4'})"
"frozenset({'Q96T37', 'Q9NRM7', 'IL4'})"
"frozenset({'Q6P597', 'IL4', 'Q6PII3'})"
"frozenset({'Q07890', 'IL4', 'Q9H7D0'})"
"frozenset({'O95568', 'Q13405', 'IL4'})"
"frozenset({'Q86XR8', 'IL4', 'Q9H3G5'})"
"frozenset({'P31150', 'IL4', 'Q92930'})"
"frozenset({'Q12899', 'Q9P275', 'IL4'})"
"frozenset({'Q96S42', 'O00292', 'IL4'})"
"frozenset({'P09544', 'IL4', 'Q13467'})"
"frozenset({'Q16627', 'P05412', 'IL4'})"
"frozenset({'O15525', 'Q9Y4A8', 'IL4'})"
"frozenset({'Q04637', 'IL4', 'P28062'})"
"frozenset({'P43115', 'IL4', 'Q9Y5L0'})"
"frozenset({'Q96HA8', 'IL4', 'Q9NR46'})"
"frozenset({'Q96CS3', 'Q08380', 'IL4'})"
"frozenset({'Q8IWZ5', 'IL4', 'Q9BYR3'})"
"frozenset({'O75674', 'IL4', 'Q9UKV5'})"
"frozenset({'P50222', 'P61764', 'IL4'})"
"frozenset({'Q96KQ4', 'IL4', 'Q8N6V9'})"
"frozenset({'Q86T90', 'Q66GS9', 'IL4'})"
"frozenset({'P63261', 'Q13546', 'IL4'})"
"frozenset({'Q9NWT6', 'O15084', 'IL4'})"
"frozenset({'P51810', 'IL4', 'P63096'})"
"frozenset({'Q9NQ29', 'IL4', 'O43390'})"
"frozenset({'P45984', 'P01111', 'IL4'})"
"frozenset({'Q9BYP8', 'Q8NE01', 'IL4'})"
"frozenset({'Q17RD7', 'IL4', 'O43829'})"
"frozenset({'P17612', 'P41240', 'IL4'})"
"frozenset({'P07101', 'P27348', 'IL4'})"
"frozenset({'Q15717', 'O43865', 'IL4'})"
"frozenset({'P04629', 'Q92620', 'IL4'})"
"frozenset({'P05107', 'P12931', 'IL4'})"
"frozenset({'Q12899', 'Q96HY6', 'IL4'})"
"frozenset({'P67809', 'Q9H6R4', 'IL4'})"
"frozenset({'Q9BTT4', 'Q96RN5', 'IL4'})"
"frozenset({'Q86TS9', 'IL4', 'Q9BYD6'})"
"frozenset({'O43290', 'Q15287', 'IL4'})"
"frozenset({'O00115', 'Q9Y230', 'IL4'})"
"frozenset({'Q9UNN4', 'IL4', 'P31274'})"
"frozenset({'Q92608', 'Q7L0Q8', 'IL4'})"
"frozenset({'P09913', 'P05161', 'IL4'})"
"frozenset({'P03372', 'P34897', 'IL4'})"
"frozenset({'O43711', 'O14561', 'IL4'})"
"frozenset({'Q9Y580', 'Q6P0N0', 'IL4'})"
"frozenset({'Q9UHX1', 'IL4', 'Q9Y3B4'})"
"frozenset({'Q9NXG0', 'Q9UBN7', 'IL4'})"
"frozenset({'P60033', 'P62807', 'IL4'})"
"frozenset({'Q02641', 'P30153', 'IL4'})"
"frozenset({'Q96GZ6', 'Q401N2', 'IL4'})"
"frozenset({'O15062', 'Q9NQC1', 'IL4'})"
"frozenset({'IL4', 'P26371', 'P32242'})"
"frozenset({'O60563', 'IL4', 'O00267'})"
"frozenset({'Q13098', 'Q93034', 'IL4'})"
"frozenset({'Q66GS9', 'IL4', 'Q8NHV4'})"
"frozenset({'IL4', 'Q9UI12', 'Q9Y3E0'})"
"frozenset({'Q96MN2', 'IL4', 'Q14457'})"
"frozenset({'Q15654', 'Q5JXC2', 'IL4'})"
"frozenset({'Q8N3Z6', 'P01106', 'IL4'})"
"frozenset({'P02768', 'P13645', 'IL4'})"
"frozenset({'IL4', 'Q86XP3', 'Q99459'})"
"frozenset({'Q96E29', 'A8MV81', 'IL4'})"
"frozenset({'Q6ZQR2', 'IL4', 'P15884'})"
"frozenset({'Q96GX1', 'Q16718', 'IL4'})"
"frozenset({'P24539', 'P30536', 'IL4'})"
"frozenset({'Q13432', 'Q13387', 'IL4'})"
"frozenset({'Q9H9E1', 'O15379', 'IL4'})"
"frozenset({'P46527', 'Q16512', 'IL4'})"
"frozenset({'P67809', 'Q504Q3', 'IL4'})"
"frozenset({'Q9NSD9', 'IL4', 'Q9UNN5'})"
"frozenset({'Q15562', 'IL4', 'Q86V15'})"
"frozenset({'Q15742', 'Q2TBE0', 'IL4'})"
"frozenset({'Q9H5I1', 'Q96H20', 'IL4'})"
"frozenset({'Q8WTS6', 'Q658P3', 'IL4'})"
"frozenset({'Q9Y496', 'IL4', 'P40337'})"
"frozenset({'P53667', 'O15514', 'IL4'})"
"frozenset({'O00505', 'IL4', 'Q96MH2'})"
"frozenset({'Q969R5', 'Q86XT4', 'IL4'})"
"frozenset({'P19838', 'P49368', 'IL4'})"
"frozenset({'Q99873', 'P19320', 'IL4'})"
"frozenset({'Q969U6', 'IL4', 'Q12929'})"
"frozenset({'Q01844', 'O75147', 'IL4'})"
"frozenset({'Q8NBW4', 'O43504', 'IL4'})"
"frozenset({'Q14190', 'IL4', 'P31948'})"
"frozenset({'Q6NUN9', 'Q9H6R4', 'IL4'})"
"frozenset({'O43542', 'P31689', 'IL4'})"
"frozenset({'Q96N67', 'Q9BV73', 'IL4'})"
"frozenset({'Q6EMK4', 'IL4', 'Q8TBB1'})"
"frozenset({'P29972', 'Q96LC9', 'IL4'})"
"frozenset({'P22888', 'IL4', 'O14908'})"
"frozenset({'Q6ZRP7', 'P55209', 'IL4'})"
"frozenset({'P49916', 'IL4', 'O76031'})"
"frozenset({'P51788', 'O43765', 'IL4'})"
"frozenset({'IL4', 'P67870', 'P38398'})"
"frozenset({'P51991', 'IL4', 'P61088'})"
"frozenset({'Q9HCQ7', 'IL4', 'P55157'})"
"frozenset({'P13631', 'P45984', 'IL4'})"
"frozenset({'P38117', 'P40121', 'IL4'})"
"frozenset({'IL4', 'O43175', 'Q8TDR0'})"
"frozenset({'P13501', 'IL4', 'Q92985'})"
"frozenset({'Q9Y2P8', 'IL4', 'Q8NDF8'})"
"frozenset({'O60503', 'P22694', 'IL4'})"
"frozenset({'Q13887', 'O75376', 'IL4'})"
"frozenset({'Q99717', 'P50616', 'IL4'})"
"frozenset({'P31749', 'P49841', 'IL4'})"
"frozenset({'P19429', 'P63151', 'IL4'})"
"frozenset({'IL4', 'O95503', 'P04908'})"
"frozenset({'P15918', 'IL4', 'P07900'})"
"frozenset({'P52790', 'P62714', 'IL4'})"
"frozenset({'Q14684', 'IL4', 'P51858'})"
"frozenset({'O75533', 'O00193', 'IL4'})"
"frozenset({'Q9H0B6', 'Q12840', 'IL4'})"
"frozenset({'Q9UJX5', 'IL4', 'Q12834'})"
"frozenset({'Q8TAP4', 'Q9BQD3', 'IL4'})"
"frozenset({'P15248', 'IL4', 'P08887'})"
"frozenset({'Q7Z6Z7', 'IL4', 'Q16778'})"
"frozenset({'Q7Z6Z7', 'Q9UNM6', 'IL4'})"
"frozenset({'O43524', 'P62714', 'IL4'})"
"frozenset({'Q7Z6Z7', 'P04406', 'IL4'})"
"frozenset({'Q9NRI5', 'P62873', 'IL4'})"
"frozenset({'Q05084', 'Q8WUD1', 'IL4'})"
"frozenset({'P63279', 'Q16514', 'IL4'})"
"frozenset({'P62837', 'Q05086', 'IL4'})"
"frozenset({'P08069', 'P19174', 'IL4'})"
"frozenset({'Q04206', 'P17676', 'IL4'})"
"frozenset({'Q13286', 'O43592', 'IL4'})"
"frozenset({'P62873', 'Q9NZP5', 'IL4'})"
"frozenset({'P0DP23', 'Q9Y4K3', 'IL4'})"
"frozenset({'Q9NRX1', 'IL4', 'Q08J23'})"
"frozenset({'O14490', 'Q12879', 'IL4'})"
"frozenset({'Q96NW4', 'P51809', 'IL4'})"
"frozenset({'Q13191', 'IL4', 'O60504'})"
"frozenset({'P19174', 'IL4', 'Q13588'})"
"frozenset({'P0DP25', 'Q92844', 'IL4'})"
"frozenset({'P05198', 'IL4', 'Q71UM5'})"
"frozenset({'Q13107', 'P28749', 'IL4'})"
"frozenset({'P32121', 'Q8NG94', 'IL4'})"
"frozenset({'Q13085', 'P54253', 'IL4'})"
"frozenset({'O00560', 'IL4', 'Q9C0B6'})"
"frozenset({'Q12959', 'IL4', 'Q9UQM7'})"
"frozenset({'Q6P2E9', 'Q8IZD4', 'IL4'})"
"frozenset({'Q9Y446', 'P27694', 'IL4'})"
"frozenset({'Q8N1F7', 'IL4', 'P78406'})"
"frozenset({'O75530', 'P78364', 'IL4'})"
"frozenset({'P24539', 'P61421', 'IL4'})"
"frozenset({'P22626', 'IL4', 'P23246'})"
"frozenset({'P20248', 'P51587', 'IL4'})"
"frozenset({'Q96F86', 'P46109', 'IL4'})"
"frozenset({'P22314', 'IL4', 'Q9H2C0'})"
"frozenset({'P31273', 'Q9H5F2', 'IL4'})"
"frozenset({'P11171', 'O15067', 'IL4'})"
"frozenset({'P50502', 'IL4', 'P51617'})"
"frozenset({'P62993', 'IL4', 'Q8N5U6'})"
"frozenset({'Q96CN7', 'P04629', 'IL4'})"
"frozenset({'Q13268', 'Q00987', 'IL4'})"
"frozenset({'Q9NX55', 'P00367', 'IL4'})"
"frozenset({'P29972', 'IL4', 'Q9BYQ0'})"
"frozenset({'IL4', 'Q96BY9', 'Q9UKV5'})"
"frozenset({'P23771', 'IL4', 'Q9NWT8'})"
"frozenset({'O43913', 'IL4', 'P25205'})"
"frozenset({'O75182', 'IL4', 'P48382'})"
"frozenset({'Q13042', 'Q9UI95', 'IL4'})"
"frozenset({'Q9H5N1', 'P30876', 'IL4'})"
"frozenset({'P01100', 'P09237', 'IL4'})"
"frozenset({'Q13045', 'O75340', 'IL4'})"
"frozenset({'P52198', 'Q9P286', 'IL4'})"
"frozenset({'O15265', 'Q12933', 'IL4'})"
"frozenset({'Q643R3', 'IL4', 'O14498'})"
"frozenset({'A6NEM1', 'Q9BZE0', 'IL4'})"
"frozenset({'Q04206', 'O95831', 'IL4'})"
"frozenset({'Q99496', 'IL4', 'Q8WY22'})"
"frozenset({'Q9BYQ0', 'IL4', 'P60370'})"
"frozenset({'Q86XR8', 'Q9NQE9', 'IL4'})"
"frozenset({'P35658', 'Q92621', 'IL4'})"
"frozenset({'P12830', 'Q14156', 'IL4'})"
"frozenset({'P50579', 'IL4', 'Q3LXA3'})"
"frozenset({'Q9Y2X3', 'IL4', 'O76021'})"
"frozenset({'Q8N556', 'IL4', 'P38398'})"
"frozenset({'Q9Y328', 'IL4', 'P13805'})"
"frozenset({'P06213', 'P22413', 'IL4'})"
"frozenset({'IL4', 'P00533', 'Q8IZV2'})"
"frozenset({'IL4', 'Q8TBB1', 'Q9H8K7'})"
"frozenset({'P01100', 'A5PLN9', 'IL4'})"
"frozenset({'P01106', 'IL4', 'Q08431'})"
"frozenset({'P52333', 'IL4', 'P13073'})"
"frozenset({'Q9Y3E5', 'Q93050', 'IL4'})"
"frozenset({'P28482', 'IL4', 'P30307'})"
"frozenset({'P98082', 'IL4', 'Q9NYZ3'})"
"frozenset({'Q5VV41', 'IL4', 'Q8TBB1'})"
"frozenset({'Q6ZVN7', 'P51587', 'IL4'})"
"frozenset({'P36776', 'IL4', 'P10632'})"
"frozenset({'Q93008', 'P05412', 'IL4'})"
"frozenset({'Q7Z7A1', 'Q7Z460', 'IL4'})"
"frozenset({'Q96FA3', 'IL4', 'Q9UHD2'})"
"frozenset({'Q38SD2', 'IL4', 'P00533'})"
"frozenset({'Q9H0R8', 'P26641', 'IL4'})"
"frozenset({'O00308', 'Q96J02', 'IL4'})"
"frozenset({'P78352', 'Q13618', 'IL4'})"
"frozenset({'P21802', 'IL4', 'Q6S5L8'})"
"frozenset({'Q9NP81', 'P19022', 'IL4'})"
"frozenset({'Q08830', 'Q969J3', 'IL4'})"
"frozenset({'Q8N6L0', 'Q8IY26', 'IL4'})"
"frozenset({'P18827', 'Q9UQP3', 'IL4'})"
"frozenset({'IL4', 'O43186', 'P26367'})"
"frozenset({'P14314', 'O60260', 'IL4'})"
"frozenset({'O60749', 'Q96T60', 'IL4'})"
"frozenset({'Q92731', 'Q13257', 'IL4'})"
"frozenset({'P07437', 'IL4', 'Q8TDR0'})"
"frozenset({'Q9NXH9', 'IL4', 'Q14697'})"
"frozenset({'Q6UY14', 'Q8NEA9', 'IL4'})"
"frozenset({'P12757', 'IL4', 'Q13219'})"
"frozenset({'Q9GZZ9', 'IL4', 'Q92841'})"
"frozenset({'P62993', 'Q99704', 'IL4'})"
"frozenset({'IL4', 'Q16566', 'Q8N5S9'})"
"frozenset({'Q9P270', 'Q96B97', 'IL4'})"
"frozenset({'P02751', 'IL4', 'P33992'})"
"frozenset({'Q92731', 'Q9H944', 'IL4'})"
"frozenset({'Q6P582', 'Q96CW5', 'IL4'})"
"frozenset({'Q93009', 'IL4', 'Q96EP1'})"
"frozenset({'IL4', 'Q92956', 'Q9NZL4'})"
"frozenset({'IL4', 'Q9NQG5', 'P15927'})"
"frozenset({'Q63HR2', 'IL4', 'P32242'})"
"frozenset({'Q9UKV8', 'IL4', 'O14980'})"
"frozenset({'Q13263', 'P49368', 'IL4'})"
"frozenset({'Q15303', 'IL4', 'P07900'})"
"frozenset({'Q5XPI4', 'O95166', 'IL4'})"
"frozenset({'P43243', 'IL4', 'A2AJT9'})"
"frozenset({'Q6DKK2', 'Q9P286', 'IL4'})"
"frozenset({'Q12906', 'IL4', 'P41219'})"
"frozenset({'IL4', 'Q96ER9', 'Q5VVQ6'})"
"frozenset({'P36952', 'IL4', 'Q13547'})"
"frozenset({'O94927', 'Q13418', 'IL4'})"
"frozenset({'Q8NF64', 'IL4', 'P04637'})"
"frozenset({'P35222', 'IL4', 'P48023'})"
"frozenset({'P07550', 'IL4', 'P16615'})"
"frozenset({'P19387', 'IL4', 'Q9GZS3'})"
"frozenset({'P51572', 'IL4', 'P04629'})"
"frozenset({'O95750', 'P36888', 'IL4'})"
"frozenset({'P78371', 'P45983', 'IL4'})"
"frozenset({'O95140', 'Q16611', 'IL4'})"
"frozenset({'P15531', 'P10911', 'IL4'})"
"frozenset({'Q9C0E4', 'P00519', 'IL4'})"
"frozenset({'Q9UL18', 'IL4', 'Q9BUJ2'})"
"frozenset({'O43865', 'Q70CQ2', 'IL4'})"
"frozenset({'P84022', 'Q96ST3', 'IL4'})"
"frozenset({'Q13151', 'IL4', 'Q9BUJ2'})"
"frozenset({'Q15365', 'O60307', 'IL4'})"
"frozenset({'Q13315', 'IL4', 'P35251'})"
"frozenset({'Q12846', 'IL4', 'Q9UBX3'})"
"frozenset({'Q16665', 'P11274', 'IL4'})"
"frozenset({'P60331', 'IL4', 'Q86UD4'})"
"frozenset({'P04406', 'P05362', 'IL4'})"
"frozenset({'Q9H324', 'P20073', 'IL4'})"
"frozenset({'Q5SZK8', 'IL4', 'Q9Y337'})"
"frozenset({'O95274', 'O43617', 'IL4'})"
"frozenset({'P15502', 'P10909', 'IL4'})"
"frozenset({'Q9H2F3', 'O43790', 'IL4'})"
"frozenset({'Q96CN7', 'Q66GS9', 'IL4'})"
"frozenset({'P11388', 'Q8IZD2', 'IL4'})"
"frozenset({'Q02833', 'IL4', 'A6NK89'})"
"frozenset({'Q96KP4', 'P53602', 'IL4'})"
"frozenset({'Q8NHQ8', 'IL4', 'Q9H4A6'})"
"frozenset({'Q9NV31', 'IL4', 'P62244'})"
"frozenset({'A5YKK6', 'IL4', 'P47756'})"
"frozenset({'P38606', 'Q92820', 'IL4'})"
"frozenset({'Q92934', 'P99999', 'IL4'})"
"frozenset({'O95995', 'Q8NHQ1', 'IL4'})"
"frozenset({'Q96PC3', 'IL4', 'Q6PD74'})"
"frozenset({'Q8IXH7', 'IL4', 'Q96DB2'})"
"frozenset({'Q16630', 'Q13618', 'IL4'})"
"frozenset({'P68036', 'Q05086', 'IL4'})"
"frozenset({'P62256', 'IL4', 'Q6ZT12'})"
"frozenset({'P49736', 'P16104', 'IL4'})"
"frozenset({'Q9ULK4', 'Q06330', 'IL4'})"
"frozenset({'Q99501', 'P16220', 'IL4'})"
"frozenset({'P59990', 'Q8NEC5', 'IL4'})"
"frozenset({'Q4G176', 'Q96KQ4', 'IL4'})"
"frozenset({'P35579', 'IL4', 'Q9NYZ3'})"
"frozenset({'P60228', 'Q99733', 'IL4'})"
"frozenset({'Q9H6Z9', 'IL4', 'Q9H0I2'})"
"frozenset({'Q86VM9', 'O75475', 'IL4'})"
"frozenset({'Q9NYP9', 'IL4', 'Q2KHM9'})"
"frozenset({'P48634', 'P25788', 'IL4'})"
"frozenset({'IL4', 'Q16566', 'P51828'})"
"frozenset({'P17861', 'Q6UUV7', 'IL4'})"
"frozenset({'Q8IUC0', 'Q8IYR0', 'IL4'})"
"frozenset({'Q9Y316', 'IL4', 'Q9BRK4'})"
"frozenset({'P14618', 'P54274', 'IL4'})"
"frozenset({'Q969G3', 'Q00987', 'IL4'})"
"frozenset({'Q9BYW2', 'Q9Y2I8', 'IL4'})"
"frozenset({'P51608', 'Q12824', 'IL4'})"
"frozenset({'Q9UBU9', 'IL4', 'O43823'})"
"frozenset({'O43181', 'P03915', 'IL4'})"
"frozenset({'P46783', 'IL4', 'P98095'})"
"frozenset({'IL4', 'P28838', 'Q9Y3C4'})"
"frozenset({'Q9C0B0', 'Q9UQ35', 'IL4'})"
"frozenset({'O75569', 'Q9Y5X3', 'IL4'})"
"frozenset({'P32121', 'Q7Z4V5', 'IL4'})"
"frozenset({'Q9UKV8', 'IL4', 'P10644'})"
"frozenset({'Q9UKV3', 'P68402', 'IL4'})"
"frozenset({'P05109', 'Q9H0R8', 'IL4'})"
"frozenset({'P51116', 'Q9BXS5', 'IL4'})"
"frozenset({'Q9UHG2', 'IL4', 'P12980'})"
"frozenset({'P19784', 'IL4', 'Q9H492'})"
"frozenset({'P53701', 'Q9Y6C9', 'IL4'})"
"frozenset({'P01023', 'P60953', 'IL4'})"
"frozenset({'Q9Y6I3', 'P19320', 'IL4'})"
"frozenset({'Q9NWS0', 'O94763', 'IL4'})"
"frozenset({'Q99750', 'IL4', 'P32242'})"
"frozenset({'Q8N8B7', 'Q96S65', 'IL4'})"
"frozenset({'Q99496', 'IL4', 'Q9HCE1'})"
