negatives
"frozenset({'O14807', 'EGFR1', 'Q9P2W3'})"
"frozenset({'P52797', 'P22455', 'EGFR1'})"
"frozenset({'Q8WV24', 'EGFR1', 'P00533'})"
"frozenset({'Q96JS3', 'P57086', 'EGFR1'})"
"frozenset({'Q08379', 'EGFR1', 'Q9H0W8'})"
"frozenset({'Q9NP61', 'Q9H6Z9', 'EGFR1'})"
"frozenset({'Q9UJ04', 'EGFR1', 'Q13315'})"
"frozenset({'P63000', 'EGFR1', 'P27986'})"
"frozenset({'O15198', 'P26572', 'EGFR1'})"
"frozenset({'P32249', 'Q53FV1', 'EGFR1'})"
"frozenset({'Q9Y262', 'EGFR1', 'P01889'})"
"frozenset({'Q9NVR5', 'Q9P0M6', 'EGFR1'})"
"frozenset({'Q13043', 'EGFR1', 'O00410'})"
"frozenset({'Q13009', 'P16070', 'EGFR1'})"
"frozenset({'Q6I9Y2', 'Q92995', 'EGFR1'})"
"frozenset({'Q99689', 'Q9P2Y5', 'EGFR1'})"
"frozenset({'P49761', 'EGFR1', 'Q7Z6E9'})"
"frozenset({'Q7L576', 'O60861', 'EGFR1'})"
"frozenset({'EGFR1', 'P19838', 'P78371'})"
"frozenset({'P62310', 'P54105', 'EGFR1'})"
"frozenset({'Q99496', 'P04843', 'EGFR1'})"
"frozenset({'P05129', 'P15336', 'EGFR1'})"
"frozenset({'Q8N163', 'Q71U36', 'EGFR1'})"
"frozenset({'O14744', 'EGFR1', 'P31946'})"
"frozenset({'EGFR1', 'P35241', 'P21283'})"
"frozenset({'Q02878', 'Q9UL18', 'EGFR1'})"
"frozenset({'P47756', 'P18206', 'EGFR1'})"
"frozenset({'P19235', 'EGFR1', 'P01567'})"
"frozenset({'Q14964', 'EGFR1', 'P11441'})"
"frozenset({'Q9BVA1', 'EGFR1', 'Q3ZCM7'})"
"frozenset({'Q00325', 'EGFR1', 'P14625'})"
"frozenset({'O14718', 'EGFR1', 'Q9Y328'})"
"frozenset({'P50750', 'EGFR1', 'Q5VTR2'})"
"frozenset({'P60604', 'EGFR1', 'Q99729'})"
"frozenset({'P23786', 'EGFR1', 'O75208'})"
"frozenset({'O43918', 'EGFR1', 'O95433'})"
"frozenset({'EGFR1', 'P40937', 'Q9Y230'})"
"frozenset({'P35579', 'EGFR1', 'O75083'})"
"frozenset({'EGFR1', 'P02743', 'P31994'})"
"frozenset({'P54646', 'EGFR1', 'Q92997'})"
"frozenset({'O75914', 'Q9UBI6', 'EGFR1'})"
"frozenset({'P04004', 'EGFR1', 'P55769'})"
"frozenset({'P25490', 'EGFR1', 'Q6L8G9'})"
"frozenset({'O15131', 'EGFR1', 'Q7L2J0'})"
"frozenset({'Q09161', 'O95453', 'EGFR1'})"
"frozenset({'EGFR1', 'P19438', 'P62333'})"
"frozenset({'Q99814', 'EGFR1', 'P42695'})"
"frozenset({'P20963', 'P68133', 'EGFR1'})"
"frozenset({'O00418', 'EGFR1', 'Q9NVE7'})"
"frozenset({'P27361', 'EGFR1', 'P04054'})"
"frozenset({'P61604', 'EGFR1', 'P27707'})"
"frozenset({'Q8IYX1', 'P05067', 'EGFR1'})"
"frozenset({'P16234', 'EGFR1', 'P49841'})"
"frozenset({'Q8N4C6', 'EGFR1', 'Q14203'})"
"frozenset({'P35226', 'EGFR1', 'O75461'})"
"frozenset({'P51665', 'Q9Y4E8', 'EGFR1'})"
"frozenset({'Q8IVT5', 'Q13685', 'EGFR1'})"
"frozenset({'P25963', 'EGFR1', 'Q16539'})"
"frozenset({'P32121', 'P55072', 'EGFR1'})"
"frozenset({'P78362', 'Q8IZD9', 'EGFR1'})"
"frozenset({'Q9NYU2', 'EGFR1', 'Q9Y6K0'})"
"frozenset({'EGFR1', 'Q9H4Z2', 'Q96QT6'})"
"frozenset({'P08195', 'P49736', 'EGFR1'})"
"frozenset({'P49407', 'P68366', 'EGFR1'})"
"frozenset({'Q9UKX5', 'Q9Y4G6', 'EGFR1'})"
"frozenset({'Q9UK58', 'EGFR1', 'Q92624'})"
"frozenset({'Q9Y577', 'EGFR1', 'Q96DX7'})"
"frozenset({'P50616', 'Q8NE35', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9HC52', 'Q12933'})"
"frozenset({'Q96B26', 'EGFR1', 'Q9HCG8'})"
"frozenset({'Q15796', 'O95071', 'EGFR1'})"
"frozenset({'Q8NHQ1', 'EGFR1', 'P19447'})"
"frozenset({'Q8NGV7', 'EGFR1', 'P17612'})"
"frozenset({'EGFR1', 'O75533', 'P03372'})"
"frozenset({'Q9BXL8', 'O95363', 'EGFR1'})"
"frozenset({'Q8N831', 'EGFR1', 'Q8IUC2'})"
"frozenset({'Q14653', 'P32881', 'EGFR1'})"
"frozenset({'Q9C019', 'P50552', 'EGFR1'})"
"frozenset({'Q9UI09', 'EGFR1', 'O43181'})"
"frozenset({'EGFR1', 'P55854', 'Q9Y6X2'})"
"frozenset({'O00487', 'O75832', 'EGFR1'})"
"frozenset({'Q8N6Y0', 'EGFR1', 'Q9UJF2'})"
"frozenset({'Q13191', 'Q9Y4K3', 'EGFR1'})"
"frozenset({'P12882', 'EGFR1', 'Q9NRG4'})"
"frozenset({'P38484', 'EGFR1', 'Q13007'})"
"frozenset({'Q9C0B0', 'Q96CX6', 'EGFR1'})"
"frozenset({'EGFR1', 'P07199', 'Q9Y6A5'})"
"frozenset({'P30504', 'P49411', 'EGFR1'})"
"frozenset({'Q9BYR3', 'EGFR1', 'Q6PEX3'})"
"frozenset({'P55196', 'EGFR1', 'Q15796'})"
"frozenset({'Q96L14', 'P25800', 'EGFR1'})"
"frozenset({'Q68CJ9', 'P17252', 'EGFR1'})"
"frozenset({'P28289', 'EGFR1', 'Q8N3V7'})"
"frozenset({'Q93009', 'EGFR1', 'Q16543'})"
"frozenset({'P62820', 'Q6P1J9', 'EGFR1'})"
"frozenset({'Q9BSI4', 'EGFR1', 'Q5H9R7'})"
"frozenset({'Q9H2Y7', 'EGFR1', 'Q9Y240'})"
"frozenset({'P46782', 'EGFR1', 'P18077'})"
"frozenset({'Q6W2J9', 'P32243', 'EGFR1'})"
"frozenset({'P25705', 'EGFR1', 'P07900'})"
"frozenset({'A8MPP1', 'Q6UX06', 'EGFR1'})"
"frozenset({'Q86VP6', 'Q8IWS0', 'EGFR1'})"
"frozenset({'Q16665', 'EGFR1', 'P02787'})"
"frozenset({'P21912', 'EGFR1', 'P40222'})"
"frozenset({'P21127', 'Q15637', 'EGFR1'})"
"frozenset({'O14796', 'EGFR1', 'P50222'})"
"frozenset({'Q8N960', 'EGFR1', 'Q9BR77'})"
"frozenset({'Q9Y297', 'Q8TDM6', 'EGFR1'})"
"frozenset({'Q86WV1', 'Q8NEB9', 'EGFR1'})"
"frozenset({'EGFR1', 'Q99933', 'Q9BW19'})"
"frozenset({'EGFR1', 'Q5T753', 'P60370'})"
"frozenset({'P48643', 'EGFR1', 'P02751'})"
"frozenset({'Q9BYR5', 'O95429', 'EGFR1'})"
"frozenset({'Q03164', 'Q6P1J9', 'EGFR1'})"
"frozenset({'Q15669', 'EGFR1', 'Q5T3J3'})"
"frozenset({'P25685', 'EGFR1', 'Q9NPJ6'})"
"frozenset({'O43865', 'EGFR1', 'Q6YHU6'})"
"frozenset({'P28749', 'EGFR1', 'P62140'})"
"frozenset({'P29692', 'EGFR1', 'Q9UET6'})"
"frozenset({'Q9UKE5', 'Q9UBM7', 'EGFR1'})"
"frozenset({'EGFR1', 'Q8IUC2', 'O14503'})"
"frozenset({'Q53HC5', 'P0CAP2', 'EGFR1'})"
"frozenset({'Q16543', 'EGFR1', 'Q92990'})"
"frozenset({'O43815', 'P30154', 'EGFR1'})"
"frozenset({'O60749', 'Q96IZ0', 'EGFR1'})"
"frozenset({'Q5S007', 'Q9Y3D6', 'EGFR1'})"
"frozenset({'P01106', 'EGFR1', 'P55209'})"
"frozenset({'EGFR1', 'P48556', 'Q99471'})"
"frozenset({'Q13007', 'EGFR1', 'P42336'})"
"frozenset({'O43865', 'Q9UBU9', 'EGFR1'})"
"frozenset({'Q92561', 'EGFR1', 'Q6UB98'})"
"frozenset({'Q9BQ52', 'Q9Y5X3', 'EGFR1'})"
"frozenset({'Q9BUQ8', 'Q9Y312', 'EGFR1'})"
"frozenset({'Q9Y6D9', 'P50539', 'EGFR1'})"
"frozenset({'EGFR1', 'Q13315', 'Q9H4L7'})"
"frozenset({'Q8NFQ8', 'EGFR1', 'Q13535'})"
"frozenset({'P63220', 'P30050', 'EGFR1'})"
"frozenset({'Q0VD86', 'EGFR1', 'Q9BWG6'})"
"frozenset({'O00303', 'P78396', 'EGFR1'})"
"frozenset({'EGFR1', 'Q16659', 'Q7L5N1'})"
"frozenset({'Q9H5I1', 'EGFR1', 'P40227'})"
"frozenset({'Q99807', 'Q86SX6', 'EGFR1'})"
"frozenset({'Q8WX92', 'Q8WXU2', 'EGFR1'})"
"frozenset({'P35659', 'O00567', 'EGFR1'})"
"frozenset({'Q9HAU4', 'EGFR1', 'P98082'})"
"frozenset({'P62714', 'O60840', 'EGFR1'})"
"frozenset({'P61604', 'EGFR1', 'Q5T4J0'})"
"frozenset({'P03897', 'EGFR1', 'P03905'})"
"frozenset({'Q15139', 'EGFR1', 'Q8TEY5'})"
"frozenset({'P15880', 'O00566', 'EGFR1'})"
"frozenset({'Q9BV73', 'Q9UNF1', 'EGFR1'})"
"frozenset({'O75928', 'EGFR1', 'Q8N2W9'})"
"frozenset({'P41223', 'EGFR1', 'P09661'})"
"frozenset({'Q9UGY1', 'EGFR1', 'Q99848'})"
"frozenset({'Q14151', 'O95166', 'EGFR1'})"
"frozenset({'P01106', 'EGFR1', 'O00746'})"
"frozenset({'P08238', 'P29317', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9UPT5', 'Q9BQD3'})"
"frozenset({'EGFR1', 'P68104', 'O95433'})"
"frozenset({'Q8TES7', 'EGFR1', 'Q6XZF7'})"
"frozenset({'Q9GZS3', 'EGFR1', 'O00571'})"
"frozenset({'EGFR1', 'P19438', 'P78356'})"
"frozenset({'O95967', 'Q9UBX5', 'EGFR1'})"
"frozenset({'O75925', 'EGFR1', 'Q6PJP8'})"
"frozenset({'Q13557', 'O14862', 'EGFR1'})"
"frozenset({'P49902', 'EGFR1', 'P04637'})"
"frozenset({'EGFR1', 'O43189', 'Q5T686'})"
"frozenset({'Q96SB4', 'Q9UDY2', 'EGFR1'})"
"frozenset({'P11217', 'P0DI81', 'EGFR1'})"
"frozenset({'EGFR1', 'P14672', 'P07900'})"
"frozenset({'Q15637', 'EGFR1', 'Q13247'})"
"frozenset({'P98175', 'Q13315', 'EGFR1'})"
"frozenset({'P04196', 'EGFR1', 'Q9BSM1'})"
"frozenset({'P48449', 'P35579', 'EGFR1'})"
"frozenset({'P18084', 'Q12929', 'EGFR1'})"
"frozenset({'P51828', 'P05129', 'EGFR1'})"
"frozenset({'Q08170', 'Q07955', 'EGFR1'})"
"frozenset({'Q96A84', 'EGFR1', 'Q9H8T0'})"
"frozenset({'Q8TBE9', 'P07195', 'EGFR1'})"
"frozenset({'Q5TDH0', 'Q13133', 'EGFR1'})"
"frozenset({'P04899', 'EGFR1', 'P31150'})"
"frozenset({'Q9P0U4', 'EGFR1', 'P50222'})"
"frozenset({'Q9UPG8', 'EGFR1', 'Q8IVS8'})"
"frozenset({'P06899', 'Q9P0M6', 'EGFR1'})"
"frozenset({'Q99814', 'O60341', 'EGFR1'})"
"frozenset({'EGFR1', 'Q53EZ4', 'Q24JP5'})"
"frozenset({'Q16666', 'EGFR1', 'Q9Y3C1'})"
"frozenset({'P05014', 'EGFR1', 'P15509'})"
"frozenset({'Q86X19', 'EGFR1', 'Q9UID3'})"
"frozenset({'P46734', 'P60763', 'EGFR1'})"
"frozenset({'Q99626', 'EGFR1', 'Q8IYR0'})"
"frozenset({'Q96I15', 'EGFR1', 'P14735'})"
"frozenset({'Q9GZM5', 'EGFR1', 'P59991'})"
"frozenset({'Q9BYR5', 'EGFR1', 'P60370'})"
"frozenset({'P60409', 'EGFR1', 'Q147U1'})"
"frozenset({'P32242', 'B2RXF5', 'EGFR1'})"
"frozenset({'O60566', 'EGFR1', 'P78371'})"
"frozenset({'P10275', 'Q13794', 'EGFR1'})"
"frozenset({'P14598', 'P11142', 'EGFR1'})"
"frozenset({'Q5VWX1', 'Q96EG3', 'EGFR1'})"
"frozenset({'O14802', 'EGFR1', 'Q9Y5Q9'})"
"frozenset({'Q8TCP9', 'EGFR1', 'Q14498'})"
"frozenset({'O14980', 'EGFR1', 'Q8N8R7'})"
"frozenset({'EGFR1', 'Q13131', 'O14641'})"
"frozenset({'O60508', 'EGFR1', 'Q16629'})"
"frozenset({'P38398', 'O60674', 'EGFR1'})"
"frozenset({'Q86UK5', 'Q9HBM0', 'EGFR1'})"
"frozenset({'Q8WW35', 'EGFR1', 'Q8WVS4'})"
"frozenset({'P51671', 'P42226', 'EGFR1'})"
"frozenset({'Q15417', 'Q9H1Y0', 'EGFR1'})"
"frozenset({'Q9UBB9', 'EGFR1', 'Q7Z3I7'})"
"frozenset({'Q8WXA3', 'EGFR1', 'Q96T51'})"
"frozenset({'O43390', 'EGFR1', 'Q9UKM9'})"
"frozenset({'EGFR1', 'P05412', 'Q7L3T8'})"
"frozenset({'EGFR1', 'Q96C28', 'Q92665'})"
"frozenset({'Q6PCD5', 'EGFR1', 'Q9BXB1'})"
"frozenset({'O75131', 'P35240', 'EGFR1'})"
"frozenset({'Q8N8E2', 'Q92993', 'EGFR1'})"
"frozenset({'P62873', 'EGFR1', 'P62070'})"
"frozenset({'EGFR1', 'P08754', 'P03372'})"
"frozenset({'O15169', 'EGFR1', 'Q9Y2U5'})"
"frozenset({'EGFR1', 'B0FP48', 'Q5T2D2'})"
"frozenset({'Q9BZK7', 'P24468', 'EGFR1'})"
"frozenset({'EGFR1', 'Q13618', 'Q92624'})"
"frozenset({'O60506', 'EGFR1', 'Q15434'})"
"frozenset({'P10145', 'P18827', 'EGFR1'})"
"frozenset({'Q5HYN5', 'Q9H190', 'EGFR1'})"
"frozenset({'Q6P1J9', 'P35268', 'EGFR1'})"
"frozenset({'Q9HCE1', 'Q9NWU5', 'EGFR1'})"
"frozenset({'P62328', 'P04183', 'EGFR1'})"
"frozenset({'O75147', 'EGFR1', 'Q86V81'})"
"frozenset({'O60566', 'EGFR1', 'P04792'})"
"frozenset({'P62330', 'Q12904', 'EGFR1'})"
"frozenset({'Q9NZ32', 'Q9NS85', 'EGFR1'})"
"frozenset({'Q8N4C6', 'Q5TH69', 'EGFR1'})"
"frozenset({'Q8TEQ8', 'Q9HBU9', 'EGFR1'})"
"frozenset({'Q969H0', 'Q9H944', 'EGFR1'})"
"frozenset({'P16333', 'EGFR1', 'Q9Y2H0'})"
"frozenset({'Q92993', 'EGFR1', 'O95295'})"
"frozenset({'Q8WUF5', 'EGFR1', 'O15027'})"
"frozenset({'O95758', 'Q96LT9', 'EGFR1'})"
"frozenset({'EGFR1', 'P16615', 'Q9Y3E0'})"
"frozenset({'P23528', 'EGFR1', 'O60216'})"
"frozenset({'EGFR1', 'Q12873', 'Q06323'})"
"frozenset({'O60478', 'Q15003', 'EGFR1'})"
"frozenset({'O75752', 'Q86SJ6', 'EGFR1'})"
"frozenset({'Q9UKT9', 'EGFR1', 'Q8N5M1'})"
"frozenset({'P49407', 'EGFR1', 'Q8NGS9'})"
"frozenset({'Q12959', 'EGFR1', 'Q01814'})"
"frozenset({'O95219', 'EGFR1', 'Q14203'})"
"frozenset({'Q13813', 'EGFR1', 'P62140'})"
"frozenset({'Q96ES7', 'Q9NPA8', 'EGFR1'})"
"frozenset({'Q4G0F5', 'EGFR1', 'Q9H568'})"
"frozenset({'Q99547', 'P42285', 'EGFR1'})"
"frozenset({'Q9Y4E8', 'EGFR1', 'P62979'})"
"frozenset({'Q9BZD4', 'Q8NG31', 'EGFR1'})"
"frozenset({'P29400', 'EGFR1', 'P98095'})"
"frozenset({'P06241', 'P16070', 'EGFR1'})"
"frozenset({'P30154', 'EGFR1', 'Q06830'})"
"frozenset({'Q9NYJ8', 'Q9H1Y0', 'EGFR1'})"
"frozenset({'P23396', 'EGFR1', 'Q9UHN1'})"
"frozenset({'P16520', 'EGFR1', 'Q16539'})"
"frozenset({'Q02539', 'Q09472', 'EGFR1'})"
"frozenset({'Q8IUH5', 'EGFR1', 'P48730'})"
"frozenset({'Q03112', 'Q15796', 'EGFR1'})"
"frozenset({'Q5VYV7', 'EGFR1', 'P13489'})"
"frozenset({'Q13643', 'Q6PEY2', 'EGFR1'})"
"frozenset({'P61960', 'EGFR1', 'O75312'})"
"frozenset({'Q96R45', 'P62873', 'EGFR1'})"
"frozenset({'P62851', 'P61221', 'EGFR1'})"
"frozenset({'P06400', 'Q99708', 'EGFR1'})"
"frozenset({'Q8WZ42', 'EGFR1', 'P52179'})"
"frozenset({'P38159', 'P51116', 'EGFR1'})"
"frozenset({'P36871', 'EGFR1', 'Q6YP21'})"
"frozenset({'P41182', 'O14497', 'EGFR1'})"
"frozenset({'Q96A09', 'EGFR1', 'Q9UF72'})"
"frozenset({'P19784', 'P38432', 'EGFR1'})"
"frozenset({'P61964', 'EGFR1', 'Q53EZ4'})"
"frozenset({'Q3B8N2', 'O00308', 'EGFR1'})"
"frozenset({'P78380', 'EGFR1', 'P50991'})"
"frozenset({'P15336', 'EGFR1', 'Q8IU81'})"
"frozenset({'O76011', 'EGFR1', 'Q9BT92'})"
"frozenset({'Q13813', 'Q9Y5U2', 'EGFR1'})"
"frozenset({'Q13616', 'P17812', 'EGFR1'})"
"frozenset({'Q99928', 'P60520', 'EGFR1'})"
"frozenset({'O60488', 'EGFR1', 'Q92949'})"
"frozenset({'EGFR1', 'P05412', 'P35030'})"
"frozenset({'Q8N3E9', 'EGFR1', 'Q8N3V7'})"
"frozenset({'Q14999', 'EGFR1', 'P30048'})"
"frozenset({'O95661', 'EGFR1', 'Q9UHY8'})"
"frozenset({'EGFR1', 'Q9BYC8', 'Q9NP92'})"
"frozenset({'O95897', 'A2RRP1', 'EGFR1'})"
"frozenset({'P61952', 'EGFR1', 'P40145'})"
"frozenset({'P19320', 'EGFR1', 'Q14160'})"
"frozenset({'EGFR1', 'P02751', 'P30626'})"
"frozenset({'Q92783', 'O60674', 'EGFR1'})"
"frozenset({'Q96EW2', 'P21246', 'EGFR1'})"
"frozenset({'Q96M89', 'EGFR1', 'O94986'})"
"frozenset({'Q8IXI1', 'EGFR1', 'P27986'})"
"frozenset({'P19174', 'EGFR1', 'Q8IZP0'})"
"frozenset({'P09237', 'EGFR1', 'Q9NQB0'})"
"frozenset({'Q92886', 'Q06455', 'EGFR1'})"
"frozenset({'Q9NTX7', 'EGFR1', 'P62837'})"
"frozenset({'O94888', 'EGFR1', 'P46937'})"
"frozenset({'Q9P0V9', 'EGFR1', 'Q9ULV4'})"
"frozenset({'EGFR1', 'P61073', 'Q06124'})"
"frozenset({'Q16637', 'O95402', 'EGFR1'})"
"frozenset({'O60885', 'Q15717', 'EGFR1'})"
"frozenset({'EGFR1', 'P62993', 'Q9Y2R2'})"
"frozenset({'P46736', 'O94776', 'EGFR1'})"
"frozenset({'Q6IQ23', 'EGFR1', 'Q9H6S3'})"
"frozenset({'O94822', 'EGFR1', 'O43493'})"
"frozenset({'Q13765', 'EGFR1', 'Q5T3J3'})"
"frozenset({'Q96CW1', 'EGFR1', 'Q9NZM3'})"
"frozenset({'P55072', 'EGFR1', 'Q8NBT2'})"
"frozenset({'Q7Z3Z2', 'Q9Y6M4', 'EGFR1'})"
"frozenset({'O00305', 'EGFR1', 'P63151'})"
"frozenset({'Q05655', 'Q14204', 'EGFR1'})"
"frozenset({'P61247', 'P39023', 'EGFR1'})"
"frozenset({'Q9ULR0', 'EGFR1', 'Q9HCE1'})"
"frozenset({'P54578', 'EGFR1', 'P62888'})"
"frozenset({'P78527', 'P27348', 'EGFR1'})"
"frozenset({'P62424', 'P39023', 'EGFR1'})"
"frozenset({'Q17RS7', 'EGFR1', 'Q66GS9'})"
"frozenset({'EGFR1', 'P30613', 'P12004'})"
"frozenset({'Q92574', 'Q969U6', 'EGFR1'})"
"frozenset({'Q15942', 'Q92858', 'EGFR1'})"
"frozenset({'Q96K19', 'P35579', 'EGFR1'})"
"frozenset({'Q9UHQ4', 'P35232', 'EGFR1'})"
"frozenset({'P26441', 'Q8NG50', 'EGFR1'})"
"frozenset({'P0DP23', 'Q9Y4K3', 'EGFR1'})"
"frozenset({'O75874', 'EGFR1', 'Q9NUQ9'})"
"frozenset({'O15144', 'Q9BPX5', 'EGFR1'})"
"frozenset({'O94832', 'EGFR1', 'Q9BRX2'})"
"frozenset({'EGFR1', 'P62807', 'Q7Z5J4'})"
"frozenset({'P41567', 'EGFR1', 'P55010'})"
"frozenset({'Q08379', 'EGFR1', 'Q03989'})"
"frozenset({'EGFR1', 'O43464', 'Q00535'})"
"frozenset({'P62273', 'EGFR1', 'Q8NC51'})"
"frozenset({'Q00534', 'Q8IZC7', 'EGFR1'})"
"frozenset({'Q99759', 'Q12959', 'EGFR1'})"
"frozenset({'P49821', 'P14927', 'EGFR1'})"
"frozenset({'Q9NY65', 'P60033', 'EGFR1'})"
"frozenset({'Q6NYC1', 'EGFR1', 'Q14938'})"
"frozenset({'O60674', 'EGFR1', 'P01570'})"
"frozenset({'P63146', 'EGFR1', 'P49721'})"
"frozenset({'Q00987', 'O95661', 'EGFR1'})"
"frozenset({'Q96KC8', 'Q6NUS6', 'EGFR1'})"
"frozenset({'EGFR1', 'Q01082', 'P60484'})"
"frozenset({'P46459', 'EGFR1', 'Q8N1C3'})"
"frozenset({'Q02548', 'EGFR1', 'Q9UER7'})"
"frozenset({'P23508', 'EGFR1', 'P60468'})"
"frozenset({'Q8WXH0', 'P0DP23', 'EGFR1'})"
"frozenset({'P23560', 'Q15717', 'EGFR1'})"
"frozenset({'EGFR1', 'Q86UX7', 'Q6NS38'})"
"frozenset({'Q8WXH5', 'P42226', 'EGFR1'})"
"frozenset({'EGFR1', 'O43542', 'O14498'})"
"frozenset({'Q14244', 'EGFR1', 'P49759'})"
"frozenset({'P46934', 'Q96J02', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9UBE8', 'Q6L8G9'})"
"frozenset({'P06396', 'Q9UMR2', 'EGFR1'})"
"frozenset({'Q15459', 'Q6IN85', 'EGFR1'})"
"frozenset({'P30480', 'EGFR1', 'P47914'})"
"frozenset({'P01106', 'EGFR1', 'Q00722'})"
"frozenset({'Q9H0H5', 'Q9UIK4', 'EGFR1'})"
"frozenset({'P01574', 'Q04864', 'EGFR1'})"
"frozenset({'EGFR1', 'Q8NGD0', 'Q9P2W3'})"
"frozenset({'Q9H4A3', 'EGFR1', 'Q8WXG6'})"
"frozenset({'Q8IWL3', 'EGFR1', 'Q9GZP9'})"
"frozenset({'P28066', 'Q9UQL6', 'EGFR1'})"
"frozenset({'Q9BXW9', 'EGFR1', 'Q13352'})"
"frozenset({'P06213', 'EGFR1', 'P31946'})"
"frozenset({'Q8IVT2', 'O00159', 'EGFR1'})"
"frozenset({'Q96GY3', 'P10244', 'EGFR1'})"
"frozenset({'P49590', 'Q9NP81', 'EGFR1'})"
"frozenset({'Q9UI95', 'EGFR1', 'Q9Y2S7'})"
"frozenset({'Q92993', 'EGFR1', 'Q9H2G9'})"
"frozenset({'P20042', 'P62987', 'EGFR1'})"
"frozenset({'Q9Y2Q9', 'Q12849', 'EGFR1'})"
"frozenset({'Q9Y5S2', 'EGFR1', 'Q13163'})"
"frozenset({'P11142', 'EGFR1', 'P68104'})"
"frozenset({'O60341', 'EGFR1', 'Q08211'})"
"frozenset({'B9A064', 'Q9UMR2', 'EGFR1'})"
"frozenset({'Q5VYK3', 'EGFR1', 'P62333'})"
"frozenset({'Q9BQ39', 'EGFR1', 'P41218'})"
"frozenset({'Q14CS0', 'Q8IWV8', 'EGFR1'})"
"frozenset({'P12931', 'EGFR1', 'P06756'})"
"frozenset({'Q5T5P2', 'Q14192', 'EGFR1'})"
"frozenset({'P31689', 'Q96FW1', 'EGFR1'})"
"frozenset({'Q8IWX8', 'EGFR1', 'P63244'})"
"frozenset({'Q9HC62', 'Q96PU5', 'EGFR1'})"
"frozenset({'O75386', 'EGFR1', 'Q9HCG1'})"
"frozenset({'O00422', 'O75494', 'EGFR1'})"
"frozenset({'P23396', 'Q9BV73', 'EGFR1'})"
"frozenset({'P50443', 'EGFR1', 'P17931'})"
"frozenset({'P14859', 'P32302', 'EGFR1'})"
"frozenset({'P06493', 'EGFR1', 'O43464'})"
"frozenset({'EGFR1', 'Q9P0U3', 'P57740'})"
"frozenset({'P62877', 'P14373', 'EGFR1'})"
"frozenset({'P10588', 'EGFR1', 'Q9UIF8'})"
"frozenset({'Q6NZY4', 'EGFR1', 'Q9NQT5'})"
"frozenset({'O75015', 'EGFR1', 'P08637'})"
"frozenset({'Q9NYZ3', 'Q9Y664', 'EGFR1'})"
"frozenset({'Q9UNN5', 'Q92598', 'EGFR1'})"
"frozenset({'Q8IVT5', 'EGFR1', 'Q96GA3'})"
"frozenset({'P49593', 'EGFR1', 'P56192'})"
"frozenset({'Q13009', 'P52198', 'EGFR1'})"
"frozenset({'O00182', 'EGFR1', 'P51884'})"
"frozenset({'Q15436', 'Q6IQ23', 'EGFR1'})"
"frozenset({'Q8N302', 'EGFR1', 'Q9H8V3'})"
"frozenset({'P81605', 'EGFR1', 'Q13618'})"
"frozenset({'O00214', 'Q5S007', 'EGFR1'})"
"frozenset({'Q9UBQ0', 'EGFR1', 'A0MZ66'})"
"frozenset({'P27695', 'EGFR1', 'P35244'})"
"frozenset({'Q7Z7A1', 'EGFR1', 'P40222'})"
"frozenset({'Q99623', 'EGFR1', 'P15172'})"
"frozenset({'P11142', 'EGFR1', 'P30408'})"
"frozenset({'P57740', 'EGFR1', 'Q12888'})"
"frozenset({'P19793', 'Q13547', 'EGFR1'})"
"frozenset({'P22455', 'P49765', 'EGFR1'})"
"frozenset({'EGFR1', 'O95757', 'P63151'})"
"frozenset({'Q14571', 'Q86YM7', 'EGFR1'})"
"frozenset({'P34932', 'O00141', 'EGFR1'})"
"frozenset({'O00217', 'EGFR1', 'O75208'})"
"frozenset({'Q15365', 'EGFR1', 'Q01081'})"
"frozenset({'Q86TM6', 'O94905', 'EGFR1'})"
"frozenset({'Q6UWE0', 'P51965', 'EGFR1'})"
"frozenset({'P25815', 'P15311', 'EGFR1'})"
"frozenset({'EGFR1', 'Q2YD98', 'P19447'})"
"frozenset({'EGFR1', 'Q9BYV2', 'Q8TAB5'})"
"frozenset({'Q8NGG6', 'P32121', 'EGFR1'})"
"frozenset({'Q05519', 'EGFR1', 'Q01130'})"
"frozenset({'P26196', 'Q9UN81', 'EGFR1'})"
"frozenset({'EGFR1', 'O75367', 'Q16778'})"
"frozenset({'O94983', 'Q9UQL6', 'EGFR1'})"
"frozenset({'P18847', 'EGFR1', 'P40763'})"
"frozenset({'Q13263', 'EGFR1', 'Q96SB3'})"
"frozenset({'P49770', 'EGFR1', 'Q8N490'})"
"frozenset({'P56524', 'Q15637', 'EGFR1'})"
"frozenset({'Q5VWQ8', 'P61018', 'EGFR1'})"
"frozenset({'P05556', 'Q01955', 'EGFR1'})"
"frozenset({'EGFR1', 'Q99871', 'Q68CZ6'})"
"frozenset({'P26038', 'P42765', 'EGFR1'})"
"frozenset({'EGFR1', 'P13645', 'P61326'})"
"frozenset({'P49458', 'Q00613', 'EGFR1'})"
"frozenset({'P15927', 'EGFR1', 'Q96DH6'})"
"frozenset({'EGFR1', 'O14950', 'Q504Q3'})"
"frozenset({'P05019', 'P35568', 'EGFR1'})"
"frozenset({'Q14686', 'EGFR1', 'P05412'})"
"frozenset({'P28845', 'O14656', 'EGFR1'})"
