negatives
"frozenset({'Q6NUK4', 'P31947', 'Notch'})"
"frozenset({'Notch', 'Q15369', 'Q504Q3'})"
"frozenset({'Notch', 'Q12906', 'Q9BXB1'})"
"frozenset({'Notch', 'Q96BA8', 'O43889'})"
"frozenset({'Notch', 'Q9Y3C4', 'P61158'})"
"frozenset({'Q9HAT0', 'Q86YD7', 'Notch'})"
"frozenset({'Notch', 'O75643', 'Q9NRD1'})"
"frozenset({'Notch', 'P06748', 'P49450'})"
"frozenset({'Q96SK2', 'Notch', 'Q14974'})"
"frozenset({'Notch', 'P14678', 'Q8N726'})"
"frozenset({'Q15006', 'Notch', 'Q15648'})"
"frozenset({'Q14152', 'Q8NFJ9', 'Notch'})"
"frozenset({'P20783', 'Notch', 'Q06033'})"
"frozenset({'Notch', 'O75925', 'Q96RG2'})"
"frozenset({'Notch', 'Q02363', 'P52952'})"
"frozenset({'Notch', 'Q7Z3Y7', 'Q9Y5K5'})"
"frozenset({'Notch', 'Q9Y6E7', 'P12694'})"
"frozenset({'Notch', 'P25098', 'O60431'})"
"frozenset({'Notch', 'P63151', 'Q9NWZ3'})"
"frozenset({'Notch', 'Q7L0J3', 'P04629'})"
"frozenset({'Q96EB6', 'Notch', 'P19784'})"
"frozenset({'Notch', 'Q9BQA1', 'P04637'})"
"frozenset({'Notch', 'O94916', 'P10275'})"
"frozenset({'P61006', 'Notch', 'Q8NA72'})"
"frozenset({'Notch', 'Q9H0A0', 'O75147'})"
"frozenset({'Q06455', 'Notch', 'P13861'})"
"frozenset({'Notch', 'Q15517', 'P19838'})"
"frozenset({'P22694', 'P49841', 'Notch'})"
"frozenset({'Notch', 'P52789', 'P06737'})"
"frozenset({'Notch', 'Q8IZL8', 'P48431'})"
"frozenset({'P10412', 'Q8TF42', 'Notch'})"
"frozenset({'Notch', 'O60524', 'Q9NX55'})"
"frozenset({'Notch', 'P62877', 'Q15750'})"
"frozenset({'Notch', 'Q12792', 'P33176'})"
"frozenset({'Notch', 'P62906', 'O95602'})"
"frozenset({'Q96BY2', 'P62979', 'Notch'})"
"frozenset({'Notch', 'Q9NWS8', 'Q9H244'})"
"frozenset({'O43711', 'Notch', 'Q04725'})"
"frozenset({'Notch', 'Q96T91', 'Q86YW7'})"
"frozenset({'Notch', 'Q9Y3P8', 'P43403'})"
"frozenset({'Notch', 'P35998', 'Q9Y468'})"
"frozenset({'Notch', 'P08238', 'Q96GE6'})"
"frozenset({'Notch', 'Q02241', 'Q9H8V3'})"
"frozenset({'Notch', 'P62910', 'P06748'})"
"frozenset({'Notch', 'Q14980', 'Q9BRX9'})"
"frozenset({'Notch', 'Q8N137', 'Q9UIV1'})"
"frozenset({'Notch', 'O95166', 'Q9NX58'})"
"frozenset({'Notch', 'P67775', 'P16220'})"
"frozenset({'Notch', 'Q02156', 'P12236'})"
"frozenset({'Notch', 'Q14982', 'P60410'})"
"frozenset({'Notch', 'Q15147', 'Q9HAV0'})"
"frozenset({'Notch', 'P02786', 'Q8TCT8'})"
"frozenset({'Q92620', 'Q9NRC8', 'Notch'})"
"frozenset({'Notch', 'O95071', 'O43684'})"
"frozenset({'P25325', 'O75396', 'Notch'})"
"frozenset({'O43257', 'Notch', 'A8MQ03'})"
"frozenset({'Notch', 'P06280', 'Q9NZL9'})"
"frozenset({'Notch', 'Q13619', 'Q9H9S0'})"
"frozenset({'Notch', 'O15439', 'Q96RT1'})"
"frozenset({'Q9GZQ8', 'Notch', 'P60866'})"
"frozenset({'Q8IWZ5', 'Notch', 'Q8NA54'})"
"frozenset({'Notch', 'P54886', 'Q92499'})"
"frozenset({'P05107', 'Notch', 'P27701'})"
"frozenset({'Notch', 'Q6P5W5', 'Q6UX07'})"
"frozenset({'Notch', 'O75298', 'Q9UN42'})"
"frozenset({'Notch', 'P19838', 'O14654'})"
"frozenset({'O00429', 'Notch', 'O75381'})"
"frozenset({'P32969', 'P62273', 'Notch'})"
"frozenset({'Notch', 'Q86YC2', 'Q14627'})"
"frozenset({'Q9BZV1', 'Notch', 'Q9UNN5'})"
"frozenset({'P17612', 'P01892', 'Notch'})"
"frozenset({'Notch', 'O15315', 'P62807'})"
"frozenset({'Notch', 'Q96SZ5', 'P40123'})"
"frozenset({'Notch', 'Q01196', 'Q99607'})"
"frozenset({'Notch', 'P01112', 'P06241'})"
"frozenset({'Notch', 'Q96A33', 'Q13286'})"
"frozenset({'Notch', 'P11229', 'P49407'})"
"frozenset({'Q9BUK6', 'Notch', 'Q8NF37'})"
"frozenset({'Notch', 'P68400', 'Q14839'})"
"frozenset({'Notch', 'Q8WWI1', 'P24941'})"
"frozenset({'Notch', 'P01023', 'P62993'})"
"frozenset({'Notch', 'P09669', 'P14854'})"
"frozenset({'Notch', 'P35221', 'Q9UKB1'})"
"frozenset({'Notch', 'P50222', 'P55198'})"
"frozenset({'O75369', 'Q13283', 'Notch'})"
"frozenset({'Notch', 'P27348', 'Q9Y6J0'})"
"frozenset({'Q9UPY3', 'P19525', 'Notch'})"
"frozenset({'Notch', 'P10599', 'P11441'})"
"frozenset({'P62837', 'Notch', 'Q9UKT8'})"
"frozenset({'Q99570', 'Notch', 'Q9Y371'})"
"frozenset({'Q14203', 'Q9UKS6', 'Notch'})"
"frozenset({'Notch', 'Q9BSJ8', 'P13612'})"
"frozenset({'Notch', 'Q16659', 'Q7L190'})"
"frozenset({'Notch', 'P11498', 'E9PAV3'})"
"frozenset({'Notch', 'Q8N6Y0', 'O43663'})"
"frozenset({'Notch', 'P22794', 'Q9HD26'})"
"frozenset({'Notch', 'P20336', 'P47224'})"
"frozenset({'Notch', 'Q9Y297', 'O00444'})"
"frozenset({'Notch', 'O60262', 'Q13698'})"
"frozenset({'Notch', 'Q8TBB1', 'Q7Z3S9'})"
"frozenset({'Notch', 'Q9H2H9', 'P45880'})"
"frozenset({'Q13508', 'Q96DA2', 'Notch'})"
"frozenset({'Notch', 'P0DMM9', 'P28070'})"
"frozenset({'Notch', 'Q16740', 'Q9UDW1'})"
"frozenset({'Notch', 'P31152', 'Q9UQC2'})"
"frozenset({'Notch', 'Q13153', 'P08134'})"
"frozenset({'Notch', 'P84022', 'Q5TA50'})"
"frozenset({'Notch', 'Q9NQX5', 'Q15036'})"
"frozenset({'Notch', 'Q9BRA2', 'Q96Q11'})"
"frozenset({'Notch', 'P78395', 'P35249'})"
"frozenset({'Notch', 'P02814', 'Q8WUN7'})"
"frozenset({'O75323', 'Q86X19', 'Notch'})"
"frozenset({'Notch', 'Q9BZ29', 'Q14511'})"
"frozenset({'Notch', 'Q13227', 'Q15466'})"
"frozenset({'Notch', 'P35626', 'Q8NG77'})"
"frozenset({'O15318', 'P05423', 'Notch'})"
"frozenset({'Q15654', 'P49639', 'Notch'})"
"frozenset({'Notch', 'Q9P0G3', 'Q9NQ38'})"
"frozenset({'Q01453', 'Notch', 'P27824'})"
"frozenset({'Notch', 'Q9P0K8', 'Q15717'})"
"frozenset({'Notch', 'Q8NH85', 'P32121'})"
"frozenset({'Notch', 'Q9BYR5', 'Q9NQS3'})"
"frozenset({'Q9H9B1', 'Notch', 'Q9H4L7'})"
"frozenset({'Notch', 'O95989', 'P62917'})"
"frozenset({'Notch', 'Q68D86', 'Q8N1B4'})"
"frozenset({'Q96ST3', 'Q13127', 'Notch'})"
"frozenset({'Notch', 'P09669', 'Q02221'})"
"frozenset({'Notch', 'Q99496', 'Q99623'})"
"frozenset({'Notch', 'P11362', 'P05019'})"
"frozenset({'Notch', 'P49795', 'P04629'})"
"frozenset({'Notch', 'Q03164', 'Q14209'})"
"frozenset({'P63244', 'Q96GF1', 'Notch'})"
"frozenset({'Notch', 'P49450', 'Q96H22'})"
"frozenset({'Notch', 'Q16623', 'Q14721'})"
"frozenset({'Q99954', 'Notch', 'O00308'})"
"frozenset({'Notch', 'P63167', 'P01889'})"
"frozenset({'P68363', 'P68371', 'Notch'})"
"frozenset({'O60264', 'Notch', 'Q13285'})"
"frozenset({'P67870', 'P62805', 'Notch'})"
"frozenset({'Notch', 'P62714', 'Q96HW7'})"
"frozenset({'Notch', 'P17181', 'Q09472'})"
"frozenset({'Notch', 'P07766', 'Q13432'})"
"frozenset({'Notch', 'Q8TF65', 'Q96ID5'})"
"frozenset({'Notch', 'Q12830', 'Q16695'})"
"frozenset({'Notch', 'Q9P0L0', 'P15336'})"
"frozenset({'Notch', 'P58876', 'Q16777'})"
"frozenset({'Q9BZH6', 'Notch', 'Q9UKB1'})"
"frozenset({'Notch', 'P62979', 'Q6ICB0'})"
"frozenset({'Notch', 'Q6P047', 'Q502X0'})"
"frozenset({'Notch', 'Q13683', 'Q14192'})"
"frozenset({'Notch', 'Q8TBP0', 'Q9UGC6'})"
"frozenset({'Notch', 'P61077', 'Q99496'})"
"frozenset({'Notch', 'Q13148', 'Q9Y520'})"
"frozenset({'Notch', 'P46777', 'P07900'})"
"frozenset({'Notch', 'P58753', 'O94822'})"
"frozenset({'Notch', 'Q14240', 'Q8IXW5'})"
"frozenset({'Notch', 'Q969Q1', 'Q16654'})"
"frozenset({'Notch', 'P38398', 'Q8WW35'})"
"frozenset({'Notch', 'P53365', 'Q9UFG5'})"
"frozenset({'Notch', 'P68036', 'Q9NV58'})"
"frozenset({'Notch', 'Q96KR7', 'Q12905'})"
"frozenset({'Notch', 'Q53S33', 'O75380'})"
"frozenset({'Notch', 'Q9HCE1', 'P56817'})"
"frozenset({'Notch', 'O95197', 'O43791'})"
"frozenset({'Q9HC16', 'Notch', 'P34932'})"
"frozenset({'Notch', 'O00399', 'P47756'})"
"frozenset({'Notch', 'Q9NWS0', 'P62487'})"
"frozenset({'Notch', 'P35244', 'P49366'})"
"frozenset({'P19320', 'Notch', 'P61158'})"
"frozenset({'Notch', 'O60674', 'P08700'})"
"frozenset({'Notch', 'Q9HB71', 'Q7L5Y6'})"
"frozenset({'Notch', 'P49006', 'Q86X19'})"
"frozenset({'Notch', 'P54727', 'O43395'})"
"frozenset({'Notch', 'Q9H9Z2', 'O60832'})"
"frozenset({'Notch', 'Q8N6T7', 'Q9UG63'})"
"frozenset({'P17612', 'Notch', 'O60240'})"
"frozenset({'Q7L273', 'O76011', 'Notch'})"
"frozenset({'Notch', 'Q99459', 'O00178'})"
"frozenset({'Notch', 'P33992', 'P62979'})"
"frozenset({'P16410', 'Notch', 'P20963'})"
"frozenset({'Q02127', 'Notch', 'Q02218'})"
"frozenset({'P22694', 'Q16718', 'Notch'})"
"frozenset({'Notch', 'O15123', 'P22455'})"
"frozenset({'Q9UKJ8', 'O43765', 'Notch'})"
"frozenset({'Notch', 'Q8WVM7', 'Q8NDV3'})"
"frozenset({'Notch', 'Q9Y294', 'Q9UKI8'})"
"frozenset({'Q9BUJ2', 'Q96MA1', 'Notch'})"
"frozenset({'Notch', 'Q8NHY2', 'Q99627'})"
"frozenset({'Notch', 'Q13418', 'P16188'})"
"frozenset({'Notch', 'Q9UI26', 'P52594'})"
"frozenset({'Notch', 'Q9UNZ2', 'Q9GZZ9'})"
"frozenset({'Notch', 'P50148', 'Q9NPG1'})"
"frozenset({'Notch', 'P46777', 'Q5JTH9'})"
"frozenset({'Notch', 'Q7L775', 'Q8N1B4'})"
"frozenset({'Notch', 'P49721', 'Q9Y6V7'})"
"frozenset({'Notch', 'P49720', 'P01241'})"
"frozenset({'Notch', 'Q9P2B4', 'Q5VSL9'})"
"frozenset({'Notch', 'Q8IWT0', 'Q9NTI2'})"
"frozenset({'O95817', 'P54252', 'Notch'})"
"frozenset({'Notch', 'O15160', 'Q9UHW5'})"
"frozenset({'Notch', 'P0DP24', 'P49407'})"
"frozenset({'Notch', 'P61978', 'P35244'})"
"frozenset({'Notch', 'O14920', 'Q9UHD2'})"
"frozenset({'Notch', 'O00743', 'P11182'})"
"frozenset({'Notch', 'Q9H2A7', 'P49682'})"
"frozenset({'Notch', 'Q9HB90', 'P49815'})"
"frozenset({'Notch', 'Q8IVT5', 'Q99873'})"
"frozenset({'Notch', 'Q8TBE0', 'P60331'})"
"frozenset({'Notch', 'Q6W2J9', 'P08047'})"
"frozenset({'Notch', 'O60513', 'Q9HCE1'})"
"frozenset({'Notch', 'O15294', 'Q9UPP1'})"
"frozenset({'Notch', 'P15291', 'P01106'})"
"frozenset({'Q01860', 'Notch', 'O75306'})"
"frozenset({'P51690', 'Q07912', 'Notch'})"
"frozenset({'Notch', 'P41586', 'O60262'})"
"frozenset({'Notch', 'Q99835', 'P06241'})"
"frozenset({'Q5BJH7', 'Q969M3', 'Notch'})"
"frozenset({'P22694', 'Q8NGD5', 'Notch'})"
"frozenset({'O60885', 'Q15059', 'Notch'})"
"frozenset({'Q8TAP6', 'Q8NDW8', 'Notch'})"
"frozenset({'Notch', 'Q13823', 'O60832'})"
"frozenset({'Notch', 'Q86YD7', 'Q06547'})"
"frozenset({'Notch', 'P13762', 'P11142'})"
"frozenset({'Notch', 'O75821', 'P41091'})"
"frozenset({'Notch', 'O75665', 'Q9BT92'})"
"frozenset({'Notch', 'O14672', 'P29320'})"
"frozenset({'Notch', 'Q8TCI5', 'Q9BT73'})"
"frozenset({'Notch', 'O60902', 'Q14134'})"
"frozenset({'Notch', 'P23508', 'P40337'})"
"frozenset({'P21246', 'P60709', 'Notch'})"
"frozenset({'Notch', 'Q15717', 'Q8TEW6'})"
"frozenset({'P05412', 'Notch', 'P54652'})"
"frozenset({'Notch', 'Q2M1P5', 'Q7Z7C8'})"
"frozenset({'Notch', 'Q6P1N9', 'Q58FG1'})"
"frozenset({'Notch', 'Q92922', 'Q9UK53'})"
"frozenset({'Notch', 'Q8TBZ8', 'Q96KN7'})"
"frozenset({'Notch', 'Q14683', 'Q15365'})"
"frozenset({'Q8WXX7', 'Q8IY57', 'Notch'})"
"frozenset({'Notch', 'Q9NY56', 'P12110'})"
"frozenset({'Notch', 'Q13315', 'Q6ZWJ1'})"
"frozenset({'P19174', 'P07949', 'Notch'})"
"frozenset({'Notch', 'Q13190', 'P46379'})"
"frozenset({'Notch', 'P37231', 'P10909'})"
"frozenset({'Notch', 'Q8N112', 'A2RU14'})"
"frozenset({'Notch', 'Q01094', 'Q8N726'})"
"frozenset({'Notch', 'P15018', 'Q6UXL0'})"
"frozenset({'O14776', 'Q15047', 'Notch'})"
"frozenset({'P39880', 'Q9C009', 'Notch'})"
"frozenset({'Notch', 'O15444', 'P51684'})"
"frozenset({'Notch', 'Q04917', 'Q6ICG6'})"
"frozenset({'P62195', 'Q9C035', 'Notch'})"
"frozenset({'Q69YN4', 'Q9UJV9', 'Notch'})"
"frozenset({'Notch', 'Q9NQE7', 'P49736'})"
"frozenset({'Notch', 'Q15645', 'P13693'})"
"frozenset({'Notch', 'Q08379', 'P51946'})"
"frozenset({'Notch', 'Q99958', 'Q08379'})"
"frozenset({'Notch', 'P49736', 'P12814'})"
"frozenset({'Notch', 'P19105', 'P24844'})"
"frozenset({'Notch', 'Q9NPH0', 'Q9H2U1'})"
"frozenset({'Notch', 'P0DP25', 'O14976'})"
"frozenset({'Notch', 'Q03252', 'Q8WVC0'})"
"frozenset({'Notch', 'Q8TDS4', 'Q9UBU3'})"
"frozenset({'Notch', 'P63096', 'Q13936'})"
"frozenset({'Notch', 'Q9NZ01', 'Q9NR20'})"
"frozenset({'Notch', 'Q9H3F6', 'Q9NPF8'})"
"frozenset({'Q6A162', 'P43353', 'Notch'})"
"frozenset({'Q5T7P2', 'Notch', 'Q9BYQ0'})"
"frozenset({'Q4VCS5', 'Notch', 'Q14324'})"
"frozenset({'P17612', 'Notch', 'P13612'})"
"frozenset({'Notch', 'Q9UKX5', 'P26012'})"
"frozenset({'Notch', 'Q96Q83', 'Q71U36'})"
"frozenset({'P54619', 'Q92574', 'Notch'})"
"frozenset({'Notch', 'P27348', 'P58876'})"
"frozenset({'Notch', 'P13612', 'Q96CW1'})"
"frozenset({'Notch', 'P10144', 'P50453'})"
"frozenset({'Notch', 'Q9UBU8', 'Q8WV44'})"
"frozenset({'Notch', 'O15155', 'Q9P0N5'})"
"frozenset({'Notch', 'Q9HC98', 'Q08345'})"
"frozenset({'Notch', 'Q13085', 'Q8TF42'})"
"frozenset({'Notch', 'Q8TDN6', 'Q02878'})"
"frozenset({'P49458', 'Notch', 'P61011'})"
"frozenset({'Notch', 'Q96HD1', 'Q13352'})"
"frozenset({'O43524', 'P62714', 'Notch'})"
"frozenset({'Notch', 'O75251', 'Q5TEU4'})"
"frozenset({'Notch', 'P78318', 'Q96G74'})"
"frozenset({'Notch', 'P46783', 'O95433'})"
"frozenset({'Notch', 'Q8WXI9', 'Q86T24'})"
"frozenset({'Notch', 'P62805', 'Q9UIF9'})"
"frozenset({'P42263', 'Notch', 'P78352'})"
"frozenset({'Notch', 'Q15572', 'Q92890'})"
"frozenset({'Notch', 'P63165', 'P51617'})"
"frozenset({'Q96LZ3', 'Q9NZT1', 'Notch'})"
"frozenset({'O43524', 'P11309', 'Notch'})"
"frozenset({'Q07817', 'P53634', 'Notch'})"
"frozenset({'Q15561', 'Notch', 'Q86VW0'})"
"frozenset({'Notch', 'Q12906', 'Q9H0N5'})"
"frozenset({'Notch', 'Q9BYR8', 'Q96LM6'})"
"frozenset({'Notch', 'Q8WWZ4', 'Q92905'})"
"frozenset({'Notch', 'P61457', 'Q9Y2E4'})"
"frozenset({'Notch', 'P04637', 'Q92794'})"
"frozenset({'Notch', 'Q5JTH9', 'O76094'})"
"frozenset({'Notch', 'P78318', 'Q8TB45'})"
"frozenset({'Notch', 'P13010', 'O14862'})"
"frozenset({'Notch', 'Q9P0I2', 'O43402'})"
"frozenset({'Notch', 'Q92624', 'Q5I0X4'})"
"frozenset({'Notch', 'P63279', 'Q96GD4'})"
"frozenset({'Notch', 'P16333', 'P11021'})"
"frozenset({'Notch', 'O60739', 'Q13526'})"
"frozenset({'Notch', 'O00555', 'P48549'})"
"frozenset({'Notch', 'Q5VZL5', 'P78371'})"
"frozenset({'Notch', 'Q9HAW0', 'P35606'})"
"frozenset({'Notch', 'Q8N5Z5', 'Q8N5I2'})"
"frozenset({'Notch', 'Q9C0J8', 'Q9NPJ6'})"
"frozenset({'Notch', 'Q9Y2Z0', 'P34932'})"
"frozenset({'P51965', 'Q86Y01', 'Notch'})"
"frozenset({'Notch', 'O00560', 'Q96MH2'})"
"frozenset({'Notch', 'O75449', 'Q9HCH0'})"
"frozenset({'Notch', 'P62820', 'Q9UI14'})"
"frozenset({'Notch', 'P52294', 'O95071'})"
"frozenset({'Notch', 'P27824', 'Q7L1S5'})"
"frozenset({'Notch', 'Q96RU7', 'P28799'})"
"frozenset({'Notch', 'P04792', 'P01375'})"
"frozenset({'Notch', 'P00533', 'Q13325'})"
"frozenset({'Notch', 'O96008', 'P37802'})"
"frozenset({'P26599', 'Notch', 'Q9GZQ8'})"
"frozenset({'Notch', 'P07359', 'P42336'})"
"frozenset({'Q13233', 'P60953', 'Notch'})"
"frozenset({'P67870', 'Notch', 'P35222'})"
"frozenset({'Q9BWG6', 'Notch', 'Q96Q77'})"
"frozenset({'Notch', 'P55345', 'Q96JH7'})"
"frozenset({'Notch', 'Q9UKX7', 'Q68CP9'})"
"frozenset({'Notch', 'P46783', 'Q504Q3'})"
"frozenset({'Notch', 'Q07869', 'P63279'})"
"frozenset({'Notch', 'O75128', 'P47755'})"
"frozenset({'Notch', 'P84098', 'Q9UNX3'})"
"frozenset({'Q8N1G2', 'O75150', 'Notch'})"
"frozenset({'Notch', 'Q96FA3', 'Q9BSE2'})"
"frozenset({'Notch', 'O14920', 'P41279'})"
"frozenset({'P09651', 'Notch', 'Q5U5Q3'})"
"frozenset({'Notch', 'P12757', 'Q14112'})"
"frozenset({'Notch', 'P48729', 'O15169'})"
"frozenset({'Q99933', 'Notch', 'P61160'})"
"frozenset({'Notch', 'Q9H426', 'Q13315'})"
"frozenset({'Notch', 'Q92900', 'O14862'})"
"frozenset({'Q14692', 'Notch', 'Q9H9J4'})"
"frozenset({'Notch', 'O14950', 'Q16630'})"
"frozenset({'Notch', 'Q9BZS1', 'Q9UNE7'})"
"frozenset({'O95817', 'Notch', 'P63172'})"
"frozenset({'Notch', 'P00533', 'P23634'})"
"frozenset({'Notch', 'Q13263', 'O75376'})"
"frozenset({'Notch', 'Q6VMQ6', 'Q9Y383'})"
"frozenset({'Q8TCT9', 'P43307', 'Notch'})"
"frozenset({'Notch', 'P50225', 'Q9BUF5'})"
"frozenset({'O75044', 'Notch', 'Q00536'})"
"frozenset({'P22626', 'Q01130', 'Notch'})"
"frozenset({'Notch', 'P00533', 'Q29RF7'})"
"frozenset({'Notch', 'O60315', 'O00257'})"
"frozenset({'Notch', 'O60729', 'Q96QB1'})"
"frozenset({'Notch', 'Q9Y4F3', 'Q13363'})"
"frozenset({'Notch', 'Q9BPU9', 'Q96GX1'})"
"frozenset({'Notch', 'Q9BZ29', 'P49759'})"
"frozenset({'Notch', 'Q8TEP8', 'Q68CZ1'})"
"frozenset({'Q9Y2X3', 'Notch', 'Q00839'})"
"frozenset({'Notch', 'Q9ULI3', 'O00522'})"
"frozenset({'Notch', 'P35232', 'Q04206'})"
"frozenset({'Q9BQB6', 'Q96DB5', 'Notch'})"
"frozenset({'Notch', 'O14579', 'O43542'})"
"frozenset({'Notch', 'Q16401', 'P61289'})"
"frozenset({'Notch', 'Q86U42', 'P26368'})"
"frozenset({'Notch', 'P13010', 'P46100'})"
"frozenset({'Q7Z7F7', 'O14979', 'Notch'})"
"frozenset({'Notch', 'O60503', 'P63092'})"
"frozenset({'Notch', 'O95678', 'Q93034'})"
"frozenset({'P05412', 'Q9P0M6', 'Notch'})"
"frozenset({'Notch', 'Q9BPZ7', 'Q16539'})"
"frozenset({'P14373', 'Notch', 'P52294'})"
"frozenset({'Notch', 'O96020', 'P24941'})"
"frozenset({'Notch', 'Q9NYJ8', 'Q9UDY8'})"
"frozenset({'Notch', 'P00533', 'P62714'})"
"frozenset({'Notch', 'Q8IZD9', 'Q9H4E5'})"
"frozenset({'Q9NX18', 'Q14247', 'Notch'})"
"frozenset({'Notch', 'Q8WVC0', 'P52435'})"
"frozenset({'Notch', 'Q14185', 'O00212'})"
"frozenset({'Notch', 'Q6L8Q7', 'Q9NQW7'})"
"frozenset({'Notch', 'P63279', 'Q9UQL6'})"
"frozenset({'Notch', 'P16885', 'Q8NE22'})"
"frozenset({'Q8NGT0', 'P38405', 'Notch'})"
"frozenset({'Notch', 'O43678', 'P03923'})"
"frozenset({'Notch', 'Q3SY00', 'Q5JR59'})"
"frozenset({'Notch', 'Q16842', 'P09104'})"
"frozenset({'Notch', 'Q9HBE5', 'Q8TAD2'})"
"frozenset({'Notch', 'O75396', 'Q9NZ43'})"
"frozenset({'Notch', 'P11362', 'P51812'})"
"frozenset({'Notch', 'P21333', 'Q53G59'})"
"frozenset({'Notch', 'Q08117', 'Q8N5A5'})"
"frozenset({'O43143', 'P07954', 'Notch'})"
"frozenset({'P40763', 'P32119', 'Notch'})"
"frozenset({'Notch', 'P42704', 'Q9Y2Q3'})"
"frozenset({'Notch', 'Q92882', 'Q9BV57'})"
"frozenset({'Notch', 'P53999', 'Q9UHD1'})"
"frozenset({'Notch', 'P21926', 'P15391'})"
"frozenset({'Notch', 'P51812', 'P03372'})"
"frozenset({'Notch', 'Q16512', 'Q15784'})"
"frozenset({'Notch', 'Q9UHD9', 'Q8TEB7'})"
"frozenset({'Notch', 'Q7L5N1', 'P51864'})"
"frozenset({'O60664', 'Notch', 'P01106'})"
"frozenset({'Notch', 'Q14896', 'P0CAP1'})"
"frozenset({'Notch', 'Q9C019', 'P18206'})"
"frozenset({'Notch', 'P68371', 'O14980'})"
"frozenset({'Q9BZV1', 'Notch', 'Q96JH7'})"
"frozenset({'Notch', 'O95644', 'P48730'})"
"frozenset({'Notch', 'Q15796', 'Q96PU5'})"
"frozenset({'Q69YU3', 'Notch', 'Q9Y3M2'})"
"frozenset({'Notch', 'Q13148', 'P62979'})"
"frozenset({'Notch', 'Q86TW2', 'Q9HBH9'})"
"frozenset({'Notch', 'O60268', 'P05067'})"
"frozenset({'Notch', 'P40238', 'O60674'})"
"frozenset({'Notch', 'Q86YD7', 'Q15276'})"
"frozenset({'Notch', 'Q9NRI5', 'Q8IWZ3'})"
"frozenset({'Notch', 'P63279', 'Q8IZ21'})"
"frozenset({'Notch', 'Q16543', 'Q14590'})"
"frozenset({'Notch', 'Q9P2W3', 'P43657'})"
"frozenset({'P27694', 'Notch', 'Q92804'})"
"frozenset({'P17021', 'Notch', 'O95273'})"
"frozenset({'Notch', 'P27635', 'O95503'})"
"frozenset({'Notch', 'P62263', 'P62841'})"
"frozenset({'Q9ULN7', 'P78362', 'Notch'})"
"frozenset({'Notch', 'O14920', 'Q99836'})"
"frozenset({'Notch', 'Q96KR1', 'P50454'})"
"frozenset({'Notch', 'Q16623', 'Q96F15'})"
"frozenset({'Notch', 'O14493', 'P17252'})"
"frozenset({'Notch', 'Q5T3F8', 'P21281'})"
"frozenset({'Notch', 'O60503', 'O95467'})"
"frozenset({'Notch', 'Q03518', 'Q6DD88'})"
"frozenset({'Notch', 'P33981', 'Q96ST8'})"
"frozenset({'Notch', 'Q5TA77', 'Q9BYQ4'})"
"frozenset({'Notch', 'Q8WVV4', 'P03372'})"
"frozenset({'Notch', 'O75915', 'Q9BVI4'})"
"frozenset({'Notch', 'Q13191', 'Q14155'})"
"frozenset({'Notch', 'P25098', 'Q8NGR3'})"
"frozenset({'Notch', 'Q6ZSZ5', 'Q7Z7A1'})"
"frozenset({'Notch', 'Q15652', 'P54296'})"
"frozenset({'Notch', 'Q9BYR5', 'Q9BYQ4'})"
"frozenset({'Notch', 'Q16775', 'Q10589'})"
"frozenset({'Notch', 'P12830', 'P28827'})"
"frozenset({'Notch', 'P07306', 'P11021'})"
"frozenset({'P60520', 'Notch', 'P01040'})"
"frozenset({'Notch', 'P11387', 'Q00839'})"
"frozenset({'Notch', 'Q9NRR3', 'Q9H3S3'})"
"frozenset({'Q01082', 'P38919', 'Notch'})"
"frozenset({'Notch', 'P32248', 'O15467'})"
"frozenset({'Notch', 'P60411', 'Q9H5Z6'})"
"frozenset({'P61981', 'P49840', 'Notch'})"
"frozenset({'Notch', 'P61586', 'Q13158'})"
"frozenset({'Notch', 'P10636', 'P27986'})"
"frozenset({'P51665', 'P17980', 'Notch'})"
"frozenset({'Notch', 'Q9BUA6', 'P62140'})"
"frozenset({'Notch', 'O75496', 'P68400'})"
"frozenset({'Notch', 'P07307', 'P47813'})"
"frozenset({'Notch', 'Q15173', 'Q13522'})"
"frozenset({'P08754', 'Q8NFM4', 'Notch'})"
"frozenset({'Notch', 'P49407', 'Q13618'})"
"frozenset({'Notch', 'P32119', 'P33316'})"
"frozenset({'P62633', 'P07910', 'Notch'})"
"frozenset({'Q96IX5', 'Notch', 'P11441'})"
"frozenset({'P19320', 'P56385', 'Notch'})"
"frozenset({'P49917', 'P00403', 'Notch'})"
"frozenset({'Q9Y5S9', 'Notch', 'P62310'})"
"frozenset({'P21246', 'Q9Y657', 'Notch'})"
"frozenset({'P32969', 'Notch', 'Q58FG1'})"
"frozenset({'Notch', 'Q9NZT1', 'Q13555'})"
"frozenset({'Notch', 'Q15834', 'Q15475'})"
"frozenset({'Notch', 'P35244', 'Q9HCE1'})"
"frozenset({'Notch', 'Q8IX03', 'Q96NE9'})"
"frozenset({'Notch', 'O43291', 'Q9BTX1'})"
"frozenset({'Notch', 'P62081', 'Q7L3B6'})"
"frozenset({'Notch', 'P30626', 'O43805'})"
"frozenset({'Notch', 'Q16649', 'O43889'})"
"frozenset({'Notch', 'O60341', 'P19784'})"
"frozenset({'Notch', 'Q8WVK7', 'Q8IX90'})"
"frozenset({'Notch', 'Q9UL18', 'P23396'})"
"frozenset({'Notch', 'Q9BQA5', 'P46013'})"
