negatives
"frozenset({'Q8IWR0', 'Q13153', 'BCR'})"
"frozenset({'BCR', 'P60328', 'Q5T751'})"
"frozenset({'P05091', 'BCR', 'P61604'})"
"frozenset({'BCR', 'A8MQ03', 'Q96RF0'})"
"frozenset({'BCR', 'Q13829', 'Q8TB24'})"
"frozenset({'P04350', 'BCR', 'P16871'})"
"frozenset({'Q9UNX3', 'BCR', 'P06748'})"
"frozenset({'Q92569', 'BCR', 'P02760'})"
"frozenset({'BCR', 'O00327', 'O95619'})"
"frozenset({'P49841', 'BCR', 'Q14449'})"
"frozenset({'Q9UHI6', 'BCR', 'Q6Y7W6'})"
"frozenset({'BCR', 'Q9NV70', 'P01106'})"
"frozenset({'P49736', 'BCR', 'P08865'})"
"frozenset({'BCR', 'Q6P2Q9', 'O00571'})"
"frozenset({'BCR', 'P56746', 'O14493'})"
"frozenset({'BCR', 'P58340', 'Q9H4B7'})"
"frozenset({'P62495', 'BCR', 'P62081'})"
"frozenset({'BCR', 'Q8N680', 'Q7Z403'})"
"frozenset({'P08708', 'BCR', 'P05412'})"
"frozenset({'Q9HCJ5', 'BCR', 'O95229'})"
"frozenset({'O75031', 'Q9BXY8', 'BCR'})"
"frozenset({'BCR', 'Q5W0B1', 'Q8IWL3'})"
"frozenset({'Q15654', 'P62328', 'BCR'})"
"frozenset({'BCR', 'P53004', 'O94830'})"
"frozenset({'BCR', 'Q6DKK2', 'O95872'})"
"frozenset({'BCR', 'Q86X19', 'Q9HAD4'})"
"frozenset({'Q96FJ0', 'BCR', 'P61088'})"
"frozenset({'BCR', 'Q9H9P5', 'O60341'})"
"frozenset({'BCR', 'Q9NRC8', 'P25398'})"
"frozenset({'BCR', 'P08253', 'P63096'})"
"frozenset({'BCR', 'Q8N490', 'O43432'})"
"frozenset({'Q9GZT8', 'BCR', 'Q99816'})"
"frozenset({'BCR', 'Q9Y3C5', 'P05067'})"
"frozenset({'BCR', 'Q9Y5A9', 'Q92995'})"
"frozenset({'Q15047', 'BCR', 'P78417'})"
"frozenset({'BCR', 'P21728', 'P63092'})"
"frozenset({'BCR', 'Q00005', 'Q13188'})"
"frozenset({'BCR', 'O75083', 'P51668'})"
"frozenset({'BCR', 'Q14204', 'Q9BY84'})"
"frozenset({'Q13610', 'BCR', 'Q13206'})"
"frozenset({'BCR', 'Q9UQL6', 'O60566'})"
"frozenset({'P40926', 'BCR', 'P23528'})"
"frozenset({'BCR', 'P36543', 'Q8IWZ8'})"
"frozenset({'P15018', 'BCR', 'P01589'})"
"frozenset({'BCR', 'Q53EU6', 'Q15717'})"
"frozenset({'Q9Y5Y2', 'BCR', 'P55036'})"
"frozenset({'BCR', 'P50225', 'Q9BYN0'})"
"frozenset({'P49721', 'BCR', 'O43592'})"
"frozenset({'O75400', 'BCR', 'P12956'})"
"frozenset({'BCR', 'Q99607', 'Q04206'})"
"frozenset({'BCR', 'Q16531', 'Q9Y696'})"
"frozenset({'Q8N3X1', 'BCR', 'P05412'})"
"frozenset({'BCR', 'Q15233', 'Q9NZC7'})"
"frozenset({'BCR', 'P67775', 'Q969G9'})"
"frozenset({'Q9UBL3', 'BCR', 'Q14814'})"
"frozenset({'BCR', 'P15172', 'P61968'})"
"frozenset({'P10074', 'BCR', 'Q13418'})"
"frozenset({'Q14145', 'BCR', 'P07900'})"
"frozenset({'BCR', 'Q9BV44', 'P54920'})"
"frozenset({'Q15842', 'BCR', 'P29016'})"
"frozenset({'O43683', 'BCR', 'Q99459'})"
"frozenset({'BCR', 'Q96LB3', 'Q8N4P2'})"
"frozenset({'Q92569', 'BCR', 'P10275'})"
"frozenset({'BCR', 'P62701', 'P40429'})"
"frozenset({'BCR', 'Q9Y287', 'Q8N205'})"
"frozenset({'BCR', 'O95825', 'Q9BV86'})"
"frozenset({'Q6ZU80', 'Q9H3U1', 'BCR'})"
"frozenset({'Q9P246', 'BCR', 'Q96SN7'})"
"frozenset({'P09493', 'BCR', 'P19237'})"
"frozenset({'BCR', 'Q6P1K2', 'O15173'})"
"frozenset({'Q13315', 'BCR', 'P62805'})"
"frozenset({'BCR', 'P49815', 'Q15349'})"
"frozenset({'P01023', 'BCR', 'P16278'})"
"frozenset({'BCR', 'P04629', 'Q9Y678'})"
"frozenset({'Q13501', 'Q8IUH3', 'BCR'})"
"frozenset({'BCR', 'Q9Y697', 'Q8TDY2'})"
"frozenset({'Q13617', 'BCR', 'O14654'})"
"frozenset({'P42336', 'BCR', 'P01116'})"
"frozenset({'BCR', 'P57764', 'Q8NC69'})"
"frozenset({'BCR', 'P62899', 'P39019'})"
"frozenset({'Q92526', 'P49736', 'BCR'})"
"frozenset({'BCR', 'Q8NFB2', 'Q7L9B9'})"
"frozenset({'BCR', 'P23381', 'O75146'})"
"frozenset({'Q14168', 'BCR', 'Q13616'})"
"frozenset({'BCR', 'Q9HCE7', 'P54105'})"
"frozenset({'BCR', 'P01112', 'O00212'})"
"frozenset({'BCR', 'Q15583', 'Q5T3J3'})"
"frozenset({'BCR', 'P10412', 'O75164'})"
"frozenset({'BCR', 'P30153', 'Q06432'})"
"frozenset({'BCR', 'Q14677', 'P04629'})"
"frozenset({'BCR', 'Q01664', 'Q9Y3R4'})"
"frozenset({'Q9BYR0', 'BCR', 'P50222'})"
"frozenset({'Q02878', 'BCR', 'Q9UQ35'})"
"frozenset({'BCR', 'Q8N6F1', 'O14493'})"
"frozenset({'Q8N5A5', 'BCR', 'Q96ST3'})"
"frozenset({'A7KAX9', 'BCR', 'Q9UM11'})"
"frozenset({'BCR', 'P08473', 'P54707'})"
"frozenset({'BCR', 'Q15717', 'Q9UGI8'})"
"frozenset({'BCR', 'Q9Y2D8', 'O95684'})"
"frozenset({'BCR', 'P49407', 'P51677'})"
"frozenset({'BCR', 'Q9NYG5', 'P24864'})"
"frozenset({'BCR', 'Q86X83', 'Q96KN7'})"
"frozenset({'BCR', 'Q9BPX5', 'Q96H55'})"
"frozenset({'BCR', 'P63027', 'Q96FQ6'})"
"frozenset({'BCR', 'P31040', 'P38646'})"
"frozenset({'BCR', 'Q8IWX8', 'Q15006'})"
"frozenset({'BCR', 'Q86WC4', 'O00214'})"
"frozenset({'BCR', 'Q9UI38', 'Q9H497'})"
"frozenset({'P42766', 'BCR', 'P62424'})"
"frozenset({'P42765', 'BCR', 'O14746'})"
"frozenset({'P43243', 'P07910', 'BCR'})"
"frozenset({'BCR', 'Q9P0T4', 'O43741'})"
"frozenset({'BCR', 'Q15884', 'Q9NRC1'})"
"frozenset({'BCR', 'Q9H9S0', 'Q8NFD5'})"
"frozenset({'BCR', 'Q00610', 'Q15637'})"
"frozenset({'P07360', 'P13987', 'BCR'})"
"frozenset({'BCR', 'Q16531', 'P07951'})"
"frozenset({'Q9Y243', 'BCR', 'O14920'})"
"frozenset({'BCR', 'Q8NGJ4', 'P22694'})"
"frozenset({'BCR', 'Q9BZZ5', 'P42226'})"
"frozenset({'P84022', 'BCR', 'Q9Y2K2'})"
"frozenset({'BCR', 'Q8TEW0', 'Q15118'})"
"frozenset({'BCR', 'P02787', 'P17643'})"
"frozenset({'BCR', 'O15553', 'P60520'})"
"frozenset({'O75676', 'BCR', 'Q99941'})"
"frozenset({'Q9NRM7', 'BCR', 'P46531'})"
"frozenset({'BCR', 'Q12933', 'Q6ZSB9'})"
"frozenset({'BCR', 'Q9BUQ8', 'Q92845'})"
"frozenset({'Q9UM54', 'BCR', 'P11413'})"
"frozenset({'BCR', 'Q9UL45', 'Q16623'})"
"frozenset({'BCR', 'Q99633', 'Q68D86'})"
"frozenset({'BCR', 'P05067', 'Q96NT3'})"
"frozenset({'Q14164', 'P30044', 'BCR'})"
"frozenset({'BCR', 'Q96DN6', 'Q76L83'})"
"frozenset({'Q9H4K1', 'Q8WXE1', 'BCR'})"
"frozenset({'Q9Y6M9', 'P62820', 'BCR'})"
"frozenset({'BCR', 'Q49AN0', 'O76083'})"
"frozenset({'BCR', 'O94966', 'Q8NBU5'})"
"frozenset({'BCR', 'Q16719', 'Q96AE4'})"
"frozenset({'BCR', 'Q96JP0', 'Q15717'})"
"frozenset({'Q9BYR6', 'BCR', 'Q5TA76'})"
"frozenset({'Q9Y4E8', 'BCR', 'Q15020'})"
"frozenset({'P13637', 'BCR', 'P17612'})"
"frozenset({'P08758', 'BCR', 'O75390'})"
"frozenset({'BCR', 'P06239', 'P01730'})"
"frozenset({'Q96HB5', 'BCR', 'O75558'})"
"frozenset({'BCR', 'O95067', 'Q9UJX3'})"
"frozenset({'BCR', 'O95619', 'P62805'})"
"frozenset({'BCR', 'Q13042', 'Q8WWL7'})"
"frozenset({'Q15361', 'Q4G0F5', 'BCR'})"
"frozenset({'BCR', 'Q8WUZ0', 'Q969G3'})"
"frozenset({'BCR', 'P32418', 'P22694'})"
"frozenset({'P13637', 'BCR', 'O75503'})"
"frozenset({'P25786', 'BCR', 'Q01130'})"
"frozenset({'BCR', 'Q96GX9', 'Q13077'})"
"frozenset({'O14543', 'BCR', 'P16871'})"
"frozenset({'Q8NH49', 'BCR', 'P35240'})"
"frozenset({'Q9NRR5', 'P36382', 'BCR'})"
"frozenset({'Q15910', 'BCR', 'Q96EP5'})"
"frozenset({'BCR', 'Q05516', 'P24941'})"
"frozenset({'BCR', 'P25685', 'Q9BQ95'})"
"frozenset({'P22681', 'BCR', 'O43559'})"
"frozenset({'BCR', 'P62877', 'Q9BW61'})"
"frozenset({'BCR', 'Q8NBB4', 'P51116'})"
"frozenset({'BCR', 'Q14008', 'P50750'})"
"frozenset({'BCR', 'Q86X19', 'Q92692'})"
"frozenset({'BCR', 'O94903', 'P07686'})"
"frozenset({'BCR', 'O43633', 'Q13144'})"
"frozenset({'BCR', 'P31689', 'Q13509'})"
"frozenset({'Q05086', 'BCR', 'P69905'})"
"frozenset({'Q9BYM8', 'P25786', 'BCR'})"
"frozenset({'Q9UQB8', 'BCR', 'Q9NZ81'})"
"frozenset({'BCR', 'Q5SRE5', 'O43493'})"
"frozenset({'BCR', 'Q49AN0', 'Q8WW24'})"
"frozenset({'P31749', 'BCR', 'Q8N6T7'})"
"frozenset({'P61586', 'Q92608', 'BCR'})"
"frozenset({'BCR', 'P06241', 'Q8N5S1'})"
"frozenset({'BCR', 'P09496', 'Q9UHB6'})"
"frozenset({'Q13950', 'BCR', 'Q9H0M0'})"
"frozenset({'P46108', 'BCR', 'P49916'})"
"frozenset({'Q99501', 'BCR', 'Q96H55'})"
"frozenset({'P26992', 'BCR', 'P00519'})"
"frozenset({'O75817', 'BCR', 'O95707'})"
"frozenset({'BCR', 'Q13616', 'P50750'})"
"frozenset({'BCR', 'Q9HCM9', 'P60900'})"
"frozenset({'Q9NQZ3', 'BCR', 'Q86Y13'})"
"frozenset({'BCR', 'Q00534', 'Q8IZP0'})"
"frozenset({'Q8NBW4', 'BCR', 'Q6NUS6'})"
"frozenset({'BCR', 'Q09472', 'Q8TAD8'})"
"frozenset({'BCR', 'Q12792', 'Q13573'})"
"frozenset({'BCR', 'Q99558', 'O15519'})"
"frozenset({'BCR', 'O00482', 'P63279'})"
"frozenset({'Q12846', 'BCR', 'P60880'})"
"frozenset({'P35579', 'BCR', 'O00459'})"
"frozenset({'Q15291', 'Q6UXN9', 'BCR'})"
"frozenset({'BCR', 'P27348', 'P19484'})"
"frozenset({'P49450', 'BCR', 'P12956'})"
"frozenset({'O95476', 'Q9UBU9', 'BCR'})"
"frozenset({'Q53RE8', 'BCR', 'P05067'})"
"frozenset({'BCR', 'O75420', 'P09234'})"
"frozenset({'BCR', 'Q99496', 'P35326'})"
"frozenset({'P04350', 'BCR', 'O14498'})"
"frozenset({'BCR', 'Q14997', 'P05412'})"
"frozenset({'BCR', 'Q96CN7', 'Q9P1Z2'})"
"frozenset({'BCR', 'P04183', 'P54252'})"
"frozenset({'BCR', 'Q92754', 'P01106'})"
"frozenset({'BCR', 'P10828', 'Q86YW9'})"
"frozenset({'P47755', 'BCR', 'P42025'})"
"frozenset({'A4GXA9', 'BCR', 'P39748'})"
"frozenset({'BCR', 'P40222', 'Q15046'})"
"frozenset({'O43516', 'BCR', 'O75554'})"
"frozenset({'P15408', 'O43739', 'BCR'})"
"frozenset({'Q9Y243', 'BCR', 'Q66LE6'})"
"frozenset({'P49023', 'BCR', 'Q13480'})"
"frozenset({'BCR', 'Q9NR46', 'Q9BYQ3'})"
"frozenset({'BCR', 'Q68CZ1', 'Q92834'})"
"frozenset({'Q96G23', 'BCR', 'P07900'})"
"frozenset({'Q9UN70', 'BCR', 'Q96ES6'})"
"frozenset({'BCR', 'P50222', 'Q8N7C0'})"
"frozenset({'P07948', 'BCR', 'Q8WWC4'})"
"frozenset({'P33764', 'BCR', 'Q9UQ07'})"
"frozenset({'BCR', 'P53999', 'P24928'})"
"frozenset({'BCR', 'Q8N490', 'Q96ED9'})"
"frozenset({'Q9UK41', 'BCR', 'Q8N5I2'})"
"frozenset({'BCR', 'Q9UHD9', 'Q4G0G5'})"
"frozenset({'P56192', 'BCR', 'P24752'})"
"frozenset({'Q9P0V9', 'BCR', 'Q92599'})"
"frozenset({'BCR', 'P42262', 'Q99490'})"
"frozenset({'BCR', 'Q8TD10', 'Q9UER7'})"
"frozenset({'P04406', 'BCR', 'P06899'})"
"frozenset({'Q96QD8', 'BCR', 'O75787'})"
"frozenset({'BCR', 'Q15788', 'Q9Y6K9'})"
"frozenset({'P14174', 'BCR', 'Q9NRL3'})"
"frozenset({'Q13753', 'BCR', 'P26010'})"
"frozenset({'Q01094', 'BCR', 'P24941'})"
"frozenset({'P63151', 'BCR', 'O43847'})"
"frozenset({'BCR', 'Q16626', 'Q15021'})"
"frozenset({'Q5JWF2', 'BCR', 'Q9Y5W8'})"
"frozenset({'BCR', 'Q5T215', 'O75865'})"
"frozenset({'BCR', 'O95249', 'Q9P0N5'})"
"frozenset({'BCR', 'Q8NH00', 'P22694'})"
"frozenset({'Q9ULG6', 'BCR', 'Q9Y3Q3'})"
"frozenset({'BCR', 'O95429', 'Q96D03'})"
"frozenset({'Q14839', 'Q9UBN7', 'BCR'})"
"frozenset({'BCR', 'P29353', 'Q14118'})"
"frozenset({'P57054', 'BCR', 'O94777'})"
"frozenset({'BCR', 'Q15714', 'Q9Y678'})"
"frozenset({'BCR', 'P17612', 'Q8NH92'})"
"frozenset({'BCR', 'P31944', 'Q9NQ38'})"
"frozenset({'Q92858', 'BCR', 'Q13162'})"
"frozenset({'O15350', 'BCR', 'Q8WVM7'})"
"frozenset({'BCR', 'O00444', 'Q15154'})"
"frozenset({'BCR', 'Q70YC4', 'Q9NXR1'})"
"frozenset({'BCR', 'P62851', 'P46779'})"
"frozenset({'BCR', 'P04629', 'Q2M2I8'})"
"frozenset({'P03372', 'BCR', 'Q8IVQ6'})"
"frozenset({'P04844', 'BCR', 'Q6NUN9'})"
"frozenset({'BCR', 'Q7Z2W9', 'P09651'})"
"frozenset({'BCR', 'Q96EK5', 'P55072'})"
"frozenset({'BCR', 'P35637', 'P52565'})"
"frozenset({'P03956', 'BCR', 'P35222'})"
"frozenset({'O95816', 'BCR', 'Q9GZX7'})"
"frozenset({'Q8NGR8', 'BCR', 'P35626'})"
"frozenset({'Q69YQ0', 'BCR', 'Q9P2Y4'})"
"frozenset({'BCR', 'Q9NWD8', 'Q9BQE9'})"
"frozenset({'BCR', 'Q11201', 'P42229'})"
"frozenset({'BCR', 'Q13442', 'P02751'})"
"frozenset({'BCR', 'O00560', 'Q9UJV3'})"
"frozenset({'BCR', 'P54886', 'Q13469'})"
"frozenset({'Q96FJ0', 'BCR', 'Q14677'})"
"frozenset({'P23511', 'BCR', 'P62837'})"
"frozenset({'BCR', 'Q9UK32', 'Q06330'})"
"frozenset({'BCR', 'Q7Z3Y8', 'Q63ZY3'})"
"frozenset({'O43865', 'BCR', 'Q93008'})"
"frozenset({'BCR', 'Q71DI3', 'P29375'})"
"frozenset({'BCR', 'P01116', 'Q96GE6'})"
"frozenset({'BCR', 'Q8IVT5', 'Q9UQC2'})"
"frozenset({'Q99460', 'BCR', 'O75815'})"
"frozenset({'Q9BT09', 'BCR', 'O00206'})"
"frozenset({'BCR', 'Q92997', 'Q7Z6Z7'})"
"frozenset({'BCR', 'Q13487', 'Q92966'})"
"frozenset({'O95183', 'BCR', 'Q96HH9'})"
"frozenset({'Q86YB8', 'Q9BS26', 'BCR'})"
"frozenset({'P68431', 'BCR', 'Q9BY41'})"
"frozenset({'O75955', 'BCR', 'P60903'})"
"frozenset({'Q16665', 'BCR', 'P80108'})"
"frozenset({'BCR', 'Q9UBX2', 'P46087'})"
"frozenset({'P61088', 'BCR', 'Q9UKJ5'})"
"frozenset({'BCR', 'P29474', 'P08238'})"
"frozenset({'Q9NXR7', 'BCR', 'Q9NYU1'})"
"frozenset({'BCR', 'Q969U6', 'O76011'})"
"frozenset({'Q68CP9', 'BCR', 'O00189'})"
"frozenset({'P52292', 'BCR', 'P54278'})"
"frozenset({'Q96AC1', 'BCR', 'Q9NVA2'})"
"frozenset({'BCR', 'Q92945', 'P25788'})"
"frozenset({'BCR', 'O00213', 'Q8IZP0'})"
"frozenset({'P55209', 'BCR', 'P69905'})"
"frozenset({'BCR', 'P61247', 'Q00653'})"
"frozenset({'BCR', 'O95400', 'O75643'})"
"frozenset({'Q9Y3D2', 'BCR', 'Q9BXW7'})"
"frozenset({'Q9UBI6', 'BCR', 'Q8IWL3'})"
"frozenset({'Q5JSP0', 'BCR', 'P60953'})"
"frozenset({'BCR', 'P30405', 'P45880'})"
"frozenset({'BCR', 'P62993', 'Q99578'})"
"frozenset({'BCR', 'P62241', 'P30050'})"
"frozenset({'P07384', 'BCR', 'O60216'})"
"frozenset({'BCR', 'Q9BYN0', 'Q14166'})"
"frozenset({'Q13315', 'BCR', 'Q96EY9'})"
"frozenset({'Q8IYB3', 'BCR', 'Q13618'})"
"frozenset({'BCR', 'Q07889', 'Q15418'})"
"frozenset({'P46379', 'Q86TM6', 'BCR'})"
"frozenset({'Q9Y3T9', 'BCR', 'Q92838'})"
"frozenset({'Q9NZI8', 'P61019', 'BCR'})"
"frozenset({'O60684', 'BCR', 'Q99873'})"
"frozenset({'Q8NHG7', 'BCR', 'Q8NFB2'})"
"frozenset({'Q96JY6', 'Q14765', 'BCR'})"
"frozenset({'BCR', 'P19474', 'P55072'})"
"frozenset({'BCR', 'P31948', 'P19320'})"
"frozenset({'BCR', 'P34982', 'P35626'})"
"frozenset({'P20073', 'BCR', 'O14576'})"
"frozenset({'BCR', 'P27348', 'Q8NEB9'})"
"frozenset({'BCR', 'Q13416', 'Q9UJX2'})"
"frozenset({'BCR', 'Q9NSK0', 'O60296'})"
"frozenset({'BCR', 'Q14152', 'Q9UBQ5'})"
"frozenset({'BCR', 'Q96BK5', 'P18146'})"
"frozenset({'Q8IWL3', 'BCR', 'Q14651'})"
"frozenset({'BCR', 'P10071', 'P30279'})"
"frozenset({'BCR', 'Q8NGZ3', 'P49407'})"
"frozenset({'Q16666', 'BCR', 'Q15024'})"
"frozenset({'BCR', 'Q14498', 'Q2TAY7'})"
"frozenset({'BCR', 'Q96ST3', 'Q09028'})"
"frozenset({'BCR', 'P05120', 'P00749'})"
"frozenset({'Q15022', 'BCR', 'Q09161'})"
"frozenset({'Q5BJF6', 'Q8IW35', 'BCR'})"
"frozenset({'Q13315', 'BCR', 'Q14151'})"
"frozenset({'BCR', 'Q92731', 'O94832'})"
"frozenset({'P15924', 'P35244', 'BCR'})"
"frozenset({'BCR', 'P61981', 'P38646'})"
"frozenset({'BCR', 'Q13490', 'Q9NNX1'})"
"frozenset({'BCR', 'Q9BTM1', 'P06899'})"
"frozenset({'BCR', 'P24941', 'Q7L1Q6'})"
"frozenset({'P19793', 'BCR', 'Q9H0E9'})"
"frozenset({'BCR', 'O15228', 'P11473'})"
"frozenset({'BCR', 'P12236', 'P35240'})"
"frozenset({'Q16552', 'BCR', 'Q03060'})"
"frozenset({'BCR', 'O60762', 'O75365'})"
"frozenset({'BCR', 'P41218', 'Q8NEJ9'})"
"frozenset({'BCR', 'O00170', 'P41091'})"
"frozenset({'BCR', 'P40763', 'P38398'})"
"frozenset({'BCR', 'O00291', 'Q99732'})"
"frozenset({'Q92552', 'BCR', 'P82650'})"
"frozenset({'P37840', 'BCR', 'Q9BRK5'})"
"frozenset({'Q16543', 'BCR', 'Q9UQB9'})"
"frozenset({'Q08499', 'BCR', 'Q13813'})"
"frozenset({'BCR', 'P03973', 'O43765'})"
"frozenset({'P09874', 'BCR', 'Q9H4L4'})"
"frozenset({'BCR', 'Q5T686', 'P60410'})"
"frozenset({'Q13395', 'BCR', 'Q14103'})"
"frozenset({'Q8NGD1', 'BCR', 'P17612'})"
"frozenset({'BCR', 'Q13618', 'Q9C0H6'})"
"frozenset({'P51149', 'BCR', 'Q9BQS8'})"
"frozenset({'P06730', 'O14562', 'BCR'})"
"frozenset({'BCR', 'Q9Y248', 'Q9BRX5'})"
"frozenset({'Q8N4C6', 'Q9Y6G9', 'BCR'})"
"frozenset({'BCR', 'Q53H82', 'O60502'})"
"frozenset({'BCR', 'Q9UJU5', 'P24844'})"
"frozenset({'O14640', 'BCR', 'P25788'})"
"frozenset({'BCR', 'Q9BYD6', 'Q9BRJ2'})"
"frozenset({'P37173', 'BCR', 'Q9BUZ4'})"
"frozenset({'BCR', 'Q15843', 'Q92995'})"
"frozenset({'P22681', 'BCR', 'P20138'})"
"frozenset({'BCR', 'Q9UKX5', 'Q9UQP3'})"
"frozenset({'BCR', 'O00487', 'P62993'})"
"frozenset({'BCR', 'Q16777', 'Q01534'})"
"frozenset({'BCR', 'P13612', 'P42566'})"
"frozenset({'BCR', 'P41236', 'Q00535'})"
"frozenset({'BCR', 'Q9BXB1', 'Q9NTJ3'})"
"frozenset({'P00533', 'BCR', 'Q9P0L0'})"
"frozenset({'BCR', 'P34982', 'P49407'})"
"frozenset({'Q14164', 'BCR', 'P09936'})"
"frozenset({'P49736', 'BCR', 'O14818'})"
"frozenset({'BCR', 'Q14258', 'Q9BZV1'})"
"frozenset({'BCR', 'Q8WZ84', 'P62873'})"
"frozenset({'BCR', 'P02751', 'O60610'})"
"frozenset({'P32242', 'BCR', 'Q9BYR2'})"
"frozenset({'BCR', 'O14980', 'P48729'})"
"frozenset({'Q96IZ0', 'BCR', 'P0C2W1'})"
"frozenset({'BCR', 'Q6NUQ1', 'Q9H2S5'})"
"frozenset({'BCR', 'Q99816', 'Q99996'})"
"frozenset({'P16144', 'BCR', 'O15335'})"
"frozenset({'BCR', 'P55210', 'Q9UNN5'})"
"frozenset({'BCR', 'Q15843', 'Q01546'})"
"frozenset({'BCR', 'O75386', 'Q96FT9'})"
"frozenset({'BCR', 'P05129', 'Q9P2W3'})"
"frozenset({'Q8IUQ4', 'P10276', 'BCR'})"
"frozenset({'Q9UK76', 'Q9C0B0', 'BCR'})"
"frozenset({'BCR', 'Q8IXI1', 'P62854'})"
"frozenset({'BCR', 'Q9BXW4', 'Q9UPU7'})"
"frozenset({'Q8N511', 'BCR', 'O75787'})"
"frozenset({'P40939', 'O15355', 'BCR'})"
"frozenset({'Q13153', 'BCR', 'Q99653'})"
"frozenset({'BCR', 'Q02539', 'O94811'})"
"frozenset({'BCR', 'P60510', 'Q9H0C2'})"
"frozenset({'BCR', 'Q9NUX5', 'O76070'})"
"frozenset({'BCR', 'Q04206', 'Q9NWQ8'})"
"frozenset({'BCR', 'P46087', 'P04629'})"
"frozenset({'BCR', 'Q92828', 'Q96H55'})"
"frozenset({'P05091', 'BCR', 'Q13618'})"
"frozenset({'BCR', 'Q15788', 'Q0VDE8'})"
"frozenset({'BCR', 'P02768', 'Q9GZM6'})"
"frozenset({'BCR', 'P11142', 'Q9GZX7'})"
"frozenset({'P35226', 'BCR', 'Q7KZ85'})"
"frozenset({'P10144', 'BCR', 'Q9Y5K6'})"
"frozenset({'Q9NPG1', 'BCR', 'O75197'})"
"frozenset({'Q15276', 'BCR', 'Q96KM6'})"
"frozenset({'P0C7W6', 'BCR', 'A6NI15'})"
"frozenset({'O60260', 'BCR', 'P56134'})"
"frozenset({'BCR', 'Q04323', 'P11441'})"
"frozenset({'P43220', 'BCR', 'Q9NVV5'})"
"frozenset({'BCR', 'Q9BSJ8', 'Q9H3N1'})"
"frozenset({'BCR', 'Q9UKE5', 'Q9Y617'})"
"frozenset({'BCR', 'Q6ZT12', 'P23771'})"
"frozenset({'BCR', 'Q9BZE0', 'P86480'})"
"frozenset({'P46937', 'BCR', 'P29590'})"
"frozenset({'P0C7P0', 'Q7Z434', 'BCR'})"
"frozenset({'Q5TC82', 'BCR', 'P36542'})"
"frozenset({'BCR', 'Q7Z7A1', 'P17612'})"
"frozenset({'BCR', 'Q8TAQ2', 'Q13573'})"
"frozenset({'Q96NY9', 'BCR', 'Q99523'})"
"frozenset({'Q9Y2K6', 'BCR', 'Q9UJU6'})"
"frozenset({'BCR', 'P62753', 'O00567'})"
"frozenset({'BCR', 'Q4LEZ3', 'Q9BZW7'})"
"frozenset({'BCR', 'P11171', 'O00299'})"
"frozenset({'BCR', 'Q92905', 'P19388'})"
"frozenset({'Q96P15', 'BCR', 'Q71U36'})"
"frozenset({'Q9UBK9', 'BCR', 'Q13309'})"
"frozenset({'O60828', 'BCR', 'Q8N884'})"
"frozenset({'O76014', 'BCR', 'Q9GZV7'})"
"frozenset({'BCR', 'O95718', 'P15880'})"
"frozenset({'P49286', 'BCR', 'Q9Y6N1'})"
"frozenset({'Q13546', 'BCR', 'P51668'})"
"frozenset({'BCR', 'P17612', 'Q9Y691'})"
"frozenset({'Q8WW22', 'O14980', 'BCR'})"
"frozenset({'O43143', 'BCR', 'Q9UL18'})"
"frozenset({'Q13277', 'P62937', 'BCR'})"
"frozenset({'BCR', 'O95166', 'P52272'})"
"frozenset({'BCR', 'P55201', 'P52732'})"
"frozenset({'BCR', 'Q9BTY2', 'Q5TA78'})"
"frozenset({'P00533', 'BCR', 'P32121'})"
"frozenset({'BCR', 'Q9UJX4', 'Q12834'})"
"frozenset({'BCR', 'Q5JVS0', 'P17252'})"
"frozenset({'Q9NXR7', 'P04844', 'BCR'})"
"frozenset({'Q16082', 'P06730', 'BCR'})"
"frozenset({'P98170', 'BCR', 'Q9UNE7'})"
"frozenset({'Q15834', 'BCR', 'Q8N5R6'})"
"frozenset({'BCR', 'Q5VT06', 'Q13133'})"
"frozenset({'Q7Z3S9', 'BCR', 'Q9BX59'})"
"frozenset({'Q12959', 'Q15759', 'BCR'})"
"frozenset({'P10909', 'BCR', 'P27169'})"
"frozenset({'Q05639', 'BCR', 'Q15628'})"
"frozenset({'BCR', 'Q9NX40', 'P51148'})"
"frozenset({'O95785', 'BCR', 'P56545'})"
"frozenset({'Q8N5Z5', 'BCR', 'Q13393'})"
"frozenset({'BCR', 'P35556', 'Q6ZMM2'})"
"frozenset({'BCR', 'P68400', 'O43852'})"
"frozenset({'Q9NRX1', 'P46782', 'BCR'})"
"frozenset({'BCR', 'Q9UBE0', 'P04637'})"
"frozenset({'Q9Y253', 'BCR', 'P05067'})"
"frozenset({'BCR', 'P30086', 'P23528'})"
"frozenset({'P42336', 'BCR', 'P35568'})"
"frozenset({'BCR', 'Q8N806', 'Q9NZ01'})"
"frozenset({'BCR', 'Q17RB8', 'Q7Z3C6'})"
"frozenset({'Q9HC36', 'BCR', 'Q86VP6'})"
"frozenset({'Q99879', 'BCR', 'Q9P0M6'})"
"frozenset({'BCR', 'Q96CW5', 'Q7L190'})"
"frozenset({'P62266', 'BCR', 'P49411'})"
"frozenset({'Q96B23', 'BCR', 'P43235'})"
"frozenset({'P46199', 'BCR', 'O95661'})"
"frozenset({'BCR', 'P99999', 'Q9H2V7'})"
"frozenset({'BCR', 'Q8TBZ8', 'Q96KN7'})"
