negatives
"frozenset({'Q13285', 'IL6', 'P49675'})"
"frozenset({'IL6', 'P29350', 'P52333'})"
"frozenset({'P81408', 'Q13424', 'IL6'})"
"frozenset({'IL6', 'Q92569', 'Q15742'})"
"frozenset({'P34741', 'P42166', 'IL6'})"
"frozenset({'P05026', 'P14927', 'IL6'})"
"frozenset({'IL6', 'Q04206', 'P61073'})"
"frozenset({'O14777', 'IL6', 'Q9UBB9'})"
"frozenset({'P11940', 'IL6', 'Q8WXA9'})"
"frozenset({'IL6', 'Q96T51', 'P51813'})"
"frozenset({'IL6', 'P26992', 'P22301'})"
"frozenset({'P51148', 'IL6', 'P28331'})"
"frozenset({'P24941', 'P39019', 'IL6'})"
"frozenset({'Q13227', 'IL6', 'Q9BQ87'})"
"frozenset({'Q9P2W3', 'IL6', 'Q9UKL2'})"
"frozenset({'IL6', 'O60307', 'Q9Y224'})"
"frozenset({'IL6', 'Q9NVK5', 'O00506'})"
"frozenset({'Q6P0N0', 'IL6', 'P80370'})"
"frozenset({'Q13243', 'IL6', 'Q9H040'})"
"frozenset({'Q71UI9', 'Q96RL1', 'IL6'})"
"frozenset({'P31689', 'IL6', 'Q9Y333'})"
"frozenset({'O15516', 'IL6', 'P19793'})"
"frozenset({'Q96C86', 'IL6', 'Q9UJX5'})"
"frozenset({'P16989', 'IL6', 'P42285'})"
"frozenset({'IL6', 'O00746', 'Q14197'})"
"frozenset({'IL6', 'P38435', 'Q96IP4'})"
"frozenset({'IL6', 'P05067', 'O96013'})"
"frozenset({'Q9Y3A5', 'P30480', 'IL6'})"
"frozenset({'Q86WI3', 'O15111', 'IL6'})"
"frozenset({'IL6', 'Q5SWW7', 'Q96K80'})"
"frozenset({'IL6', 'P10828', 'P04637'})"
"frozenset({'P23508', 'IL6', 'Q99633'})"
"frozenset({'Q07890', 'IL6', 'O00471'})"
"frozenset({'Q13797', 'A4D0S4', 'IL6'})"
"frozenset({'P41235', 'Q16539', 'IL6'})"
"frozenset({'Q9NR45', 'IL6', 'P52701'})"
"frozenset({'P50995', 'O96008', 'IL6'})"
"frozenset({'Q92806', 'P50151', 'IL6'})"
"frozenset({'Q9P2J5', 'IL6', 'Q07960'})"
"frozenset({'P08069', 'IL6', 'P12034'})"
"frozenset({'Q9P2B7', 'IL6', 'Q969G5'})"
"frozenset({'Q8IXW5', 'IL6', 'Q9NVH2'})"
"frozenset({'Q53RD9', 'P54105', 'IL6'})"
"frozenset({'O60563', 'IL6', 'O94992'})"
"frozenset({'P02751', 'O75694', 'IL6'})"
"frozenset({'O75746', 'P84996', 'IL6'})"
"frozenset({'P20226', 'IL6', 'P78317'})"
"frozenset({'Q9Y2Q5', 'Q86YQ8', 'IL6'})"
"frozenset({'P48431', 'IL6', 'O15090'})"
"frozenset({'P05412', 'IL6', 'P34896'})"
"frozenset({'Q12774', 'P00533', 'IL6'})"
"frozenset({'P60369', 'IL6', 'O95125'})"
"frozenset({'Q9P2J3', 'Q92905', 'IL6'})"
"frozenset({'Q9H211', 'IL6', 'O15350'})"
"frozenset({'IL6', 'Q8NFU7', 'O95983'})"
"frozenset({'IL6', 'Q01814', 'Q9H4I3'})"
"frozenset({'Q9NPG1', 'IL6', 'O75487'})"
"frozenset({'P63104', 'Q9Y4H2', 'IL6'})"
"frozenset({'P18146', 'P49848', 'IL6'})"
"frozenset({'Q16543', 'IL6', 'P68400'})"
"frozenset({'IL6', 'Q16585', 'P17152'})"
"frozenset({'IL6', 'P61981', 'Q9UJF2'})"
"frozenset({'P51692', 'IL6', 'P30530'})"
"frozenset({'Q9Y2Z0', 'P25815', 'IL6'})"
"frozenset({'P09067', 'O43482', 'IL6'})"
"frozenset({'IL6', 'Q6PCB8', 'Q9BVV2'})"
"frozenset({'IL6', 'P62258', 'O43896'})"
"frozenset({'IL6', 'P35579', 'Q70EL2'})"
"frozenset({'IL6', 'Q15326', 'P84022'})"
"frozenset({'P08581', 'IL6', 'P52735'})"
"frozenset({'Q9HB07', 'Q3LXA3', 'IL6'})"
"frozenset({'Q9HBH0', 'IL6', 'Q9P286'})"
"frozenset({'Q7L2J0', 'IL6', 'Q99728'})"
"frozenset({'IL6', 'P40424', 'P52945'})"
"frozenset({'P60896', 'Q14008', 'IL6'})"
"frozenset({'IL6', 'O15344', 'Q13200'})"
"frozenset({'P19438', 'P04839', 'IL6'})"
"frozenset({'Q9UM22', 'Q9UBC3', 'IL6'})"
"frozenset({'Q8NHV4', 'IL6', 'Q15154'})"
"frozenset({'Q8N201', 'O75530', 'IL6'})"
"frozenset({'Q7Z3S9', 'IL6', 'P62952'})"
"frozenset({'Q9NRC8', 'Q96K76', 'IL6'})"
"frozenset({'O00329', 'IL6', 'P46109'})"
"frozenset({'IL6', 'Q86WU2', 'Q8N884'})"
"frozenset({'IL6', 'P33778', 'Q92831'})"
"frozenset({'P14618', 'IL6', 'P07900'})"
"frozenset({'IL6', 'O00571', 'O00303'})"
"frozenset({'Q13332', 'IL6', 'Q92993'})"
"frozenset({'IL6', 'P02462', 'P18827'})"
"frozenset({'P26006', 'IL6', 'P46109'})"
"frozenset({'Q14232', 'IL6', 'Q9UIV8'})"
"frozenset({'O15444', 'IL6', 'Q9NPB9'})"
"frozenset({'Q5T3F8', 'O75348', 'IL6'})"
"frozenset({'IL6', 'P42768', 'Q86TM6'})"
"frozenset({'Q86X19', 'Q5FWE3', 'IL6'})"
"frozenset({'IL6', 'P08729', 'Q06124'})"
"frozenset({'O00410', 'IL6', 'P49790'})"
"frozenset({'IL6', 'P25098', 'Q8NG76'})"
"frozenset({'Q9NRC8', 'P55196', 'IL6'})"
"frozenset({'P40763', 'IL6', 'P55268'})"
"frozenset({'O95182', 'IL6', 'P17302'})"
"frozenset({'P23458', 'Q9HBE4', 'IL6'})"
"frozenset({'Q15040', 'O76011', 'IL6'})"
"frozenset({'Q6ZN16', 'IL6', 'Q9Y275'})"
"frozenset({'IL6', 'P19838', 'Q9BQE3'})"
"frozenset({'Q99459', 'IL6', 'Q15291'})"
"frozenset({'IL6', 'Q9UHW9', 'Q15884'})"
"frozenset({'Q9H7D0', 'Q6IN85', 'IL6'})"
"frozenset({'IL6', 'P08253', 'O96013'})"
"frozenset({'Q8WVM7', 'IL6', 'P32249'})"
"frozenset({'IL6', 'Q8N5C8', 'Q13526'})"
"frozenset({'IL6', 'P35609', 'P26842'})"
"frozenset({'O14668', 'IL6', 'Q8TCJ0'})"
"frozenset({'IL6', 'P50238', 'P15531'})"
"frozenset({'IL6', 'Q9NP97', 'Q15424'})"
"frozenset({'Q96SW2', 'IL6', 'P08865'})"
"frozenset({'P11474', 'IL6', 'Q6STE5'})"
"frozenset({'IL6', 'P21580', 'Q15628'})"
"frozenset({'IL6', 'P49763', 'P10721'})"
"frozenset({'P18583', 'IL6', 'Q15233'})"
"frozenset({'IL6', 'Q9P0M9', 'Q9NYK5'})"
"frozenset({'Q13561', 'IL6', 'Q16659'})"
"frozenset({'Q7RTN6', 'IL6', 'P34897'})"
"frozenset({'IL6', 'Q86VR2', 'Q00765'})"
"frozenset({'P18669', 'IL6', 'P49715'})"
"frozenset({'Q9NXR8', 'P05067', 'IL6'})"
"frozenset({'O95741', 'IL6', 'Q13526'})"
"frozenset({'Q7LBR1', 'IL6', 'Q92734'})"
"frozenset({'Q86XI8', 'IL6', 'Q5VZL5'})"
"frozenset({'Q13472', 'IL6', 'P27694'})"
"frozenset({'IL6', 'P17676', 'Q14790'})"
"frozenset({'IL6', 'P61981', 'Q9NYF3'})"
"frozenset({'P09651', 'IL6', 'Q02078'})"
"frozenset({'Q96LK0', 'IL6', 'Q15813'})"
"frozenset({'Q9Y4P3', 'IL6', 'Q13315'})"
"frozenset({'IL6', 'P50552', 'Q9BWD1'})"
"frozenset({'IL6', 'A8MT69', 'Q8IYD8'})"
"frozenset({'Q9H5Q4', 'IL6', 'O00411'})"
"frozenset({'Q86WR0', 'IL6', 'Q92731'})"
"frozenset({'O75925', 'IL6', 'Q15797'})"
"frozenset({'P54646', 'IL6', 'O60825'})"
"frozenset({'P28702', 'Q86YS7', 'IL6'})"
"frozenset({'Q96GM5', 'IL6', 'Q9NZM4'})"
"frozenset({'IL6', 'P10828', 'P42336'})"
"frozenset({'IL6', 'Q9Y2I6', 'Q7L8J4'})"
"frozenset({'Q5UIP0', 'O14737', 'IL6'})"
"frozenset({'P60709', 'O15371', 'IL6'})"
"frozenset({'IL6', 'P49674', 'Q8TC76'})"
"frozenset({'Q24JP5', 'IL6', 'P04629'})"
"frozenset({'IL6', 'P42768', 'O43707'})"
"frozenset({'P63218', 'IL6', 'Q9HAV0'})"
"frozenset({'Q14194', 'IL6', 'P62308'})"
"frozenset({'IL6', 'O94813', 'P35052'})"
"frozenset({'Q15046', 'IL6', 'P00441'})"
"frozenset({'Q9ULM6', 'Q9H9A5', 'IL6'})"
"frozenset({'IL6', 'P23769', 'Q9BYR8'})"
"frozenset({'Q96S65', 'IL6', 'Q96SQ5'})"
"frozenset({'Q9UKT9', 'P55273', 'IL6'})"
"frozenset({'P14618', 'IL6', 'P05161'})"
"frozenset({'IL6', 'P20339', 'Q9UJ41'})"
"frozenset({'Q9H0W5', 'IL6', 'P63092'})"
"frozenset({'Q9Y3E0', 'Q08379', 'IL6'})"
"frozenset({'IL6', 'P42345', 'P51397'})"
"frozenset({'IL6', 'Q86XI2', 'P03372'})"
"frozenset({'P06753', 'Q6ZW49', 'IL6'})"
"frozenset({'IL6', 'Q96JN8', 'O75592'})"
"frozenset({'IL6', 'Q9BXT2', 'P30559'})"
"frozenset({'Q14332', 'O96014', 'IL6'})"
"frozenset({'Q8IY81', 'IL6', 'O75147'})"
"frozenset({'Q09472', 'Q3SY56', 'IL6'})"
"frozenset({'IL6', 'Q8NHG8', 'Q9BVC4'})"
"frozenset({'IL6', 'Q99871', 'Q14203'})"
"frozenset({'P00403', 'IL6', 'P08246'})"
"frozenset({'Q5BJF6', 'O75449', 'IL6'})"
"frozenset({'P27348', 'IL6', 'Q71DI3'})"
"frozenset({'O00151', 'IL6', 'O43707'})"
"frozenset({'IL6', 'Q92734', 'O43186'})"
"frozenset({'IL6', 'A5X5Y0', 'Q93084'})"
"frozenset({'IL6', 'Q8NHQ9', 'Q9NY93'})"
"frozenset({'P62736', 'P26232', 'IL6'})"
"frozenset({'IL6', 'Q9Y4B6', 'Q8IY92'})"
"frozenset({'Q96DI7', 'Q15717', 'IL6'})"
"frozenset({'IL6', 'P61587', 'O15085'})"
"frozenset({'P60660', 'O60739', 'IL6'})"
"frozenset({'IL6', 'Q16718', 'Q8WYQ3'})"
"frozenset({'P02751', 'IL6', 'Q16630'})"
"frozenset({'P15927', 'Q8IY67', 'IL6'})"
"frozenset({'Q9BZS1', 'IL6', 'Q9H6T0'})"
"frozenset({'P60520', 'IL6', 'P31040'})"
"frozenset({'O95619', 'Q15059', 'IL6'})"
"frozenset({'IL6', 'P38919', 'Q13595'})"
"frozenset({'P60520', 'IL6', 'P32119'})"
"frozenset({'Q6UW78', 'IL6', 'O96000'})"
"frozenset({'Q13905', 'P12830', 'IL6'})"
"frozenset({'P20807', 'P17980', 'IL6'})"
"frozenset({'IL6', 'Q53EZ4', 'Q63ZY3'})"
"frozenset({'IL6', 'O15075', 'O00165'})"
"frozenset({'IL6', 'P28065', 'Q15596'})"
"frozenset({'P62753', 'IL6', 'P46778'})"
"frozenset({'Q13227', 'IL6', 'Q52LG2'})"
"frozenset({'IL6', 'Q9BQB6', 'Q9H6X4'})"
"frozenset({'O60502', 'P67870', 'IL6'})"
"frozenset({'IL6', 'Q6P5W5', 'Q9BXJ8'})"
"frozenset({'P35244', 'IL6', 'Q562R1'})"
"frozenset({'IL6', 'P0DP25', 'Q16659'})"
"frozenset({'Q01094', 'IL6', 'Q14457'})"
"frozenset({'Q8IU54', 'Q13651', 'IL6'})"
"frozenset({'IL6', 'P27482', 'Q13555'})"
"frozenset({'Q15287', 'IL6', 'Q14683'})"
"frozenset({'IL6', 'P28065', 'Q13200'})"
"frozenset({'IL6', 'Q9BRJ7', 'P35226'})"
"frozenset({'Q92973', 'IL6', 'P52948'})"
"frozenset({'IL6', 'O76001', 'P35626'})"
"frozenset({'P15927', 'Q86UA6', 'IL6'})"
"frozenset({'IL6', 'P53803', 'Q15560'})"
"frozenset({'P49459', 'Q9H900', 'IL6'})"
"frozenset({'Q9H8Y8', 'IL6', 'Q9NQC1'})"
"frozenset({'Q9Y2Q3', 'P39656', 'IL6'})"
"frozenset({'Q8N806', 'O14530', 'IL6'})"
"frozenset({'Q9UGI0', 'IL6', 'Q8WZ74'})"
"frozenset({'IL6', 'Q712K3', 'P46926'})"
"frozenset({'IL6', 'P26010', 'Q16787'})"
"frozenset({'P00533', 'IL6', 'P56545'})"
"frozenset({'IL6', 'P45880', 'Q9BVJ6'})"
"frozenset({'P67870', 'P36873', 'IL6'})"
"frozenset({'Q8N5R6', 'IL6', 'Q7Z2X4'})"
"frozenset({'Q8WWG9', 'IL6', 'P21333'})"
"frozenset({'Q9Y3Q4', 'IL6', 'Q9UL51'})"
"frozenset({'IL6', 'P10155', 'Q06210'})"
"frozenset({'IL6', 'P05067', 'P56817'})"
"frozenset({'P36871', 'P07954', 'IL6'})"
"frozenset({'Q15334', 'Q9BYG4', 'IL6'})"
"frozenset({'IL6', 'P03372', 'P19012'})"
"frozenset({'Q14999', 'Q00059', 'IL6'})"
"frozenset({'Q9Y296', 'O95084', 'IL6'})"
"frozenset({'Q8IVT5', 'IL6', 'Q86X27'})"
"frozenset({'P05412', 'IL6', 'P35354'})"
"frozenset({'Q9UI09', 'IL6', 'O75251'})"
"frozenset({'IL6', 'Q8NCU1', 'Q8TAB5'})"
"frozenset({'Q15831', 'IL6', 'O75820'})"
"frozenset({'IL6', 'Q9H2X0', 'A8MQ03'})"
"frozenset({'IL6', 'P23443', 'O14980'})"
"frozenset({'Q16543', 'IL6', 'O43865'})"
"frozenset({'Q13547', 'Q86Y13', 'IL6'})"
"frozenset({'IL6', 'Q14232', 'Q7Z3Z2'})"
"frozenset({'P05412', 'Q99873', 'IL6'})"
"frozenset({'O94782', 'IL6', 'P47929'})"
"frozenset({'IL6', 'P05455', 'Q8IV38'})"
"frozenset({'P00533', 'IL6', 'P06132'})"
"frozenset({'Q5TC82', 'IL6', 'P26373'})"
"frozenset({'Q13952', 'IL6', 'P06493'})"
"frozenset({'P35219', 'B9A064', 'IL6'})"
"frozenset({'P54252', 'P22314', 'IL6'})"
"frozenset({'Q8NEM7', 'IL6', 'Q14CW9'})"
"frozenset({'IL6', 'P16234', 'P01127'})"
"frozenset({'IL6', 'Q12952', 'Q8TAE8'})"
"frozenset({'Q8IY67', 'P61221', 'IL6'})"
"frozenset({'IL6', 'Q9H1R3', 'P20333'})"
"frozenset({'Q92630', 'Q02952', 'IL6'})"
"frozenset({'P16104', 'IL6', 'Q9H7Z7'})"
"frozenset({'IL6', 'P03372', 'Q9BUJ2'})"
"frozenset({'Q9UM73', 'IL6', 'P23246'})"
"frozenset({'IL6', 'Q6FHJ7', 'Q9NXF7'})"
"frozenset({'P10276', 'O15164', 'IL6'})"
"frozenset({'Q17RP2', 'Q7Z4V5', 'IL6'})"
"frozenset({'Q96EP5', 'IL6', 'P63167'})"
"frozenset({'Q9H8V3', 'IL6', 'O43865'})"
"frozenset({'IL6', 'Q9HCD5', 'Q14204'})"
"frozenset({'IL6', 'O43521', 'P43364'})"
"frozenset({'O95155', 'P55072', 'IL6'})"
"frozenset({'Q9Y2B0', 'P18825', 'IL6'})"
"frozenset({'IL6', 'Q96PC2', 'P05165'})"
"frozenset({'Q9H9G7', 'IL6', 'Q6P2E9'})"
"frozenset({'P46108', 'P20810', 'IL6'})"
"frozenset({'IL6', 'Q93008', 'Q15942'})"
"frozenset({'IL6', 'P36873', 'P61221'})"
"frozenset({'IL6', 'P35579', 'Q9H3U1'})"
"frozenset({'P0DMV8', 'O60884', 'IL6'})"
"frozenset({'IL6', 'Q7Z4H7', 'Q9H6D7'})"
"frozenset({'IL6', 'P63211', 'Q02156'})"
"frozenset({'Q8TAT6', 'IL6', 'Q15910'})"
"frozenset({'Q15257', 'IL6', 'Q13153'})"
"frozenset({'Q8IXQ9', 'IL6', 'O94925'})"
"frozenset({'IL6', 'Q92608', 'Q6A162'})"
"frozenset({'P42765', 'IL6', 'Q12888'})"
"frozenset({'P51148', 'IL6', 'Q96K37'})"
"frozenset({'Q9C0B0', 'IL6', 'P38646'})"
"frozenset({'Q58FG0', 'P43121', 'IL6'})"
"frozenset({'Q9NRR5', 'IL6', 'P21246'})"
"frozenset({'IL6', 'P53350', 'O14965'})"
"frozenset({'IL6', 'Q92785', 'Q14192'})"
"frozenset({'IL6', 'Q9NNX6', 'Q9H7S9'})"
"frozenset({'P21926', 'P01892', 'IL6'})"
"frozenset({'Q7Z7H3', 'Q96D03', 'IL6'})"
"frozenset({'P14678', 'IL6', 'Q9UJV9'})"
"frozenset({'P32322', 'IL6', 'Q99497'})"
"frozenset({'Q8NH50', 'IL6', 'P25098'})"
"frozenset({'IL6', 'P30305', 'Q9NYF3'})"
"frozenset({'IL6', 'Q8N7C3', 'P61956'})"
"frozenset({'IL6', 'P12814', 'P25786'})"
"frozenset({'P55072', 'Q93034', 'IL6'})"
"frozenset({'IL6', 'P37837', 'Q8NBT2'})"
"frozenset({'Q5JNZ5', 'IL6', 'P00533'})"
"frozenset({'IL6', 'O14965', 'P55083'})"
"frozenset({'Q15758', 'P49716', 'IL6'})"
"frozenset({'P78527', 'IL6', 'Q14683'})"
"frozenset({'IL6', 'Q96IK5', 'Q96NE9'})"
"frozenset({'IL6', 'Q02930', 'Q9BYR5'})"
"frozenset({'IL6', 'Q9BT78', 'Q8N6Y0'})"
"frozenset({'P09497', 'Q01968', 'IL6'})"
"frozenset({'Q99576', 'IL6', 'Q9Y6D9'})"
"frozenset({'Q96SW2', 'P48729', 'IL6'})"
"frozenset({'P37173', 'IL6', 'P60953'})"
"frozenset({'Q3LI72', 'P61981', 'IL6'})"
"frozenset({'IL6', 'P19235', 'O14508'})"
"frozenset({'Q05513', 'IL6', 'Q99689'})"
"frozenset({'P14778', 'IL6', 'Q99836'})"
"frozenset({'Q8WXW3', 'IL6', 'Q8N4C6'})"
"frozenset({'Q9UKT9', 'IL6', 'O75182'})"
"frozenset({'P48729', 'Q04917', 'IL6'})"
"frozenset({'P63104', 'P55851', 'IL6'})"
"frozenset({'P02768', 'Q09019', 'IL6'})"
"frozenset({'P23396', 'IL6', 'P51808'})"
"frozenset({'Q86V81', 'IL6', 'Q969P0'})"
"frozenset({'Q9NSB8', 'IL6', 'Q16643'})"
"frozenset({'IL6', 'Q9P2F8', 'P13727'})"
"frozenset({'IL6', 'P24928', 'Q5T200'})"
"frozenset({'IL6', 'Q93009', 'Q92993'})"
"frozenset({'P54274', 'IL6', 'Q03154'})"
"frozenset({'Q8N8S7', 'Q15717', 'IL6'})"
"frozenset({'IL6', 'Q92583', 'P25024'})"
"frozenset({'P45973', 'IL6', 'Q15369'})"
"frozenset({'P62875', 'IL6', 'P53803'})"
"frozenset({'O75604', 'Q9HCE1', 'IL6'})"
"frozenset({'IL6', 'P13612', 'P45880'})"
"frozenset({'IL6', 'Q9BYV2', 'Q8IX29'})"
"frozenset({'IL6', 'P30419', 'Q3B7T1'})"
"frozenset({'IL6', 'P61254', 'P62993'})"
"frozenset({'IL6', 'Q9NS56', 'Q05516'})"
"frozenset({'P62380', 'IL6', 'P54274'})"
"frozenset({'Q13242', 'Q9NYF8', 'IL6'})"
"frozenset({'IL6', 'Q9Y6F6', 'Q13237'})"
"frozenset({'P49821', 'Q9Y3E0', 'IL6'})"
"frozenset({'O14979', 'Q9Y3U8', 'IL6'})"
"frozenset({'Q8N806', 'IL6', 'P54762'})"
"frozenset({'Q01844', 'Q96MA1', 'IL6'})"
"frozenset({'Q9H8Y8', 'Q9H7C9', 'IL6'})"
"frozenset({'Q13148', 'IL6', 'P30101'})"
"frozenset({'O95206', 'Q8WUW1', 'IL6'})"
"frozenset({'IL6', 'Q15654', 'P29972'})"
"frozenset({'P08637', 'P07948', 'IL6'})"
"frozenset({'Q9Y315', 'IL6', 'Q9H993'})"
"frozenset({'Q9HBA0', 'P19793', 'IL6'})"
"frozenset({'Q6VVB1', 'IL6', 'P34932'})"
"frozenset({'P48681', 'IL6', 'Q9H936'})"
"frozenset({'IL6', 'Q9BVP2', 'O00567'})"
"frozenset({'IL6', 'O14543', 'Q15369'})"
"frozenset({'IL6', 'P05129', 'P30154'})"
"frozenset({'Q13618', 'IL6', 'P23109'})"
"frozenset({'IL6', 'Q9NS18', 'Q7Z4W1'})"
"frozenset({'IL6', 'Q96QV6', 'Q9NPI1'})"
"frozenset({'O76011', 'IL6', 'Q2WGJ6'})"
"frozenset({'IL6', 'O43586', 'P00519'})"
"frozenset({'Q8IXJ6', 'Q12834', 'IL6'})"
"frozenset({'Q7Z2Z2', 'P61960', 'IL6'})"
"frozenset({'P49207', 'IL6', 'P62249'})"
"frozenset({'IL6', 'Q01780', 'Q15024'})"
"frozenset({'IL6', 'Q99594', 'Q9UNE7'})"
"frozenset({'P61247', 'P35268', 'IL6'})"
"frozenset({'IL6', 'P54727', 'P35270'})"
"frozenset({'IL6', 'Q13501', 'Q53GL7'})"
"frozenset({'IL6', 'P31213', 'A8MQ03'})"
"frozenset({'IL6', 'Q9NRX2', 'Q13469'})"
"frozenset({'IL6', 'Q13438', 'Q6X784'})"
"frozenset({'Q15125', 'Q9H244', 'IL6'})"
"frozenset({'Q16531', 'IL6', 'Q7L190'})"
"frozenset({'Q9NPJ6', 'Q99814', 'IL6'})"
"frozenset({'IL6', 'O60341', 'Q9H1I8'})"
"frozenset({'Q9C0B0', 'P31150', 'IL6'})"
"frozenset({'P31146', 'O94907', 'IL6'})"
"frozenset({'Q01844', 'P23284', 'IL6'})"
"frozenset({'Q9BYC9', 'IL6', 'P17026'})"
"frozenset({'Q9UHD9', 'IL6', 'Q96K21'})"
"frozenset({'Q15036', 'IL6', 'P04629'})"
"frozenset({'Q99459', 'IL6', 'P28340'})"
"frozenset({'IL6', 'Q9Y463', 'O60292'})"
"frozenset({'P50150', 'Q9UBB9', 'IL6'})"
"frozenset({'Q15046', 'IL6', 'Q6PI48'})"
"frozenset({'IL6', 'P50221', 'Q9H788'})"
"frozenset({'IL6', 'Q9BSV6', 'Q06546'})"
"frozenset({'IL6', 'Q8NBJ4', 'O43526'})"
"frozenset({'P10276', 'IL6', 'P10644'})"
"frozenset({'P29597', 'IL6', 'O43567'})"
"frozenset({'IL6', 'Q96MX0', 'Q06187'})"
"frozenset({'Q14896', 'IL6', 'O95425'})"
"frozenset({'P04899', 'IL6', 'Q9UJ70'})"
"frozenset({'Q9P021', 'Q15717', 'IL6'})"
"frozenset({'Q12846', 'P33527', 'IL6'})"
"frozenset({'P05388', 'Q86VP6', 'IL6'})"
"frozenset({'Q8N9I9', 'Q8IUH5', 'IL6'})"
"frozenset({'Q7L2J0', 'IL6', 'Q9BWH6'})"
"frozenset({'Q969M3', 'IL6', 'Q96S52'})"
"frozenset({'Q15363', 'Q9H2A9', 'IL6'})"
"frozenset({'IL6', 'P0DPA2', 'P11802'})"
"frozenset({'P30153', 'IL6', 'P60510'})"
"frozenset({'IL6', 'Q8N128', 'Q96RS0'})"
"frozenset({'IL6', 'P38936', 'P11309'})"
"frozenset({'P06241', 'Q9UQ26', 'IL6'})"
"frozenset({'P59998', 'Q9NQG5', 'IL6'})"
"frozenset({'IL6', 'P26010', 'Q9Y3P9'})"
"frozenset({'IL6', 'Q13309', 'Q9Y6E7'})"
"frozenset({'Q9NZ71', 'Q96T76', 'IL6'})"
"frozenset({'Q5JWF2', 'IL6', 'P43220'})"
"frozenset({'IL6', 'P22557', 'P08246'})"
"frozenset({'IL6', 'Q96SB4', 'P61326'})"
"frozenset({'O75578', 'IL6', 'Q14055'})"
"frozenset({'Q9HB71', 'Q9H4P4', 'IL6'})"
"frozenset({'P32121', 'IL6', 'P08708'})"
"frozenset({'P35244', 'O95347', 'IL6'})"
"frozenset({'IL6', 'Q9NPI1', 'P10644'})"
"frozenset({'IL6', 'P05129', 'Q06710'})"
"frozenset({'P09651', 'IL6', 'Q14240'})"
"frozenset({'IL6', 'Q96A25', 'Q6UX40'})"
"frozenset({'P13498', 'Q15080', 'IL6'})"
"frozenset({'Q8N0X7', 'IL6', 'O75208'})"
"frozenset({'Q9Y4K3', 'IL6', 'Q86SQ4'})"
"frozenset({'Q9BPW5', 'IL6', 'Q8TBB1'})"
"frozenset({'IL6', 'Q13247', 'P98175'})"
"frozenset({'Q96EB6', 'IL6', 'Q12778'})"
"frozenset({'IL6', 'Q08379', 'Q6ZSJ9'})"
"frozenset({'P27986', 'Q9ULW0', 'IL6'})"
"frozenset({'IL6', 'P67809', 'Q99523'})"
"frozenset({'Q14160', 'IL6', 'P17252'})"
"frozenset({'Q86YD1', 'IL6', 'P48380'})"
"frozenset({'O95167', 'IL6', 'Q99999'})"
"frozenset({'IL6', 'Q13315', 'P12956'})"
"frozenset({'P23468', 'IL6', 'P40763'})"
"frozenset({'P62873', 'Q08462', 'IL6'})"
"frozenset({'IL6', 'O75386', 'Q96RY7'})"
"frozenset({'Q05086', 'P08729', 'IL6'})"
"frozenset({'Q9UQC2', 'P56524', 'IL6'})"
"frozenset({'P49662', 'IL6', 'Q9Y5M8'})"
"frozenset({'IL6', 'O95402', 'O75478'})"
"frozenset({'Q9Y6Q5', 'IL6', 'Q9BXS5'})"
"frozenset({'Q9HD34', 'IL6', 'Q13011'})"
"frozenset({'IL6', 'Q9NYK5', 'Q96A35'})"
"frozenset({'IL6', 'Q17RD7', 'Q53H64'})"
"frozenset({'P09871', 'IL6', 'O75364'})"
"frozenset({'Q9NPF4', 'IL6', 'Q9Y3C4'})"
"frozenset({'IL6', 'P03901', 'P56556'})"
"frozenset({'IL6', 'Q14739', 'Q9P0N5'})"
"frozenset({'Q13596', 'Q96DZ9', 'IL6'})"
"frozenset({'Q9H0R8', 'P39023', 'IL6'})"
"frozenset({'IL6', 'O60260', 'P20618'})"
"frozenset({'Q9HBZ2', 'IL6', 'Q6NUQ1'})"
"frozenset({'Q9H339', 'O60262', 'IL6'})"
"frozenset({'Q8N806', 'IL6', 'Q96LA8'})"
"frozenset({'IL6', 'Q9UHB9', 'P61088'})"
"frozenset({'IL6', 'Q9NZQ7', 'Q8WY07'})"
"frozenset({'P48643', 'IL6', 'Q8N6T7'})"
"frozenset({'P49257', 'IL6', 'P43307'})"
"frozenset({'IL6', 'Q12931', 'Q9HBH9'})"
"frozenset({'IL6', 'P82663', 'Q9NY93'})"
"frozenset({'IL6', 'P84095', 'Q6ZUM4'})"
"frozenset({'Q9H7E9', 'IL6', 'Q8IZU0'})"
"frozenset({'Q15022', 'IL6', 'Q92900'})"
"frozenset({'Q9Y6I3', 'P42566', 'IL6'})"
"frozenset({'IL6', 'P48556', 'P04629'})"
"frozenset({'IL6', 'P15336', 'P16581'})"
"frozenset({'Q3MIN7', 'P11234', 'IL6'})"
"frozenset({'P35573', 'IL6', 'P35557'})"
"frozenset({'IL6', 'Q13021', 'P51636'})"
"frozenset({'O00212', 'A1A4S6', 'IL6'})"
"frozenset({'Q5TB80', 'IL6', 'P36776'})"
"frozenset({'IL6', 'Q07960', 'Q8TCJ0'})"
"frozenset({'O15145', 'P42768', 'IL6'})"
"frozenset({'Q13620', 'IL6', 'O43482'})"
"frozenset({'IL6', 'Q93008', 'Q9UBS0'})"
"frozenset({'P46100', 'IL6', 'Q13185'})"
"frozenset({'IL6', 'O00505', 'P32780'})"
"frozenset({'IL6', 'Q9P2H0', 'P30519'})"
"frozenset({'IL6', 'Q9UIV1', 'Q9UKB1'})"
