negatives
"frozenset({'Q96HT8', 'Q99757', 'BDNF'})"
"frozenset({'Q04206', 'Q9ULK4', 'BDNF'})"
"frozenset({'Q96JB2', 'Q9BV73', 'BDNF'})"
"frozenset({'O94906', 'BDNF', 'Q8WWY3'})"
"frozenset({'P11940', 'BDNF', 'P09012'})"
"frozenset({'P19838', 'P37231', 'BDNF'})"
"frozenset({'P06703', 'BDNF', 'P26368'})"
"frozenset({'BDNF', 'O95342', 'Q9Y618'})"
"frozenset({'P08631', 'BDNF', 'O43516'})"
"frozenset({'P05060', 'BDNF', 'P68371'})"
"frozenset({'P13647', 'BDNF', 'P19012'})"
"frozenset({'Q99459', 'BDNF', 'Q9NPJ6'})"
"frozenset({'Q9Y3M2', 'Q12923', 'BDNF'})"
"frozenset({'Q14164', 'P12268', 'BDNF'})"
"frozenset({'P26371', 'P05187', 'BDNF'})"
"frozenset({'O60664', 'BDNF', 'P39687'})"
"frozenset({'P28749', 'BDNF', 'P62191'})"
"frozenset({'P11229', 'P30679', 'BDNF'})"
"frozenset({'Q9UDY2', 'O43623', 'BDNF'})"
"frozenset({'Q96ST3', 'BDNF', 'Q9Y376'})"
"frozenset({'BDNF', 'P40425', 'O60682'})"
"frozenset({'P36578', 'BDNF', 'P61247'})"
"frozenset({'Q9BXF9', 'BDNF', 'O76011'})"
"frozenset({'O94817', 'BDNF', 'Q15323'})"
"frozenset({'P05067', 'BDNF', 'Q5KU26'})"
"frozenset({'Q9UH03', 'Q9NVA2', 'BDNF'})"
"frozenset({'BDNF', 'P16234', 'Q99962'})"
"frozenset({'Q14938', 'Q06330', 'BDNF'})"
"frozenset({'P10827', 'Q9UBU9', 'BDNF'})"
"frozenset({'O43889', 'BDNF', 'Q96A57'})"
"frozenset({'O95684', 'BDNF', 'Q8WXW3'})"
"frozenset({'P11308', 'BDNF', 'P11142'})"
"frozenset({'P20827', 'BDNF', 'P54756'})"
"frozenset({'BDNF', 'Q9Y3R0', 'Q86Y13'})"
"frozenset({'Q99728', 'Q14498', 'BDNF'})"
"frozenset({'Q9H1A4', 'BDNF', 'Q8IYT4'})"
"frozenset({'Q15628', 'BDNF', 'Q5S007'})"
"frozenset({'P50750', 'P20142', 'BDNF'})"
"frozenset({'BDNF', 'Q13554', 'Q68CJ9'})"
"frozenset({'BDNF', 'Q6P1W5', 'Q14764'})"
"frozenset({'P01106', 'Q00341', 'BDNF'})"
"frozenset({'Q9UM00', 'BDNF', 'Q9H1C4'})"
"frozenset({'BDNF', 'Q14186', 'Q00526'})"
"frozenset({'P49674', 'BDNF', 'Q16526'})"
"frozenset({'Q16659', 'Q8WX92', 'BDNF'})"
"frozenset({'Q15370', 'BDNF', 'Q99814'})"
"frozenset({'Q9NRN5', 'BDNF', 'Q99689'})"
"frozenset({'Q6MZP7', 'BDNF', 'Q9P0K8'})"
"frozenset({'Q9BYR0', 'BDNF', 'O60269'})"
"frozenset({'Q07666', 'Q15628', 'BDNF'})"
"frozenset({'BDNF', 'Q6NZ67', 'Q16543'})"
"frozenset({'P52597', 'Q96GG9', 'BDNF'})"
"frozenset({'Q13617', 'Q9NPF4', 'BDNF'})"
"frozenset({'P15260', 'BDNF', 'P01570'})"
"frozenset({'BDNF', 'Q02878', 'Q9H0R8'})"
"frozenset({'P25025', 'P02776', 'BDNF'})"
"frozenset({'Q9ULL5', 'BDNF', 'Q93009'})"
"frozenset({'P12081', 'BDNF', 'Q99614'})"
"frozenset({'P62829', 'BDNF', 'P62753'})"
"frozenset({'Q9BV73', 'BDNF', 'P07900'})"
"frozenset({'BDNF', 'Q8TC07', 'P43115'})"
"frozenset({'P05386', 'P62266', 'BDNF'})"
"frozenset({'Q09472', 'BDNF', 'P35637'})"
"frozenset({'Q96CN9', 'BDNF', 'P98170'})"
"frozenset({'BDNF', 'P00540', 'Q9P289'})"
"frozenset({'Q07890', 'BDNF', 'P11233'})"
"frozenset({'BDNF', 'Q9UM13', 'Q9P2B7'})"
"frozenset({'Q9NP81', 'BDNF', 'Q9P0J7'})"
"frozenset({'Q96MH6', 'BDNF', 'Q15717'})"
"frozenset({'O60341', 'P48729', 'BDNF'})"
"frozenset({'Q7Z6Z7', 'BDNF', 'P06733'})"
"frozenset({'P41238', 'BDNF', 'O95429'})"
"frozenset({'P04792', 'P18428', 'BDNF'})"
"frozenset({'P61201', 'BDNF', 'P60900'})"
"frozenset({'Q96CS2', 'BDNF', 'Q13515'})"
"frozenset({'Q8N1G0', 'BDNF', 'O95983'})"
"frozenset({'P39019', 'BDNF', 'P49736'})"
"frozenset({'P24928', 'Q96P16', 'BDNF'})"
"frozenset({'O15350', 'BDNF', 'Q8IZT6'})"
"frozenset({'O75533', 'BDNF', 'Q15797'})"
"frozenset({'P26715', 'BDNF', 'Q8NBI2'})"
"frozenset({'Q9H204', 'Q9Y3C7', 'BDNF'})"
"frozenset({'P67809', 'P21399', 'BDNF'})"
"frozenset({'Q07021', 'Q96C28', 'BDNF'})"
"frozenset({'O00501', 'BDNF', 'P56748'})"
"frozenset({'BDNF', 'A8MQ03', 'Q5T754'})"
"frozenset({'P16298', 'BDNF', 'Q9UJX3'})"
"frozenset({'Q15427', 'BDNF', 'P42765'})"
"frozenset({'P50990', 'BDNF', 'P60900'})"
"frozenset({'BDNF', 'Q12905', 'Q9NSE4'})"
"frozenset({'P62857', 'BDNF', 'P26373'})"
"frozenset({'P04792', 'BDNF', 'Q9UEY8'})"
"frozenset({'Q13114', 'P03372', 'BDNF'})"
"frozenset({'P49815', 'P63104', 'BDNF'})"
"frozenset({'Q15637', 'BDNF', 'O75147'})"
"frozenset({'Q1MSJ5', 'Q9Y6H3', 'BDNF'})"
"frozenset({'BDNF', 'Q92636', 'P19438'})"
"frozenset({'Q16626', 'BDNF', 'Q9BXS5'})"
"frozenset({'Q9NVI7', 'BDNF', 'P13569'})"
"frozenset({'Q14676', 'P15927', 'BDNF'})"
"frozenset({'P30101', 'BDNF', 'P18206'})"
"frozenset({'Q13137', 'BDNF', 'Q9UPY3'})"
"frozenset({'O95721', 'Q86Y82', 'BDNF'})"
"frozenset({'Q07157', 'BDNF', 'Q9BX67'})"
"frozenset({'Q14517', 'BDNF', 'Q8N8S7'})"
"frozenset({'P56645', 'BDNF', 'Q49AN0'})"
"frozenset({'P59991', 'BDNF', 'Q5T754'})"
"frozenset({'BDNF', 'Q9Y2D4', 'Q8TAG9'})"
"frozenset({'P48039', 'BDNF', 'P63096'})"
"frozenset({'O00232', 'Q99460', 'BDNF'})"
"frozenset({'Q12931', 'BDNF', 'Q9H0R8'})"
"frozenset({'P30050', 'P39023', 'BDNF'})"
"frozenset({'P25098', 'BDNF', 'Q96R09'})"
"frozenset({'BDNF', 'Q9Y371', 'Q9H8Y8'})"
"frozenset({'Q96HE9', 'Q13601', 'BDNF'})"
"frozenset({'O43638', 'BDNF', 'Q96DV4'})"
"frozenset({'O75081', 'Q13547', 'BDNF'})"
"frozenset({'P25098', 'Q6IF36', 'BDNF'})"
"frozenset({'Q99536', 'BDNF', 'Q9BQ24'})"
"frozenset({'P05771', 'BDNF', 'O15530'})"
"frozenset({'Q9UKV5', 'BDNF', 'P05181'})"
"frozenset({'BDNF', 'Q969H0', 'Q06787'})"
"frozenset({'Q66LE6', 'P54289', 'BDNF'})"
"frozenset({'O60262', 'BDNF', 'Q96R69'})"
"frozenset({'Q15759', 'P04150', 'BDNF'})"
"frozenset({'P54619', 'BDNF', 'P62879'})"
"frozenset({'Q96IF1', 'BDNF', 'P10276'})"
"frozenset({'Q0VDD7', 'P60409', 'BDNF'})"
"frozenset({'O15259', 'P33947', 'BDNF'})"
"frozenset({'BDNF', 'P07858', 'Q07817'})"
"frozenset({'BDNF', 'P25800', 'Q86T90'})"
"frozenset({'BDNF', 'Q99877', 'Q96RL1'})"
"frozenset({'Q8TES7', 'Q6A162', 'BDNF'})"
"frozenset({'O75843', 'BDNF', 'O14980'})"
"frozenset({'BDNF', 'P62854', 'P36873'})"
"frozenset({'BDNF', 'P21579', 'Q16854'})"
"frozenset({'Q8IZC4', 'BDNF', 'Q9BY11'})"
"frozenset({'P51991', 'BDNF', 'Q8IX12'})"
"frozenset({'Q14118', 'BDNF', 'P56539'})"
"frozenset({'Q04206', 'O14920', 'BDNF'})"
"frozenset({'Q9BYD2', 'BDNF', 'Q8N3F8'})"
"frozenset({'P61978', 'P52597', 'BDNF'})"
"frozenset({'Q7Z6Z7', 'Q9C0B0', 'BDNF'})"
"frozenset({'Q9BXB1', 'BDNF', 'Q08378'})"
"frozenset({'P09619', 'BDNF', 'Q15599'})"
"frozenset({'P31350', 'BDNF', 'P38159'})"
"frozenset({'P62140', 'BDNF', 'P19105'})"
"frozenset({'Q53F19', 'BDNF', 'Q02878'})"
"frozenset({'Q9Y4B6', 'BDNF', 'P13051'})"
"frozenset({'P52952', 'BDNF', 'Q8IUC2'})"
"frozenset({'Q07666', 'P22681', 'BDNF'})"
"frozenset({'Q9HB71', 'BDNF', 'P60763'})"
"frozenset({'Q12959', 'BDNF', 'P52732'})"
"frozenset({'O95714', 'BDNF', 'Q6PML9'})"
"frozenset({'BDNF', 'P27635', 'Q92905'})"
"frozenset({'Q96CS3', 'BDNF', 'Q9HCE7'})"
"frozenset({'BDNF', 'Q9UNS1', 'Q9BRX5'})"
"frozenset({'BDNF', 'Q15172', 'P32121'})"
"frozenset({'Q8TEM1', 'Q9NRD1', 'BDNF'})"
"frozenset({'P21796', 'BDNF', 'P51148'})"
"frozenset({'P60510', 'O60568', 'BDNF'})"
"frozenset({'BDNF', 'P31323', 'P22612'})"
"frozenset({'P38398', 'BDNF', 'Q14643'})"
"frozenset({'Q9C035', 'BDNF', 'Q16584'})"
"frozenset({'P63241', 'BDNF', 'P04818'})"
"frozenset({'Q6UB35', 'BDNF', 'P04629'})"
"frozenset({'P07954', 'Q71UI9', 'BDNF'})"
"frozenset({'Q12929', 'Q9NVT9', 'BDNF'})"
"frozenset({'Q15020', 'BDNF', 'Q16665'})"
"frozenset({'BDNF', 'Q15415', 'Q86VE0'})"
"frozenset({'P67870', 'P18846', 'BDNF'})"
"frozenset({'Q5TD97', 'BDNF', 'P16220'})"
"frozenset({'BDNF', 'Q96F86', 'Q96LK0'})"
"frozenset({'Q9UN30', 'BDNF', 'Q14781'})"
"frozenset({'O60547', 'BDNF', 'P31939'})"
"frozenset({'BDNF', 'Q7Z3B3', 'Q9HAU0'})"
"frozenset({'Q9BRT6', 'BDNF', 'Q8IXZ2'})"
"frozenset({'Q96A37', 'BDNF', 'Q13064'})"
"frozenset({'Q14683', 'BDNF', 'P07910'})"
"frozenset({'BDNF', 'Q5T753', 'P22735'})"
"frozenset({'P01116', 'O95294', 'BDNF'})"
"frozenset({'BDNF', 'Q8IZW8', 'Q86UA6'})"
"frozenset({'Q58EX7', 'BDNF', 'Q8NEK8'})"
"frozenset({'BDNF', 'Q15022', 'O94875'})"
"frozenset({'P01106', 'Q5JSL3', 'BDNF'})"
"frozenset({'P51686', 'P48061', 'BDNF'})"
"frozenset({'O15353', 'BDNF', 'Q12824'})"
"frozenset({'Q03468', 'BDNF', 'Q16777'})"
"frozenset({'P04049', 'BDNF', 'O95714'})"
"frozenset({'O00444', 'BDNF', 'Q6UVJ0'})"
"frozenset({'BDNF', 'P06733', 'Q9NZ09'})"
"frozenset({'BDNF', 'Q05639', 'P26640'})"
"frozenset({'Q5TC82', 'BDNF', 'P17066'})"
"frozenset({'Q9P219', 'BDNF', 'P45983'})"
"frozenset({'Q9H1D0', 'BDNF', 'P18031'})"
"frozenset({'Q5JSZ5', 'Q9NRC8', 'BDNF'})"
"frozenset({'P24941', 'BDNF', 'Q9UPN3'})"
"frozenset({'O14818', 'BDNF', 'Q15051'})"
"frozenset({'Q9UKB1', 'BDNF', 'P55265'})"
"frozenset({'Q12933', 'O95816', 'BDNF'})"
"frozenset({'BDNF', 'Q9ULW2', 'P50148'})"
"frozenset({'Q9Y265', 'BDNF', 'Q05519'})"
"frozenset({'Q96EB6', 'BDNF', 'P51003'})"
"frozenset({'P23769', 'Q8IX07', 'BDNF'})"
"frozenset({'P06753', 'O14641', 'BDNF'})"
"frozenset({'O00585', 'BDNF', 'Q5XKR4'})"
"frozenset({'P28288', 'BDNF', 'Q03518'})"
"frozenset({'O75083', 'O00159', 'BDNF'})"
"frozenset({'Q96G74', 'BDNF', 'Q9NS86'})"
"frozenset({'Q13616', 'Q9UKT6', 'BDNF'})"
"frozenset({'P62979', 'BDNF', 'Q96SW2'})"
"frozenset({'P18084', 'BDNF', 'P07996'})"
"frozenset({'Q9P2M7', 'P46940', 'BDNF'})"
"frozenset({'P78527', 'BDNF', 'Q14686'})"
"frozenset({'P50990', 'BDNF', 'Q14999'})"
"frozenset({'Q96S53', 'Q3MII6', 'BDNF'})"
"frozenset({'Q9NXK8', 'BDNF', 'P63208'})"
"frozenset({'BDNF', 'Q16236', 'Q16513'})"
"frozenset({'Q96Q77', 'Q96PQ6', 'BDNF'})"
"frozenset({'P51617', 'P01112', 'BDNF'})"
"frozenset({'Q504Q3', 'BDNF', 'Q7Z419'})"
"frozenset({'Q3YEC7', 'P14927', 'BDNF'})"
"frozenset({'P27361', 'Q9BZM1', 'BDNF'})"
"frozenset({'P17931', 'BDNF', 'P55011'})"
"frozenset({'Q00722', 'BDNF', 'A8MTJ3'})"
"frozenset({'Q9H0S4', 'BDNF', 'Q86VP6'})"
"frozenset({'BDNF', 'Q5TA78', 'Q5T753'})"
"frozenset({'P62136', 'BDNF', 'P54289'})"
"frozenset({'P55042', 'BDNF', 'Q13555'})"
"frozenset({'Q15149', 'BDNF', 'Q9UPP1'})"
"frozenset({'O60262', 'P25116', 'BDNF'})"
"frozenset({'P67809', 'Q9Y4K3', 'BDNF'})"
"frozenset({'Q8TAK6', 'Q15796', 'BDNF'})"
"frozenset({'P03372', 'P15880', 'BDNF'})"
"frozenset({'Q9H9G7', 'BDNF', 'Q9Y2T2'})"
"frozenset({'P62079', 'BDNF', 'Q9Y397'})"
"frozenset({'Q8IWL3', 'Q32P28', 'BDNF'})"
"frozenset({'O15379', 'BDNF', 'P43356'})"
"frozenset({'Q14738', 'Q9Y570', 'BDNF'})"
"frozenset({'Q71U36', 'P61077', 'BDNF'})"
"frozenset({'BDNF', 'Q86XR7', 'P02794'})"
"frozenset({'Q9H967', 'BDNF', 'Q15910'})"
"frozenset({'O95922', 'Q9UDY4', 'BDNF'})"
"frozenset({'Q9NP95', 'P08138', 'BDNF'})"
"frozenset({'P61966', 'BDNF', 'Q7L0Q8'})"
"frozenset({'P51149', 'Q9BTV4', 'BDNF'})"
"frozenset({'Q8NGS6', 'BDNF', 'P32121'})"
"frozenset({'Q8NI27', 'P48067', 'BDNF'})"
"frozenset({'P19235', 'P29459', 'BDNF'})"
"frozenset({'Q9NR30', 'BDNF', 'Q4G0J3'})"
"frozenset({'Q9NRY4', 'BDNF', 'P52198'})"
"frozenset({'Q8IWL3', 'O94887', 'BDNF'})"
"frozenset({'O43683', 'BDNF', 'Q9BXL5'})"
"frozenset({'Q9NS69', 'Q9BWM7', 'BDNF'})"
"frozenset({'Q9BRK4', 'BDNF', 'Q8IYB8'})"
"frozenset({'P29353', 'Q9Y4E8', 'BDNF'})"
"frozenset({'Q13885', 'BDNF', 'Q15072'})"
"frozenset({'BDNF', 'P22694', 'P63096'})"
"frozenset({'Q96J02', 'Q15788', 'BDNF'})"
"frozenset({'O75530', 'Q10570', 'BDNF'})"
"frozenset({'Q5T751', 'BDNF', 'O95967'})"
"frozenset({'Q8NFW9', 'O00194', 'BDNF'})"
"frozenset({'Q6IFG1', 'BDNF', 'P22694'})"
"frozenset({'O00444', 'BDNF', 'Q12873'})"
"frozenset({'P42858', 'BDNF', 'O14773'})"
"frozenset({'Q9BT49', 'Q9NV70', 'BDNF'})"
"frozenset({'BDNF', 'Q6IAA8', 'O75787'})"
"frozenset({'Q14469', 'BDNF', 'Q9BTP7'})"
"frozenset({'BDNF', 'O60308', 'Q08AD1'})"
"frozenset({'Q86WB0', 'BDNF', 'P63173'})"
"frozenset({'O43719', 'BDNF', 'Q96QD9'})"
"frozenset({'Q9ULJ8', 'BDNF', 'O14958'})"
"frozenset({'Q9UM11', 'Q99741', 'BDNF'})"
"frozenset({'Q9NRC8', 'BDNF', 'Q8NB46'})"
"frozenset({'P19338', 'BDNF', 'Q49AN0'})"
"frozenset({'P00374', 'Q96GN5', 'BDNF'})"
"frozenset({'P01009', 'BDNF', 'P00747'})"
"frozenset({'BDNF', 'P17066', 'P54274'})"
"frozenset({'P05067', 'BDNF', 'Q96T60'})"
"frozenset({'Q969R8', 'Q9Y343', 'BDNF'})"
"frozenset({'P51788', 'BDNF', 'Q7L804'})"
"frozenset({'Q14738', 'P62955', 'BDNF'})"
"frozenset({'Q9H492', 'BDNF', 'P35908'})"
"frozenset({'Q15067', 'P20645', 'BDNF'})"
"frozenset({'P25490', 'BDNF', 'P60328'})"
"frozenset({'P12830', 'BDNF', 'P42574'})"
"frozenset({'P25098', 'Q8NGT5', 'BDNF'})"
"frozenset({'Q9H0D6', 'BDNF', 'Q13573'})"
"frozenset({'BDNF', 'P23526', 'P06737'})"
"frozenset({'O00232', 'BDNF', 'O00487'})"
"frozenset({'P35453', 'O00358', 'BDNF'})"
"frozenset({'P17858', 'Q01813', 'BDNF'})"
"frozenset({'O14775', 'BDNF', 'Q14832'})"
"frozenset({'Q9P0N5', 'Q9NPA0', 'BDNF'})"
"frozenset({'P63027', 'BDNF', 'O94806'})"
"frozenset({'O43264', 'O43683', 'BDNF'})"
"frozenset({'P20674', 'Q9HC24', 'BDNF'})"
"frozenset({'P25445', 'BDNF', 'P0DP25'})"
"frozenset({'P02814', 'BDNF', 'Q13043'})"
"frozenset({'Q6NUN9', 'BDNF', 'Q86VP6'})"
"frozenset({'O00299', 'BDNF', 'P26368'})"
"frozenset({'P28482', 'Q15583', 'BDNF'})"
"frozenset({'P62304', 'BDNF', 'Q9NTK5'})"
"frozenset({'P06748', 'Q9H0W5', 'BDNF'})"
"frozenset({'Q9P2J5', 'Q12904', 'BDNF'})"
"frozenset({'P18669', 'P42785', 'BDNF'})"
"frozenset({'P59998', 'BDNF', 'Q96C19'})"
"frozenset({'Q9Y244', 'BDNF', 'P27824'})"
"frozenset({'Q9UI08', 'BDNF', 'P00519'})"
"frozenset({'Q14966', 'BDNF', 'Q9UHB6'})"
"frozenset({'BDNF', 'P13598', 'P26038'})"
"frozenset({'P62495', 'BDNF', 'P15170'})"
"frozenset({'P19338', 'Q99733', 'BDNF'})"
"frozenset({'O15350', 'BDNF', 'P11766'})"
"frozenset({'Q9UHC7', 'Q9NQ29', 'BDNF'})"
"frozenset({'Q15019', 'Q9H2P0', 'BDNF'})"
"frozenset({'O75477', 'O15503', 'BDNF'})"
"frozenset({'BDNF', 'P14373', 'Q7L5A3'})"
"frozenset({'P24928', 'BDNF', 'Q9HCE1'})"
"frozenset({'O14641', 'BDNF', 'Q92530'})"
"frozenset({'E9PAV3', 'BDNF', 'P04629'})"
"frozenset({'Q9Y383', 'BDNF', 'O95425'})"
"frozenset({'Q9NPQ8', 'BDNF', 'Q9GZS3'})"
"frozenset({'Q9P2E3', 'Q96KG7', 'BDNF'})"
"frozenset({'Q1A5X7', 'BDNF', 'Q8TAB5'})"
"frozenset({'P42568', 'Q5UIP0', 'BDNF'})"
"frozenset({'P10827', 'Q00403', 'BDNF'})"
"frozenset({'Q12906', 'BDNF', 'P11498'})"
"frozenset({'O75360', 'BDNF', 'Q9NWC5'})"
"frozenset({'P51668', 'Q96FW1', 'BDNF'})"
"frozenset({'Q9P0N5', 'Q8TCZ2', 'BDNF'})"
"frozenset({'BDNF', 'O00567', 'Q96GQ7'})"
"frozenset({'P60709', 'BDNF', 'Q86WR7'})"
"frozenset({'P57076', 'BDNF', 'P35754'})"
"frozenset({'A6NL26', 'Q9P2W3', 'BDNF'})"
"frozenset({'Q01814', 'BDNF', 'Q9Y5M8'})"
"frozenset({'P27361', 'BDNF', 'Q9C0H2'})"
"frozenset({'P17812', 'BDNF', 'P30480'})"
"frozenset({'P13232', 'BDNF', 'Q5VWK5'})"
"frozenset({'BDNF', 'Q9BXL5', 'Q8NFG4'})"
"frozenset({'Q9Y2V2', 'BDNF', 'A8MQ03'})"
"frozenset({'BDNF', 'Q9UII4', 'P24385'})"
"frozenset({'P15311', 'BDNF', 'P45983'})"
"frozenset({'Q8N831', 'BDNF', 'Q3LI72'})"
"frozenset({'BDNF', 'P05408', 'P16519'})"
"frozenset({'Q9NRC8', 'BDNF', 'O95248'})"
"frozenset({'Q9P2W3', 'BDNF', 'Q8NGS2'})"
"frozenset({'P19838', 'BDNF', 'P45984'})"
"frozenset({'BDNF', 'O43676', 'O43674'})"
"frozenset({'Q9Y2H5', 'Q9H832', 'BDNF'})"
"frozenset({'P02647', 'P02766', 'BDNF'})"
"frozenset({'P35354', 'BDNF', 'Q92905'})"
"frozenset({'P19525', 'P60520', 'BDNF'})"
"frozenset({'BDNF', 'Q16635', 'Q9P2K2'})"
"frozenset({'P62266', 'BDNF', 'P46776'})"
"frozenset({'O95817', 'BDNF', 'Q9H2U2'})"
"frozenset({'Q13641', 'Q9Y3B4', 'BDNF'})"
"frozenset({'Q8N511', 'Q6NUS6', 'BDNF'})"
"frozenset({'P53778', 'Q13115', 'BDNF'})"
"frozenset({'Q6EMK4', 'BDNF', 'A8MQ03'})"
"frozenset({'Q96HP0', 'BDNF', 'Q7L9L4'})"
"frozenset({'Q9H1I8', 'BDNF', 'P27694'})"
"frozenset({'P80404', 'P06744', 'BDNF'})"
"frozenset({'O14654', 'BDNF', 'P58340'})"
"frozenset({'Q9NRC8', 'BDNF', 'Q8IY81'})"
"frozenset({'O95793', 'O75694', 'BDNF'})"
"frozenset({'P01106', 'BDNF', 'Q6ZMI0'})"
"frozenset({'Q9GZT8', 'BDNF', 'Q2VPB7'})"
"frozenset({'Q9BRK4', 'BDNF', 'Q15561'})"
"frozenset({'BDNF', 'P26583', 'Q9HCE1'})"
"frozenset({'O60437', 'Q9BX46', 'BDNF'})"
"frozenset({'Q8WXB1', 'O95757', 'BDNF'})"
"frozenset({'P05412', 'BDNF', 'Q9H6S0'})"
"frozenset({'BDNF', 'O14556', 'Q8TED1'})"
"frozenset({'O75592', 'P78406', 'BDNF'})"
"frozenset({'P53350', 'BDNF', 'P30307'})"
"frozenset({'Q9GZT4', 'BDNF', 'Q9H4P4'})"
"frozenset({'BDNF', 'P62847', 'P62753'})"
"frozenset({'BDNF', 'P33993', 'P24385'})"
"frozenset({'BDNF', 'O76070', 'P54274'})"
"frozenset({'Q8WVC0', 'Q53H47', 'BDNF'})"
"frozenset({'BDNF', 'P15336', 'Q9Y230'})"
"frozenset({'BDNF', 'Q01780', 'P35244'})"
"frozenset({'P78410', 'BDNF', 'O00481'})"
"frozenset({'Q14247', 'BDNF', 'O60506'})"
"frozenset({'BDNF', 'O43272', 'Q9UMQ6'})"
"frozenset({'BDNF', 'P50213', 'Q9NR56'})"
"frozenset({'P61326', 'BDNF', 'P26373'})"
"frozenset({'P35544', 'Q00341', 'BDNF'})"
"frozenset({'BDNF', 'Q92905', 'P40763'})"
"frozenset({'Q8IUR0', 'BDNF', 'P49736'})"
"frozenset({'Q99496', 'BDNF', 'P61247'})"
"frozenset({'Q9H0W5', 'BDNF', 'Q9Y3I0'})"
"frozenset({'Q12851', 'Q12933', 'BDNF'})"
"frozenset({'BDNF', 'P20648', 'P62491'})"
"frozenset({'Q12948', 'BDNF', 'O00148'})"
"frozenset({'Q04206', 'Q8NBJ4', 'BDNF'})"
"frozenset({'P50222', 'Q8TAU3', 'BDNF'})"
"frozenset({'Q8N944', 'BDNF', 'Q9Y2T1'})"
"frozenset({'Q9NUX5', 'Q9UBB6', 'BDNF'})"
"frozenset({'P35520', 'BDNF', 'Q10567'})"
"frozenset({'P62891', 'P50914', 'BDNF'})"
"frozenset({'BDNF', 'O75822', 'Q8IUQ4'})"
"frozenset({'P12931', 'BDNF', 'P16144'})"
"frozenset({'P09884', 'P30154', 'BDNF'})"
"frozenset({'Q16659', 'BDNF', 'P01308'})"
"frozenset({'O15031', 'Q9NRD1', 'BDNF'})"
"frozenset({'BDNF', 'Q9UJY4', 'Q9UJ41'})"
"frozenset({'BDNF', 'P08621', 'P04629'})"
"frozenset({'Q9NYB0', 'Q9UKS6', 'BDNF'})"
"frozenset({'BDNF', 'Q12906', 'Q969G5'})"
"frozenset({'BDNF', 'Q8TEY7', 'Q15506'})"
"frozenset({'Q9Y4G8', 'A6H8Y1', 'BDNF'})"
"frozenset({'Q8WXK3', 'BDNF', 'Q04837'})"
"frozenset({'BDNF', 'Q96KN3', 'Q96RU7'})"
"frozenset({'BDNF', 'O75164', 'Q9HCE1'})"
"frozenset({'BDNF', 'P38919', 'P23396'})"
"frozenset({'P51679', 'P80098', 'BDNF'})"
"frozenset({'P55060', 'BDNF', 'P49736'})"
"frozenset({'BDNF', 'Q9UET6', 'P12004'})"
"frozenset({'Q8TEW0', 'P62136', 'BDNF'})"
"frozenset({'O95156', 'Q8WXG9', 'BDNF'})"
"frozenset({'P50552', 'BDNF', 'Q9NQX3'})"
"frozenset({'P08700', 'BDNF', 'Q8N6P7'})"
"frozenset({'Q12899', 'BDNF', 'P45974'})"
"frozenset({'BDNF', 'P26885', 'Q9Y6D5'})"
"frozenset({'Q6KF10', 'BDNF', 'O00238'})"
"frozenset({'P63104', 'BDNF', 'P16104'})"
"frozenset({'Q5R372', 'O95755', 'BDNF'})"
"frozenset({'P31946', 'BDNF', 'O94915'})"
"frozenset({'Q9Y383', 'BDNF', 'Q8WVK2'})"
"frozenset({'P35626', 'Q96RA2', 'BDNF'})"
"frozenset({'Q99714', 'BDNF', 'P01859'})"
"frozenset({'P06493', 'BDNF', 'Q2KHM9'})"
"frozenset({'BDNF', 'Q2M3R5', 'Q15717'})"
"frozenset({'Q9NRC8', 'BDNF', 'Q9UII4'})"
"frozenset({'P32942', 'BDNF', 'P20701'})"
"frozenset({'P34932', 'BDNF', 'P21127'})"
"frozenset({'Q9UKB1', 'Q9Y4H2', 'BDNF'})"
"frozenset({'Q8N2W9', 'BDNF', 'P41235'})"
"frozenset({'Q99819', 'BDNF', 'P22612'})"
"frozenset({'Q12778', 'BDNF', 'O95352'})"
"frozenset({'P34931', 'BDNF', 'P62993'})"
"frozenset({'Q01082', 'Q9H492', 'BDNF'})"
"frozenset({'BDNF', 'O60925', 'Q8NBT0'})"
"frozenset({'Q5JWF2', 'BDNF', 'P41220'})"
"frozenset({'P55072', 'BDNF', 'O43709'})"
"frozenset({'Q9P0N5', 'Q9Y385', 'BDNF'})"
"frozenset({'Q8IWZ5', 'P13646', 'BDNF'})"
"frozenset({'P37108', 'P55769', 'BDNF'})"
"frozenset({'BDNF', 'Q8IVT5', 'Q6PKG0'})"
"frozenset({'Q9UMS6', 'BDNF', 'Q676U5'})"
"frozenset({'P11172', 'BDNF', 'Q99611'})"
"frozenset({'BDNF', 'Q5T7P3', 'O76081'})"
"frozenset({'Q7Z7A3', 'P50552', 'BDNF'})"
"frozenset({'Q8N5F7', 'BDNF', 'Q96SB4'})"
"frozenset({'P02751', 'BDNF', 'B9A064'})"
"frozenset({'BDNF', 'P56945', 'O15357'})"
"frozenset({'P61513', 'BDNF', 'P42766'})"
"frozenset({'Q6AZY7', 'Q9UL03', 'BDNF'})"
"frozenset({'BDNF', 'P45984', 'Q16236'})"
"frozenset({'Q9NR09', 'BDNF', 'Q9NRC8'})"
"frozenset({'Q96AT9', 'Q04726', 'BDNF'})"
"frozenset({'P31040', 'BDNF', 'Q86VP6'})"
"frozenset({'P06576', 'P24941', 'BDNF'})"
"frozenset({'BDNF', 'P13349', 'P68400'})"
